session,burst_id,center_time_sec,idea_win_start,idea_win_end,soln_win_start,soln_win_end,idea_n_utts,idea_unique_speakers,idea_decision_per_1000,idea_assign_hits,idea_agree_hits,soln_n_utts,soln_unique_speakers,soln_decision_per_1000,soln_assign_hits,soln_agree_hits,idea_text,solution_text,solution_summary,solution_keywords,near_decision_hits,near_assign_hits,near_agree_hits
2021_04_23_MND_S8,2021_04_23_MND_S8_B2,1182.5,-60,-10,0,30,1,1,0.0,0,0,1,1,0.0,0,0,"We know for sure that when you introduce a helminth into a mouse or a human, I don't remember other species, but I'm sure they've been done. Um, if you a mouse or a human that has a complex microbiota, the microbiota will shift and we're starting to understand patterns of what bacteria will either contract or expand.","We know that if you treat mice with antibiotics, um like a broad spectrum antibiotic cocktail to try and deplete bacterial microbes.",,"um like, know, antibiotic cocktail, antibiotics, antibiotics um, bacterial, bacterial microbes, broad, broad spectrum, cocktail, cocktail try, deplete",0,0,0
2021_04_23_MND_S9,2021_04_23_MND_S9_B1,892.0,-60,-10,0,30,0,0,0.0,0,0,2,2,0.0,0,0,,"Yeah, that's something that we're seeing in our spinal cord injury models. And so after at least in mice models when they when they're injured, it's they lose some enteric neurons. And so there's this drastic slowing that happens of of gut motility. But what is interesting is the microbiome then doesn't change until so that slowing happens really early with two to four days and then microbiome composition doesn't shift until two weeks later significantly. Um and then really solidified like four four weeks later. But so so there's definitely that top down effect that's happening to shift the microbiome. But it doesn't necessarily mean then that that new microbiome's composition doesn't then affect the affect the host in some way. I'm Lawrence David. I'm at Duke University and down the street from Flavio. Uh, our lab works on diet based uh modulation of the gut microbiome and we have a growing interest in um gut brain and recently did a dietary intervention around a prebiotic trial and seeing its impact on behavior and cognition.",,"microbiome, doesn, gut, later, slowing happens, composition, composition doesn, happens, microbiome composition, microbiome doesn, models, really",0,0,0
2021_05_20_ABI_S1,2021_05_20_ABI_S1_B1,739.0,-60,-10,0,30,0,0,0.0,0,0,1,1,0.0,0,1,,"Yeah, I think people already touched upon the smaller the better, especially on the super resolution side, you know, you want to reduce that offset error uh and of course functionality, keep the functionality. Um but also, yeah. So when now more towards I guess super resolution imaging then and tracking too. But yeah, cell talking about synthetic dyes, uh you know, smaller dyes, photostable dyes, how to get those into live cells in a non-perturbative way and you know, optimize those and yeah.",,"yeah, know, dyes, super resolution, uh, super, functionality, smaller, resolution, guess super, imaging, imaging tracking",0,0,2
2021_05_20_ABI_S2,2021_05_20_ABI_S2_B1,845.0,-60,-10,0,30,7,6,142.85714285714286,0,0,43,8,23.25581395348837,0,26,"We talk talk a lot about the single cell imaging. Um, probably we should add that. Yeah, I mean. But um but maybe there's a way like if you have if you know that for cancer you have increased angiogenesis where you have a lot of blood flow. So increased blood flow corresponds to a red shift in your um in your spectra because of how light gets absorbed. So you can image that with uh photoacoustics for example. How do they tag the iron oxide particles to the cells that they care about? Um but it seems like that would be a better one because you could get penetration that's much deeper and again you don't have to worry these days about the massive radiation doses that you had to. I think the per quantum scans a whole mouse in what under a minute couple of minutes now very high resolution fraction uh 0.5 micrometer box resolution. But but I guess yeah, that that's my take on how to structure it because um starting simple I think would be good. Arnold. They incubated uh in the cell culture media before uh infusion and the cells will take it up.","It's on the inside of the cell. It's inside the cell. Therapy. Therapy plus diagnose and then Yeah. And actually, I understood the question in a slightly different way because in my field we do a lot of ex vivo labeling and then we track those cells, but here it was about finding the cells in vivo to begin with. That's what I read and I was like, this is hard. Targeting a specific cell population in vivo um is really hard because you're going to have macrophages. Theranostics. Sure. I think the question is if if we really want to see uh an ensemble of single cells and then see how it migrates within a very small scale. Does a lot of papers that kind of rank sensitivity of different instruments, you know, and almost routinely. Yeah. I can uh I know I have CT is like the worst, you know, in terms of, you know, you typically need sort of millimolar concentrations to see stuff, you know, with. Okay. Yeah. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. So uh do you are you interested in us in a length scale of say 1 millimeter or 100 micrometer and want to see or several hundred micrometers and see how the cells migrate in there or are you interested in certain cells how they migrate from one brain region to the other? Because that's a very different um problem with MRI, the resolution for example also with pet, the resolution is so low that it's probably I shouldn't say never here but very difficult to uh get to a high spatial resolution. If you have a cell on the left hemisphere and one or a bunch of cells on the left hemisphere and a bunch of cells on the right hemisphere, you can probably see how uh these sets of cells migrate relative to one another, but uh with in the resolution, the imaging technique it will be difficult. So I feel like that's also another promising uh technique for this specific situation when you don't when you're not when your question is not about how cells are migrating through the whole large organism but. Mhm. No, I I I tend to agree with you. So I was throwing you under the bus there. But you know, it's generally populations of cells that we care most about, especially like therapeutically or you know, I I actually actually let me take it back. Let me take it back. So it could be that single cell is super important for something like development, you know, developmental biology, sort of what Crystal studies. Yeah. So we we've kind of I've heard people discussing you know we started talking about sort of molecular tagging of like cell cell interactions and causing protein changes and then we've talked a bit about uh model organisms like zebrafish that are transparent things or thin sheets and then now and then we've talked about tools you know that optics gets really high resolution uh MR works kind of and and again there's a lot of nuance to MR single cell imaging. Are there other tools we should be talking about? sounded like people were not in favor of pet but. To get a bounce, right? Yeah.",,"okay, okay okay, know, cells, uh, like, cell, resolution, yeah, ve, kind, question",0,1,1
2021_05_20_ABI_S2,2021_05_20_ABI_S2_B2,1231.0,-60,-10,0,30,0,0,0.0,0,0,2,1,0.0,0,0,,"Oh, that's Oh, that's",,"oh, oh oh",0,0,0
2021_05_20_ABI_S3,2021_05_20_ABI_S3_B1,889.0,-60,-10,0,30,1,1,0.0,1,0,4,2,0.0,0,0,"And uh back to Dylan's question, that's actually really um uh I think it's also a very good point to start framing off. Um, so to solve the problem, I think we can start from two. Uh one is detection, how can you reassign photons based on different properties, based on different characteristics of photons you capture and then how can you reassign it. And then second way is uh second way, how can you form the beam for for example, for light sheet microscopy, it's very hard to get a nice light sheet after scattering. So how can you use wavefront engineering or scattering compensation to get a nice illumination in the beginning. So you don't worry that much about detection later. Um, my question is um like what is the fundamental limit in either direction. So if we try all these methods and we push our depths like 10% more, is it worth it? Uh, and this applies for both um detection and illumination. Detection, you have photo photon starvation, you have noise issue and for illumination, um no matter how much you compensate, at some point you lose the correlation between photons and you lost uh at one point it's just random walk. So how much more can we push and what is the fundamental challenge in the in the field right now.","But what we could do is um uh use end points and then make tissues optically transparent, right? So removing all the the scattering. I'd like to I'd like to kind of jump on that as well. Um I I feel like one thing that I I and this might just be my inexperience with the super resolution field, but like um one thing we don't really talk about much is what and and similar to what Matt was talking about is um what could we kind of learn from, you know, we're kind of used to a a certain type of imaging with an objective with a very high NA, you know, lens and and I feel like that's kind of a bulk of the problem. Uh and then light can penetrate into the tissue. And the interesting thing that we found is that when we do this, we can now actually see um our nanoparticle carriers because they are still there and they scatter light efficiently.",,"um, like, kind, thing, uh, feel like, feel, light, like kind, know, know lens, know kind",0,0,0
2021_05_20_ABI_S4,2021_05_20_ABI_S4_B1,918.0,-60,-10,0,30,3,2,0.0,0,0,13,6,0.0,0,1,"Right. What are well, not the format. That's like application collaborator dependent, right? Uh, well for me at least it's uh depends what's application, so that tells me the format. Help us, where would you put it and how would you put it?","Okay. 20, 24 in fact. So yeah. Yeah, I'm very excited to read, you know, like papers and then there are different groups that now thinking about kind of uh reconstructing the image, you know, using AI directly. And then since I usually work on kind of limited angle problem, so then I really uh think about how AI can just like really give us more information and then how we can even to interpret data that they are low dose and then we get kind of the information of higher dose. So I think that's um regarding this part, the question number two, I I think it's a very exciting time in the field and I'm really happy to learn and then implement them in my like research. Is it supposed to be a separate recorder and um reporter? Um probably better images, right? Like since we're we're all looking at it with the image lens, right? So is one taking the notes and one reporting? So if you were to ask me how do I figure out what to input to the network, my answer would be I sit with the radiologist. I sit with the domain expert on imaging. I sit with the human AI instrument. Caroline, what do you think of that? Yeah, no, so I was nodding because um so I I'm also focused more on the imaging and instrumentation side. Um, but I work with collaborators that um do more of the sort of machine learning or, you know, neural network development. And um, you know, that's that definitely resonates that you have sometimes picked a data set to show a specific thing, right? Um, and that data set obviously then may not be representative of what that algorithm is actually going to encounter. One one person can do it and one person can do both, I think. Yeah, and you can take the notes, you don't have to put the notes into the PowerPoint yet, you can take those, share it with people, they can add and then can condense them into the PowerPoint so that there's one slide. So it's something relationship of the model to the physics chemistry and biology of the imaging situation. Yeah, when I think of imaging, I think of both acquisition and interpretation. I guess so. Sorry, where is my cursor?",,"um, think, yeah, like, know, imaging, notes, ai, kind, really, right, sit",0,0,2
2021_05_20_ABI_S5,2021_05_20_ABI_S5_B1,879.0,-60,-10,0,30,2,2,0.0,0,1,8,4,0.0,1,2,"But the question is, you know, yes, when we say in vivo, typically you cannot really do any labeling with human, but uh, you know, clinical setting, you can extract all those bodily fluids. You can get blood, you can get urine, you can get other stuff. Those stuff once you get it, you can do whatever you want, right? The question is the question is that is there anything that, you know, we or anybody could could do with those uh you know, those samples? So is our slide looking good? Are we ready?","The heavy water uh you said drinking heavy water. So where do we expect is it uh the the contrast is expected through cellular or I I probably didn't catch how how where the contrast accumulates. I guess for for the for the naive question here. Okay. So um I'm just arrived the UCSD as an assistant professor in bioengineering department. I was trained as a biomedical engineer uh for my bachelor, master and PhD and also in the postdoc training I was working in uh when Dr. Weimin's lab and uh we were developing the uh SRS stimulated Raman scattering microscopy and we combined with the multiphoton fluorescence microscopy to visualize um the metabolic activities. We can we can we can watch the slides if you start typing, I guess. these days I I I do read some papers in this, you know, field of maybe it's already old, right? It's exosome for people are interested in looking at, you know, blood or urine based these lipid particles or almost like extracellular vesicles that have been exported by cells that can be or believed to be a gold mine of reported information for biochemical state that you could evaluate in the way that he's saying where you could go torture them with whatever nanoparticle label you felt like to get all the information you feel like, you know. 20. 24. starts 24. Don't don't. Okay. Yeah, yeah, yeah. Joyni, yeah, that's pretty close. Actually the contrast arise when the cell have the metabolic activities and incorporate the deuterium atom into protein lipids carbohydrates DNA RNA. So this is just like non carbon source uh water which is participating the metabolic activity. Um, yeah, so yeah, which which imaging modality do you think is the best to visualize the exosome?",,"uh, yeah, like, yeah yeah, water, um, know, metabolic, contrast, okay, visualize, exosome",0,1,4
2021_05_20_ABI_S6,2021_05_20_ABI_S6_B1,817.0,-60,-10,0,30,5,2,0.0,0,0,4,4,0.0,1,0,"immunology, working in metabolism and those poor wretches who work in immuno metabolism, just touching, sorry, just touching those things. They know you're looking at them. They know you're doing something to them and they respond to it and I've I personally now only work in um fully in vivo systems because I've been lied to by the dish, you know, this this looks great. This is totally the way it is. Then you go in vivo and it's not there at all. So you're right that there's this other element which is there's some data that's actually not applicable because it's you're not looking at a football game, you're looking in the locker room, you're looking on the tour bus, you're looking somewhere else and it's not not the system you wanted, it's the system that lives in a dish. David. I like your we just made this point about registration and how registration can be non spatial registration by finding signatures, right? So I mean I feel you you've you've depth depth issues. I've um resolution issues. We're all we're all struggling. Yeah. So I mean that would raise up one uh potential um challenge which would be integrating data across modalities. Um so there are different modalities that can get different um different levels of resolution um at different scales. And so you could imagine if you had one system that you really want to understand, you could just apply all of them but you would need to have some way of integrating like the resulting data, right? Um you know, so you could imagine, you know, MRI down to fluorescence down to cryo um cryoEM. Um but then how do you actually integrate all those different data across scales into like a coherent picture um would be the would be the computational challenge.","Everyone's moving around here so. Um, how about Brian? Brian. Can I ask a question actually of of of David because you know, I think Dylan brought up a good point of the Allen Brain Atlas and the advantage of that, but of course, I think one of their key advantages is they did all the experiments in a very standardized way all in house. Hey everybody. Um, I'm Brian at Northeastern University in Boston. I'm in a physics department and I I have a background in physics and cancer research as well as photo medicine kind of blending that all together. Yeah. So that is a good question. Um, this shouldn't this shouldn't degenerate into a, you know, I shouldn't be like dominating like this discussion. Um, I just want to say say that out loud. But I think you can you can go either path. Um, and in my lab we've done um, we've done both. Um, so we're building a, you know, a large collection of imaging data that so that we can annotate it and, you know, develop models for both segmentation and tracking. Um, and then make sure that they're robust across, you know, the a wide variety of different cell lines that both we and other people um that other people use.",,"um, know, think, shouldn, brian, say, ve um, ve, question, like, um brian, people",0,0,0
2021_05_20_ABI_S7,2021_05_20_ABI_S7_B1,851.5,-60,-10,0,30,4,3,0.0,0,1,7,4,142.85714285714286,1,1,"Okay. So who would like to get started? I can get started on one of the topics. Um, you know, and in the wavefront shaping community, we think of like replacing a lens with a cube of salt or something like, you know, cube of sugar or something and just sending light through it and if you know what the, you know, the matrix is, mathematically there may be some interesting properties there that you can leverage that may actually help you and not hurt you. Uh, I really like the second question, how can we mitigate or utilize multiple scattering when we transition this technique to in vivo applications? I think there are two ways to think about it. So if we are talking about like traditional super resolution techniques like optics, uh multiple scattering is the enemy because they scramble your light. So the first way to think about it is how can we gate these multiple scattering? How can we reject them so that we can only get ballistic photons that carry the truly valuable information. And then a second direction, a second perspective on this is how do we use multiple scattering to get more information? Because these ballistic photons decay exponentially as you go deeper into the tissue.","How what kind of detectors will we need? I just is flat CMOS chip I bet, right? So what kind of detectors are you imagining? Josh, did you want to build off of um what you were saying in about using wavefront uh go ahead. Sure, sure. So I think that um I just see a a game of diminishing returns if we're just trying to get better at gauging things out. Um and so especially now we push to multiphoton, two, three, I don't know, can we do four or five? Like at what level does that get so complicated and so expensive that it's not really it's not really useful. And so I I would really like to I think my background is is in more of the second thinking more about the second part of this question, but I think what intrigues me about this room is thinking about the two of these together, especially because super resolution microscopy I think is often speaking as somebody who's not well trained in that area, but seems to me to be very photon start in general, like you need a lot of light. Um and so if you're saying, okay, well I'm going to throw out all the scattered photons, you're walking a you know, that line is going to get hard to walk pretty quickly. So I I think that I really like the thinking about how how can we maybe take these two together and I'm not I haven't seen too much looking at super resolution combined with thinking deeper in tissue and how to think about scattering. And the last thing I'll say just to uh is I also wonder what the room is for conversations in between let's say minimally invasive types of technology as a stepping stone to getting to the ultimate goal where we just shine some light outside the body and then capture everything outside the body non invasively, but maybe minimally invasive with um, you know, fibers, fiber bundles, uh these kind of things can be a a nice stepping stone to push things into the into practice because I think with biomedical imaging outside of the like really big success of OCT, there is not so many optical like biomedical optical techniques that have really made a significant um, you know, push into the clinic. That's a great point. Um, I was also doing post in Laura Waller's lab and uh I really like her perspective that. I'm I'm a practical guy. I kind of want to imagine what you're going to what what what are you going to capture this with, right? Um, is it is is it something that exists or you or do you have to invent it? Uh, lens is just a face mask, right? So whatever whatever point spread function you want in the end, you can somehow and reverse engineer the lens you want.",,"um, like, think, really, just, uh, going, know, want, kind, thinking, really like",0,1,0
2021_05_20_ABI_S8,2021_05_20_ABI_S8_B1,854.0,-60,-10,0,30,8,5,125.0,0,1,43,5,23.25581395348837,2,0,Yeah. Exactly. So. And. So. And I have a very good biological application for this method if we use a neutron heavy water. So it's quite it's very important that we will visualize the interstitial. I'd be very interested in hearing from there are you know those who can do this x-ray phase contrast or enhancing the small angle scattering there could be contrast agents developed for this and that can work in small scale or or tissue level but benefit of some of these modalities is can penetrate deeper for for x-ray and optical of course the light diffusion becomes a big problem to get the depth. So the reporter eventually just going to be talking about three to four minutes to the remaining room.,"I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. I see. So we can consider it's not only the labeled one, but also it's actually label free. I I need to interrupt for a second. So we have 15 more minutes and there's have you started writing stuff in the in the PowerPoint for the reporting? Do you have a reporter? We have a reporter but we just in the middle of uh a very interesting discussion. They had those questions there like intrinsic metabolites or molecules that we should try to figure out if we could image or write contrast for. So I guess if you want to really go label free and in depth targeting some of these we may have to to go through these radiological methods right so there may be very well way to avoid them but that could be a part of discussion how could we can we do this with non radiological there is a big push for non-ionizing methods right.",,"methods right, label, methods, radiological, right, free, discussion, non, reporter, label free, labeled, metabolites molecules",0,1,0
2021_05_20_ABI_S8,2021_05_20_ABI_S8_B2,1192.0,-60,-10,0,30,0,0,0.0,0,0,1,1,0.0,0,0,,"Sure, thanks very much. So I'm Sapun Parekh. I've been at UT Austin here for about uh I guess two years and and a little bit for for for uh yeah as an assistant professor in biomedical engineering. And um I work mostly in also chemical imaging like uh like Way and and Lingyan and also a lot of uh",,"uh, like, years little, guess years, lot, little bit, little, lingyan lot, lingyan, like way, like uh, imaging like",0,0,0
2021_05_21_ABI_S1,2021_05_21_ABI_S1_B1,864.0,-60,-10,0,30,8,4,125.0,1,0,14,5,0.0,0,5,"That's right. Are there other examples we should think about? Yeah, guess Josh, you could share your screen if we wanted and that way we could kind of Yeah, computational um I mean this is certainly a big paradigm in surgical guidance world is computation computationally combining data from different modalities to help guide imaging and therapy. Um, where you might have just a static structure image guiding your temporal treatment or temporal acquisition. Clearly there must be. Um Why don't why don't I I'll throw it in a Google Doc and then I can just share that with everybody and you can see it that way. I think that'll be easier because there's just a lot of scrolling of the random things I've jotted down. So. Is there a need for tools? Is there a need for sort of canned tools there to help microscopists?","Yeah. Is it one of the beautiful things about microscopy is there's all kinds of open source tools available, right? Okay. Oh, that's right. We have to put it in a separate Google Docs so we don't overwhelm the system right away. I'm so I I'm thinking this problem in a very small scale. for example, super resolution just like really good spatial resolution but you have to fix it and then you have to use a specific buffer that's not compatible with biological system that to like switching up and down. And I'm I don't know if it's possible but some sort of a molecular system where it's just like inherently unstable. Great. Okay and Josh. Yeah, but how how well those work off the off the shelf uh can can vary quite significantly even in terms of like parameter setting, what does this parameter mean? And because it's open source it's not, you know, the annotation of that is not always consistent. So you can have That that makes me think about like adaptive uh people refresh screens, right? Like LCDs. So like your iPhone, right? I mean it's similar to the these ideas in computer architecture too where they'll use little cores and big cores. So you have your power hungry cores and then your efficiency cores because your battery life matters and you know, okay, when somebody opens up I don't know what the, you know, Fortnite, whatever the kids are playing these days right on their phone and you need the graphics processor, you fire that up time to be able to use it, but then otherwise when you're just reading an article, you don't care about refreshing the screen at 120 frames a second, it's costly. So it's like that idea but in the opposite, the opposite way. Mhm. Okay. Um, but so what are the broad categories people think of? We've discussed MR, optical. I mean, I hate to think of it this way, but as separate imaging modalities, um is there a different way to categorize what we've discussed? Everybody, my name is Josh Brake. I'm an assistant professor at Harvey Mudd College about 30 miles outside Los Angeles. And uh the focus of my group is on uh deep tissue imaging using optical wavefront shaping, trying to use scattered light to see deeper into tissue. And also a little bit of work in computational microscopy with a particular um uh edge looking at how we can use that for education and teaching optics. Um, I'm really looking forward to conversation with you all today. What what would that look like in this case, right? I'm having I guess I'm trouble visualizing. Uh. Yeah, I think I captured what Carolyn was saying. So if you want to double check that that was uh similar to what you're saying it's underneath the multimodal. So you have data that's perhaps, you know, high spatial resolution or high temporal resolution and you want to use another data set or metadata set or something to improve the resolution of your data that is lacking.",,"like, uh, right, use, know, resolution, okay, don, um, think, cores, yeah",0,0,1
2021_05_21_ABI_S10,2021_05_21_ABI_S10_B1,854.0,-60,-10,0,30,7,6,0.0,0,0,16,8,0.0,1,3,"Right. And for and for what um uh Matt Lou wrote down here would need also uh the normalization and um actually across multiple stages. So Vivian, you had your hand up? Did you want to comment on that? Dylan Burnett was there. So I think they have the same group uh in uh room six, they have the same topic and he's in next. Thank you. And Matt uh Lovett. Uh yeah, I'm Matt Love Baron. I'm I'm an assistant professor at UC San Diego. I've been here almost a year uh and we're really focused on on neuroscience on trying to understand the brain and to understand how neurons work by looking across multiple levels from their activity to how they connect to each other to um what are the biochemical activities within the cell. And so I'm interested in a lot of these ideas that are coming up here as to how to yeah link together all sorts of different types of data sets and this was touched upon in the previous session as well. Um but also how to get more information out of our our images and and set of images and I'm really interested in learning how to optimize this um as we start to collect these really huge data sets. So I'm excited to learn more about that. No, that's appropriate. Yeah, so the paper describes a framework for integrating arbitrary number or arbitrary number of different modalities. Um, and they demonstrate that on imaging and sequencing data. Um, it works like fairly well.","Okay. It's very interesting when they do double. And I anyone else? I know Matt Lew, you were going to say some I cut you off to go to the other Matt. I'll let you. Good thing we're going first, I guess. So the search metric as well so the the performance of the search metric and the search algorithm. We're going to close in 58 seconds. So I thank you. I've enjoyed working with you all. You guys know have a good time. Okay. No worries. Um, so one aspect of quantitation that I uh think about is um there is probably some underlying biological phenomenon or process, maybe it's molecular, maybe it's signaling, maybe it's, you know, phoslation or what have you. Um, that can be quantified uh so that it can become a testable hypothesis and that, you know, ultimately our images are just a uh our data is just a way to actually get at the underlying phenomenon and and how it is changing over time or what have you. So I would I would say uh it it kind of builds off of of of the other Matt's point that we we need to to take our data to describe the fundamental science that we're trying to understand and and then um be able to compare in that space. Yeah. I mean I think that would be really that's I think that's slightly different than getting good data bookkeeping. I mean, I think it's a requirement for that to be able to do that, but I think that it's the next step of that. So one is you're doing good bookkeeping and then the next would be you put it into the latent space and and use it somehow appropriately the way that they they they've at least demonstrated is plausible in that paper. Um has to um yeah, so I guess my my my I guess my larger point is that from like the algorithmic perspective, I'm not saying like there aren't improvements to be made, um, but these are at least to my in my view like very addressable problems. Thank you very much. Well, thanks for a great discussion. Thank you. Thank you. Thank you.",,"um, thank, think, good, uh, know, like, going, guess, data, search, matt",0,1,2
2021_05_21_ABI_S10,2021_05_21_ABI_S10_B2,1189.0,-60,-10,0,30,0,0,0.0,0,0,1,1,1000.0,1,0,,"So one of your three bullets will be definition of quantitative imaging, at least have people agree um, because we went through I think I don't know, uh some uh quantitative a numeric value that is related to.",,"uh, quantitative, went think, numeric value, agree um, bullets, bullets definition, definition, definition quantitative, don, don know, imaging",0,0,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11_B1,755.5,-60,-10,0,30,4,3,0.0,0,0,4,3,0.0,0,3,"Well, I I mean, I think there's more and more different kinds that are starting to be turn key. We have tried to get uh a couple of big companies to license our patents and they wouldn't. And then we just turned rogue and are doing everything absolutely open and just trying to help people build their own. And I've had some pretty involved discussions uh with people at this meeting that are starting to build our systems. So it may go beyond, you know, the labs that build those things uh purely. Uh Barbara, you're there. I am here in in full person. Um so my uh imaging modality that we work with uh so uh we do develop imaging tools and we apply those imaging tools um and we also do some chemical analysis as well. Uh so we work with photoacoustic imaging, uh ultrasound, um also fluorescence uh approaches and um we're also working with near infrared um probes and and contrast for uh deep tissue uh targeting specifically for neurons. Um and then we also do LC and GC mass spec. Yeah, further advances in genetic reporters is going to be coupled with uh hardware developments.","So yeah, especially light sheet microscopy. Um, and the issues were, uh, we need brighter and um brighter probes. Also bio responsive. I mean some of them would be voltage, um, gated or voltage responsive, but one could imagine other types of responsive systems. And and there sorts of parameters. So example is voltage sensitive. Um, and so with voltage sensitive, um, they there is also, I think you mentioned that there was also a problem that most of the dyes have inverted sensitivity, uh, not dyes, but most of the probes they have inverted sensitivity where the fluorescence decreases when the voltage increases, right? Yes, the molecular um endogenous agents also photoacoustics um specific wavelengths have been shown with lipids and with DNA. Um so uh there's a couple of components of cells and extracellular area. So right now what sort of uh probes do you use for voltage? Are those the aneb dyes or are they other kind of nanoparticles?",,"um, voltage, uh, responsive, dyes, probes, inverted sensitivity, inverted, sensitive, sensitive um, sensitivity, brighter",0,0,0
2021_05_21_ABI_S11,2021_05_21_ABI_S11_B2,1056.0,-60,-10,0,30,1,1,1000.0,0,1,8,5,125.0,1,0,"Okay, let's let's try millimeters first or or half a centimeter. How about half a centimeter?","Do you and that's not a problem for you? I mean. So wave front image uh engineering uh I I'm not sure if I'm talking about the same thing as Carolyn because wave front shaping in the microscopy can only get us uh probably from like uh 100 microns to 500 microns. That that is already really good. Um in that region wave front shaping means um so um when you are looking through the fog, you cannot see what's behind the fog, right? So that is because scattering. So the light travels in. So even if you have perfectly aligned colmated light, it scatters everywhere. So wave front shaping tries to compensate for scattering. So it kind of predicts how the light scatters uh from all these heterogeneous particles and then it kind of uh sends in this pre-aberrated light, which means it already have these uh uh compensation. We call it phase conjugation. Basically the opposite effects of the scattering that's happening in the tissue so that when this light travels through this fog or scattering tissue, uh in theory they are supposed to be canceled out and uh so what you eventually get is that it's uh it's you you use this wave front engineering to turn this opaque tissue into transparent, optically transparent tissue. So that's kind of the concept. We we. Now nobody's going to volunteer. So there's there's there's essentially two different strategies for photoacoustic imaging. There's optical resolution photoacoustic imaging and that those are the super impressive like vascular networks that you see in the papers. And then there's acoustic resolution. So what I do primarily is acoustic resolution. So, um my spatial resolution is not going to be even close to what all the optical microscopist um can do. So I'm spatial resolution is more in the 100 to 200 micron. And the other thing with photoacoustic is are you using synthetic contrast agent or can can you? So we can. Um most of my work has been with um hemoglobin. Um so just like pulse oximetry, you know, two different wavelengths and you can distinguish in theory um the difference in oxygenation of the tissue. Sorry. But I think um there's I think a a huge growth area although um clinical translation becomes a little less obvious or a little bit larger barrier is developing contrast agents, right? And so not just agents which have different chromophore properties but maybe are responsive in some way, you know, or triggerable um rather than um, you know, so sort of distinguishing between different reactions rather than relying on um multi wavelength from multi chromophore kind of approach to distinguish between contrast agents or probes. Well, I'll just go alphabetical. I've got all sorts of I got I throw a dice. I've got a dice here which I also do as well. I'm the fly on the wall. So my name is Steve Jett. Uh my background is in electron and atomic force microscopy. So for me deep tissue imaging means I'm looking at a piece of tissue excised from somewhere deep in an organism. However, over the last several years I was working on a project at the NCI called the imaging data commons where we had to think about collecting images related to cancer from a whole bunch of modalities. You know, initially this means radiology because those are most of the images that have been collected. We started and thinking or the group that's still working at is thinking now about other modalities like deep tissue imaging, you know. So how do you bring them all together, make them interoperable and interoperable enough to where you can then infer knowledge by asking a question about one type of data and pulling relevant information from other types of data like deep tissue.",,"um, uh, tissue, imaging, wave, like, resolution, light, know, kind, scattering, different",0,0,1
2021_05_21_ABI_S12,2021_05_21_ABI_S12_B1,796.5,-60,-10,0,30,0,0,0.0,0,0,13,9,0.0,1,4,,"was in our group. I think I was. It was it was I think I don't remember the number now, but that's correct. Okay, so five if you can summarize that in five to 10 words. I mean another one I was thinking which has a big challenge it's one project I have is like light sheet microscopy. I don't know if anybody worked with it. Uh so that can be done as a tomography setup where you take you know orthogonal views to each other or even several views and the challenge is you have a data problem. So they do a 3D scan every two seconds over several weeks to watch how organism grows. Yes, if if that would be an interesting uh idea to think in that yes and data reduction with multimodality. I think the I think the Google Doc crashed. And yet it's really not widely used that much. And presumably due to cost. Really? Thank you. Joyoni. No, I am writing. Yeah, I'm not sure whether this is a proper example, but well was trying to look at how we can do the uh balance between the temporal space resolution for the brain imaging. And we were looking at the functional MRI and optical imaging and they are each advantageous for certain aspects, but um by looking at the photo acoustic it seems to be better when we have the input signal from optical and attenuation will be um less concerned when we don't need to worry about the uh signal signal out from that uh skull attenuation by looking at the acoustic signature and this will actually enable us to push this imaging down to uh actually 1 millimeter down into the brain tissue. So, uh I think this is a combination of the optical and acoustic for the acoustic photo acoustic imaging. And maybe for the other things, I was also thinking about to use uh certain uh contrast agents and this is really something people have been looking at with uh maybe a different application for photo uh optogenetics operation and they seem to be able to get those non particle inside the brain. So maybe they can also be combined to uh help the multimodality imaging. Hi, I'm a physics faculty at LSU. I teach at the medical physics. My research is also in phase contrast X-ray and I'm trying to develop a phase contrast mammography system as well as a CT system is contrast. And I also I have worked in the past on spec reconstruction, iterative reconstruction with motion correction and also novel MPG sorry multipinol geometries and stuff like that. So I the just relevant to this topic what I'm kind of interested right now I would be interested is to have a iterative reconstruction method for phase contrast with the raw interferometric data. So as you know that phase contrast you have to derive so from the projections you have to derive the you know the attenuation image, the phase image and the scatter image and then you reconstruct and so if I could do it from the raw interference patterns it's very challenging because of the very computational requirements. Okay it's very high computational requirements. And I'm also interested in deep learning methods for that like for some of these reconstruction methods. And also I think that will help our phase contrast in in correcting some of the errors due to large you know grating artifacts. So you know like it can learn a lot of things that ordinary reconstruction methods would not. And as for just a quick addition that no that's okay yeah I think that's enough. I think you just crashed the whole Google. You cannot even search anymore.",,"uh, think, contrast, know, phase, reconstruction, acoustic, imaging, phase contrast, looking, like, think think",0,1,1
