session,speaker,global_timestamp_sec,transcript
2021_05_20_ABI_S4,Maryellen Giger UChicago,1076.0,"That's one of the they asked us what do we want? We want all the data and we you you there technically we could do a lot. We are limited by data and culture I would say. The giving of data, the sharing of data even."
2021_05_20_ABI_S4,Maryellen Giger,722.0,"so and that's what I think I meant by technically all we can do a lot. It it it it we're in a very technical field and we're hindered by data and culture. Um, your other question even in um cellular images, many of you are in cellular. I don't know you talk about your experience there and I'm going to ask Alex about that, but you have to people sit and circle cells. crazy just to create data and that gets back to bullet one. How many cells do you have to circle to have enough data to algorithm. Um, but yes, the crowd sourcing it does it does exist, but it's it's not on a massive um scale. Good point, Jim. And sorry I didn't see your hand ready. So I'm used to this, not the stationary one that they have on. Alex."
2021_05_20_ABI_S4,Maryellen Giger,885.0,"Why give the AI raw data? In a way, you're you're training in files, the training of all these humans has they have been reading images for many, many years. So how many of you in a sense consider what image am I giving to the AI and do you sometimes do the preprocessing to help the AI learn because you have limited data?"
2021_05_20_ABI_S4,Maryellen Giger,821.0,And I I think the example of giving the AI algorithm an image that radio humans find easier to read could save you a lot of training time and data when you're doing your AI. How many of you train on medical images? I think Katie does and Shannon and Shiva.
2021_05_20_ABI_S4,Maryellen Giger,951.0,Right.
2021_05_20_ABI_S4,Maryellen Giger,869.0,"The other type of AI is in general you can think of it as statistical, you know, it's the deep learning, it's um uh having the machine actually learn and I personally believe that in the future we need a mixture of these. I think it would be extremely interesting to have like um both types applied to your situation Girgis because you have you know, a lot of times it's hard to find the person with the model. You know, it's um but how do you want to bring that point up in this this Google Doc?"
2021_05_21_ABI_S16,Ying-Hui Chou,681.0,Hello.
2021_05_21_ABI_S16,Abhishek Shrivastava,726.0,Matt can be our facilitator.
2021_05_21_ABI_S16,Abhishek Shrivastava ASU,889.0,"And then the other project in my lab is on the type nine secretion system where we and this type nine secretion system is found in a large number of bacteria of the phyla bacteroidetes and we try to study, you know, how adhescence and certain enzymes are secreted by these, what are the stressors or sensors that regulate the secretion system and how that might uh result in changes in the structure of the community. I have, you know, my office hours are going on for my teaching right now and have one student waiting on a zoom call. So I might just float away for the first five minutes, so please excuse me for that. Okay."
2021_05_21_ABI_S16,Carolina Tropini-UBC,1160.0,I was thinking more on the psychological stress. That's nice to there's both sides. Yeah like is it is it uh stress is in I feel stressed out today or is it uh uh heat stress uh oxidative stress uh osmotic stress or all of them.
2021_05_21_ABI_S16,Carolina Tropini,1013.0,"It very much depends on uh what causes the increased flow. So like if it's something like um an osmotic uh laxative that will cause a mechanical change, but in some cases if it's a muscular change that causes a increase in flow that um it's at least like from from our research it seems to uh affect more the residence time. So like fast growers will be able to take advantage of the fact that they can keep up before being thrown out. Um but if you if you add the like the change physical environment that can change things uh a lot. But either way like it really modifies the the membership."
2021_05_21_ABI_S16,Chris Whtibey,767.0,"Yeah, I've been thinking a fair bit about um pH stress, obviously that being related to the to the vaginal microbiome but also the gut, you know, you're talking about the gastric microbiome, H pylori can thrive where lactobacilli would not, like they would die. So trying to think about what what ways we can use to study, I guess in a more high throughput way what the impact of different conditions on these different taxa are. Um might be one way to start to get a handle on this because I guess from what I'm what I'm gathering from the conversation is there are just so many different types of stress, so many different types of stress response that we're thinking about that we need to kind of start to define, okay, which ones do we want to look at, how do we look at them? Um which is all its own kind of question, like how do you define which which stress is the most important on a microbe? Oxidative stress seems like a reasonable place to start just based on leaky gut and what we know about oxidative stress and um metabolism, but I guess that's what I'm trying to run through that."
2021_05_21_ABI_S16,Chris Whtibey,855.0,Yeah.
2021_05_21_ABI_S16,Xin Qi,675.0,"we actually use the um Alzheimer disease mouse model, we use two mouse models. One is over express APP mutation, another is APP knock in transgenic mice. We can we can definitely see the different difference between the proteins, we can definitely see the protein database between the two species and we pick up if we pick up the one model, uh we we we we did the bioinformatic analysis. We saw a lot of metabolism, amino acid disruption and the the regulation and uh ferroptosis and the uh in the autophagy related cell death and the endocytosis related uh the signaling pathway they all change uh in the AD in the context of the AD versus white type animals. And I think now we just focus on one of this pathways to manipulate. definitely we need to pick up the good protein, the good candidate to manipulate those uh the signal pathway."
2021_05_21_ABI_S16,Dr. Ali Keshavarzian,1055.0,Okay.
2021_05_21_ABI_S16,Aida Ebrahimi- Penn State U,1220.0,"So another thing I was wondering, um, I mean they are hidden, but I don't know if we specifically talked about them like mentioned them at least here. So, um, you know, when the um host is under stress, like when we are under stress, so we know a lot of biochemicals in our um like in our saliva, for example, uh it is changing and we can measure them. Like, you know, when our cortisol level is changing, our um um hormones like I don't know, epinephrin is changing. Um, so and those have effect in in terms of um changing how uh microbes they proliferate, right? So there is really a connection, but I don't know if we really mention them anywhere. They are a stress response of the host, right? And they can modulate bacteria or perhaps other microbes as well."
2021_05_21_ABI_S16,Abhishek Shrivastava,995.0,"Well, I think of it like, you know, making a mutant in rabbit doesn't really work straightforward in mice. So it's same way we have different species of bacteria with different genus. So what works in E doesn't work in. Second is a lot of the traditional method rely on homologous combination and the selection is antibiotic resistance. So we just don't know what sort of antibiotic resistance profiles certain bacteria have once we have to grow them in the lab to do all of that and then we have to figure out which plasma can go in and which plasma can integrate and things like that. So those are the challenges. I this just needs more effort, more volume of effort. Like the initial E methods were developed using phages actually by and other people. Um and so, you know, people just need to be more motivated to do it."
2021_05_21_ABI_S1,Carolyn Bayer,970.0,"Um but still have good spatial resolution and it's generally seen as real time or close to real time. Um, so again, not fast enough to see some of the fast cellular molecular dynamics, but"
2021_05_21_ABI_S1,Brian Pogue,747.0,good examples where you really do need high temporal and spatial sampling to solve some kind of problem.
2021_05_21_ABI_S1,Brian Pogue,829.0,"Yeah. Yeah, and I've heard that argument a lot but but the transition between FMRI and functional near infrared spectroscopy you can get fast sampling with functional near infrared and but you get much much better spatial sampling with functional MRI."
2021_05_21_ABI_S1,Seu Sim,909.0,"So you just install that for marker to allow you know, super resolution imaging but not having to sacrifice, you know, endogenous dynamics of biomolecules and I'm not really sure if it's possible but I want to know if you have thought about it."
2021_05_21_ABI_S1,Katharine White,1033.0,"And so for all of those questions, how they're interacting what why when as well as disease versus normal, you maybe have different approaches or different constraints on on the need for temporal versus spatial resolution. So um but that that um that question of of how do you set up your experiment or how do you set up your acquisition to to capture the biology, to capture these dynamics, which I think, you know, in the next 15, 20 years is going to be where a lot of uh at least molecular scale uh microscopy is is focused. So"
2021_05_21_ABI_S1,Katharine White,1076.0,"And just to oh sorry, just to follow on that, I think one of the other important things is that for a lot of for a lot of this, we don't really know in disease whether the interactions, the partners are changing,"
2021_05_21_ABI_S1,Brian Pogue,626.0,"Uh MR tools, macroscopic optical tools, are there other tools we're forgetting?"
2021_05_21_ABI_S1,Brian Pogue,976.0,"Okay, okay. Well we'd be nowhere without somebody who did designing molecules, right? So that's good."
2021_05_21_ABI_S1,Katharine White,707.0,"Yeah, yeah, and it's I think in the next five to 10 years that's going to be moving forward a lot, but you know, the in, you know, if we take a look at like light sheet microscopy over the last five to 10 years, that's gotten used used all over biology now, but one of the issues is that you see something in in the light sheet or you see something at this kind of organismal or kind of millimeter to 1 millimeter to 20 millimeter scale and then identifying which areas or which regions are important or significant or that you might want to go into more spatial um higher spatial resolution approach takes a ton of data analysis to get to, particularly for dynamics that might not be as globally visible on the light sheet scale is like a developing zebrafish embryo or developing drosophila embryo, which are beautiful morphogenically, but if if you're interested in potentially like um manipulating or controlling or or studying in a on a single cell scale."
2021_05_21_ABI_S1,Brian Pogue,808.0,"I think we still have half an hour, I think."
2021_05_21_ABI_S1,Carolyn Bayer,941.0,"I shouldn't say scale, but what what mechanism you're interested in imaging, right?"
2021_05_21_ABI_S1,Brian Pogue,847.0,"Yeah, computational um I mean this is certainly a big paradigm in surgical guidance world is computation computationally combining data from different modalities to help guide imaging and therapy. Um, where you might have just a static structure image guiding your temporal treatment or temporal acquisition."
2021_05_21_ABI_S1,Brian Pogue-DARTMOUTH,960.0,Mhm.
2021_05_21_ABI_S1,Brian Pogue,680.0,Okay.
2021_05_21_ABI_S1,Carolyn Bayer,842.0,"And um method of moving between those time and space skills and then integrating orthogonal or multimodal where you would then you know, so demonstrate it sort of on on the small scale on a single imaging system."
2021_05_20_ABI_S8,Jeff Douglas Winkler,984.0,75 minutes.
2021_05_20_ABI_S8,Carolyn Bertozzi,1052.0,Those questions are just to assist you with the discussion.
2021_05_20_ABI_S8,Lingyan Shi,658.0,"Yes, Lingyan. Okay. So um I'm just arrived at UCSD as an assistant professor in bioengineering department. I was trained as a biomedical engineer uh for my bachelor, master and PhD. And also in the postdoc training I was working in uh when Dr. Way Ming's lab. And uh we were developing the uh SRS stimulated Raman scattering microscopy and we combined with the multiphoton fluorescence microscopy to visualize cellular metabolic activities. So um for my background, I think I combined the biological questions and also the um optical imaging technology together to um utilize this uh subcellular resolution imaging technique to visualize um the metabolic activities in cells and tissues or even live animals. So very nice to meet meet meet you meet you guys today."
2021_05_20_ABI_S8,Jeff Wheeler,915.0,Yeah.
2021_05_20_ABI_S8,Jeff Winkler,640.0,"But the question is, you know, yes, when we say in vivo typically you cannot really do any labeling with human, but uh, you know, clinical setting, you can extract all those bodily fluidics. You can get blood, you can get urine, you can got other stuff. Those stuff once you get it, you can do whatever you want."
2021_05_20_ABI_S8,Lisa Poulikakos,988.0,"So so following up on uh and Minnie's points, I I've also read some studies that are showing that exomes are actually exomes or similar particles are actually very effective scatterers due to their relatively large size. So they can actually they have pretty clear scattering signatures that can be used to mark them um in a label free way. and this has been shown in microfluidics, but there I think Minnie's point really comes in that if you want to image this in vivo, then you'll have, you know, in the depth of the body, many multiple scattering effects. So how can you filter those out in a clever way um for instance getting rid of background signals um and there for instance there are some studies that use uh nanoparticles that are up converting. So for instance you excite them with infrared light which can go deeper into the tissue and they emit fluorescent light. So so there are um some approaches like that to address the depth issue as well."
2021_05_20_ABI_S8,Joyoni Dey,664.0,"And also if we are I know you you are looking to answer better biological questions but they asked us to think beyond you know whatever is so what about neutron interferometry for these kinds of things. It's I can send you a potential paper, you know if people are interested in looking at it. It's alternative method and it has lots of complementary things to x-rays. So just one of like one of the papers I'm sure there are other many others. So for biological just just wanted to throw it out there that some of the methods have automatic you know like the one of the advantages of interferometry is that you're getting coherent scatter and it's undiluted with the long angle you know the blurring mechanism."
2021_05_20_ABI_S8,Joyoni Dey,834.0,So.
2021_05_20_ABI_S8,Lingyan Shi,854.0,I see.
2021_05_20_ABI_S8,Bill Mccleskey,872.0,We have a reporter but we just in the middle of uh a very interesting discussion.
2021_05_20_ABI_S8,Jeff Squier,953.0,I don't know how long if you be human heavy water.
2021_05_20_ABI_S8,Lingyan Shi,1002.0,But in the core center of the tumor they have a lower metabolic activity. So we can visualize that heterogeneity by looking into the the CD signal and uh different concentration of the chemical bond tells us the metabolic uh heterogeneity.
2021_05_20_ABI_S8,Bill Mccleskey,1037.0,the signal could definitely last for days.
2021_05_20_ABI_S8,Jyoti Dube,712.0,So you know that may also be like a you'll have that intion but if that's totally overwhelmed by the scatter and we cannot correct it easily then we can try to look at the phase image and the scatter like small angle image scattering.
2021_05_20_ABI_S8,Jyoti Dube,730.0,I can type.
2021_05_20_ABI_S8,Lisa Satterthwaite,810.0,"Yeah, yeah."
2021_05_21_ABI_S11,Sixian You | MIT,903.0,"So what my lab does, uh we want to tackle this issue and also a lot of other like imaging speed or contrast issue from three aspects. The first aspect is uh um multiphoton imaging. How can we uh design different wavefront shaping or pulse shaping or even light engineering, light generation techniques to enable deeper penetration of the light. Uh that's one aspect. Uh so we work on label free imaging technologies and also just uh uh common multiphoton coherent image coherent Raman imaging."
2021_05_21_ABI_S11,Sixian You | MIT,1018.0,I can hear you.
2021_05_21_ABI_S11,Sixian You | MIT,1052.0,I can hear you.
2021_05_21_ABI_S11,Yevgenia Kozorovitskiy,740.0,"Well, I I mean, I think there's more and more different kinds that are starting to be turn key. We have tried to get uh a couple of big companies to license our patents and they wouldn't. And then we just turned rogue and are doing everything absolutely open and just trying to help people build their own. And I've had some pretty involved discussions uh with people at this meeting that are starting to build our systems. So it may go beyond, you know, the labs that build those things uh purely."
2021_05_21_ABI_S11,Aniruddha Ray,1126.0,"Uh sure, I can do it. I'm in four and also in seven though. So it's a bit rigged."
2021_05_21_ABI_S11,Yevgenia Kozorovitskiy,634.0,"But if you think about you know, broadly light shaping applications, I think would be would have been a better word to put there because light sheet to me it means that you rely somehow on camera based sensor imaging, but light shaping applications are super broad and can rely on point detectors as well as camera based imaging and any kind of sensor that you want. And that's where I think there's a lot of engineering uh that relates to depth where you have to kind of think separately about excitation delivery and then also uh as as as Sishan thinks about a lot also getting back that information out somehow."
2021_05_21_ABI_S11,Brad Smith,1050.0,Well that's quite impressive two to three centimeters that uh that's um.
2021_05_21_ABI_S11,Barbara Smith,974.0,"That they'll place in and they'll um release a vacuum and then that tube will be removed manually. And so we've integrated like an optical and acoustic system into that so that they can have visual guidance and eyes where they're currently going in blind. And so, um, how we um re I I would say, um, reposition the light as we go at a 90 degree angle, we'll we'll place an optical fiber in with um with some kind of redirection. And so we can get um both optics and acoustics coming from the surrounding areas. We can look for different different things both endogenous, so like um that hemoglobin and and different kinds of areas where there's increased vasculature, um and acoustic information as well and they're also doing transactional ultrasounds. So they're doing acoustic information anyways."
2021_05_21_ABI_S11,Sixian You,1173.0,"on scattering property, right? So if we know the signal is there, can we use ultrasound to confine the signal there, to modulate the signal and then to get the signal back. So I think that could be very interesting and uh I need to learn more about uh Barbara's research on electrodes as wave guide uh sounds really fascinating."
2021_05_21_ABI_S11,Alexandra Dickinson,725.0,"Yeah, and plants, I mean, one way people use plants is is like for phytoremediation. So plants suck up the toxins and then degrade them is the idea and then release, you know, the degraded bits into the atmosphere so it's safe. So but you could also think of that as a way to monitor, you know, in the shoot system or in the leaves, you know, what what what, you know, not necessarily toxin but what's in the soil? What's what's happening?"
2021_05_21_ABI_S11,Luke Mortensen,820.0,"I mean, I talked with uh Henrietta and Jazz yesterday about something kind of related to this, you know, if you have some sort of like liposome carrier or something, you can have multi component um where they're like, you know, permanently co localized um reporters where you can, you know, perhaps use your photoacoustic imaging to be able to identify a location of interest and then have some kind of fluorescent tag associated with it as well. Or maybe even one that, you know, could allow you to do single molecule or whatever, you know, whatever else you want to do. Um that seems like it could be like a cool way to that. I mean, I just I can't think of very many or any any examples of that, but you know, it's not my area of expertise, but."
2021_05_21_ABI_S11,Brad Smith,914.0,"Yes, I suppose there is lifetime imaging. Does anybody here work in lifetime imaging? I mean is that is that a technology that would work at a deeper tissue as well?"
2021_05_21_ABI_S11,Carolyn Bayer,1037.0,"Okay, let's let's try millimeters first or or half a centimeter. How about half a centimeter?"
2021_05_21_ABI_S11,Sixian You,1056.0,"So wave front image uh engineering uh I I'm not sure if I'm talking about the same thing as Carolyn because wave front shaping in the microscopy can only get us uh probably from like uh 100 microns to 500 microns. That that is already really good. Um in that region wave front shaping means um so um when you are looking through the fog, you cannot see what's behind the fog, right? So that is because scattering. So the light travels in. So even if you have perfectly aligned colmated light, it scatters everywhere. So wave front shaping tries to compensate for scattering. So it kind of predicts how the light scatters uh from all these heterogeneous particles and then it kind of uh sends in this pre-aberrated light, which means it already have these uh uh compensation. We call it phase conjugation. Basically the opposite effects of the scattering that's happening in the tissue so that when this light travels through this fog or scattering tissue, uh in theory they are supposed to be canceled out and uh so what you eventually get is that it's uh it's you you use this wave front engineering to turn this opaque tissue into transparent, optically transparent tissue. So that's kind of the concept."
2021_05_21_ABI_S11,Brad Smith,704.0,"Well, we'll just become 3.4B or something like this."
2021_05_21_ABI_S11,Brad Smith,757.0,"So yeah, especially light sheet microscopy."
2021_05_21_ABI_S11,Carolyn Bayer,870.0,"So we're obviously not in the same domain as far as spatial resolution. So um and then when you start thinking about how to improve spatial resolution, then sensitivity becomes a problem, you know, as you're imaging smaller and smaller objects."
2021_05_20_ABI_S3,Richard Weisman,652.0,"And either of those things you can do. If you think they're really valuable to put in the parking lot, please do. You can keep them for yourselves. I suggest Josh take some notes on the side, which he can share with people, and then you at the very end of the meeting you added it into the key points uh for the discussion. And just have a lot of fun in the discussion."
2021_05_20_ABI_S3,Sixian You,698.0,"Uh slide 22. Okay, perfect. Thank you."
2021_05_20_ABI_S3,Stefan Wilhelm,635.0,"I'm Stefan, I'm from the University of Oklahoma. I'm in biomedical engineering. Um, I'm trained as a chemist. Uh, now I'm in my fourth year as a system professor and my research group focuses on nanomedicine, so applying nanotechnology for treatment and diagnosis of cancer specifically and we are interested in understanding um the transport of drug carriers and small molecule drugs through the body and how those drug carriers interact with cell surface. So for us super resolution information is is really the key to understand those transport pathways. Um, and my lab is applying techniques such as expansion microscopy to get a better understanding of those intracellular transport pathways."
2021_05_20_ABI_S3,Kristen Maitland,688.0,"Uzay, thank you."
2021_05_20_ABI_S3,Aseema Mohanty,899.0,"I'd like to I'd like to kind of jump on that as well. Um I I feel like one thing that I I and this might just be my inexperience with the super resolution field, but like um one thing we don't really talk about much is what and and similar to what Matt was talking about is um what could we kind of learn from, you know, we're kind of used to a a certain type of imaging with an objective with a very high NA, you know, lens and and I feel like that's kind of a bulk of the problem."
2021_05_20_ABI_S3,Aseema Mohanty,920.0,"Yeah, okay."
2021_05_20_ABI_S3,Stefan Wilhelm,971.0,But scattering can also be.
2021_05_20_ABI_S3,Stefan Wilhelm,999.0,"Yeah, absolutely. Like when uh when you mentioned this, I thought immediately about um assembling um uh objects at the nano scale that as a single object do not scatter but when they come together and form an assembly then all of a sudden they scatter light very efficiently. So this definitely something that that we could could work on."
2021_05_20_ABI_S3,Kristen Maitland,1127.0,"Yes, I do feel that especially in this virtual format that it does feel like okay, it's your turn to talk and there's a little bit less flow. Um I was wondering if it would be better after the introductions that if each person talk like briefly state what they're interested in discussing and you could almost like group them in and say okay, first we're going to talk about this particular direction and then we'll cover this direction. Um so that would be one thought. I think it's hard because of the the topics are relatively broad actually even though you know, in some ways they're specific, but they're relatively broad and you can approach them in different ways and so it's um it's almost hard to put your ideas into, you know, kind of groups. You know, and when I was looking at this topic I was thinking we could talk about new applications for super resolution that are, you know, it's not currently applied to. We could talk about different um advances to the implementation and then um I was also I was glad to see that there were people from MRI in here that if we could um get some information from other fields in imaging that might influence our approaches. Um but I do feel that each person had something different to add that um it might have been hard to kind of narrow down the topics because they are um there's so much to cover. I think. But I hope that you continue to have your discussions with each other in the different um gather rooms or towns or without you get to be in um so you can continue these uh conversations."
2021_05_20_ABI_S3,Unidentified speaker,643.0,Thank you.
2021_05_21_ABI_S6,Mini Das,592.0,Yeah.
2021_05_21_ABI_S6,Mini Das,601.0,Yeah.
2021_05_21_ABI_S6,Matt Bogyo,869.0,Cool.
2021_05_21_ABI_S6,Matt Bogyo,958.0,Cool.
2021_05_21_ABI_S6,Matt Bogyo,807.0,"Yeah, so that's been the interesting part is that if you want to do clinical studies, you have to use clinically approved camera systems which there are more now than there were, but the we've been typically paired with the intuitive surgical robots which have not even that great of a camera system on them. Um so the dyes have to be quite bright. Um and the problem is if you want to, you know, it'd be great. we're looking at like ratiometric imaging next to be able to get um, you know, a more precise read and more quantitative. The problem is is then you got to go back and change all the clinical systems and there are now, you know, 5,000, 6,000 robots around the world. So there's definitely an instrumentation issue. Like where the image the the issue is the cost is really high for the camera systems. Um so it's really hard to get a company like a big company like Intuitive to move on something um unless there's really a clear clear benefit because they're going to have to go back through the FDA process and go modify out all their instruments. Um but it can happen. It just has to be really good."
2021_05_21_ABI_S6,Mini Das,1051.0,"Uh so this came up while we were talking about neutron imaging and somebody said yeah, heavy water could."
2021_05_21_ABI_S6,Allison Dennis,778.0,I don't think
2021_05_21_ABI_S6,Matt Bogyo,989.0,Okay.
2021_05_21_ABI_S6,Allison Dennis,618.0,"we were talking about thinking of luciferase was you can have a set of cells that is expressing the luciferase we're excited about swear imaging and so the contrast agents you only see the swear emission from the contrast agents that are you know, adjacent to the the cells that are the cells of interest. And so with with specificity, you know, it could be that the contrast agent is actually effectively targeted where it's supposed to go, which would be ideal. Um, but the other half of it is that you if you only see some portion of the contrast agent, is that good enough? What is the you know, when does the off target contrast agent become a problem?"
2021_05_21_ABI_S6,Girgis Obaid | UT Dallas,1089.0,"Sorry, go ahead."
2021_05_21_ABI_S6,Matt Bogyo,909.0,Yeah.
2021_05_21_ABI_S6,Matt Bogyo,911.0,Um.
2021_05_21_ABI_S6,Fanny Chapelin,918.0,Um.
2021_05_21_ABI_S6,Aniruddha Ray,1069.0,Okay.
2021_05_21_ABI_S6,Aniruddha Ray,702.0,"is it as the tumor grows, what happens is that it outgrows your vasculature and so it starts to have a different type of metabolism. And so there is a accumulation of lactic acid in the tumor tissues."
2021_05_21_ABI_S6,Aniruddha Ray,771.0,"And so we do ratiometric imaging to figure out the pH. So what you can do is you can create a calibration curve externally. And one of the good things about nanoparticles is that these fluorescent dyes or any kind of dyes, they are protected inside the matrix."
2021_05_21_ABI_S6,Dylan McCreedy | Texas A&M,863.0,there has been a lot of nanoparticle uh optimization that that has sort of cell type specificity as well too.
2021_05_21_ABI_S6,Mini Das,885.0,And I was AAV was uh.
2021_05_21_ABI_S6,Fanny Chapelin,896.0,associated virus.
2021_05_21_ABI_S6,Matt Bogyo,1023.0,"And so um in this case, you're really only looking for potentially large changes in a small population of your probe. Um, so it helps a lot when you have not that much like for example protease present and you you you can you can get a good contrast out of it. It's just it's it's a high background because you have a lot of free probe around."
2021_05_21_ABI_S6,Girgis Obaid | UT Dallas,717.0,I think the general rule is simplicity and I I think that's one going to be one of the biggest issues on the contrast agent development side.
2021_05_21_ABI_S6,Girgis Obaid | UT Dallas,725.0,Which would which would wash off fast?
2021_05_21_ABI_S6,Brad Smith,844.0,"I will tell you this, just as uh if you want to type in MRI contrast agent Gadolinium, I can guarantee the first five pages of Google are lawyers wanting to take you on for lawsuits to sue the companies that made the contrast agents. So uh it's a very tortured field to ever think you're going to have success in the end."
2021_05_21_ABI_S7,Melike Lakadamyali,599.0,interesting regions within your sample um that uh are are are actually interesting to further look at higher resolution sort of zoom up to those and do that in a fully automated way uh with a sort of intelligent type microscope. Um so those are my thoughts.
2021_05_21_ABI_S7,Douglas Shepherd,858.0,"I mean, I think those methods are getting a lot better. Um, they're very similar in spirit to the also different views for QPI. So, so either way you're talking about somehow combining something that has a different view of the image to then try and reconstruct it in 3D, right? The nice part about the QPI is it gets the refractive index and that's still a bit tricky to get with a light field setup. So, um, yeah."
2021_05_21_ABI_S7,Melike Lakadamyali,633.0,"I mean, for what I mentioned, I think you do need an automated sort of machine learning guided approach. A user guided approach is usually too time consuming and you know, um low throughput again. Um and so you need something that um, you know, can integrate hardware with like recognition of what the image is telling you to guide the hardware um to the right field of view to the right focal plane. Um and change between objectives, right? Going from low magnification, low NA to high mag, high NA. Um and and then, you know, focusing and zooming into the right spot and changing modalities of imaging."
2021_05_21_ABI_S7,Melike Lakadamyali,761.0,"So, I mean, I guess just to give you an idea, right? When we do high resolution imaging because we're using 100x objective, um our field of view is very limited, right? Um, and so the throughput is very low. We image one cell at a time. Um, now with a CMOS camera is again very increasing a bit the field of view and the throughput, um but it's a couple of cells at a time. And that um, you know, limits you in terms of um, you know, if you have rare populations in your sample, will you ever sample them um in your imaging if you're only imaging 10 cells in and again it's a slow imaging modality, you image one cell in every uh, you know, 20 minutes, 15 minutes, um something like that. And so, um, you know, one approach is again like make it automated so that you can image um thousands of cells um automatically. Um, and again randomly sample or maybe a more sort of intelligent approach would be uh maybe there are low resolution features that, you know, um mark those rare populations that you can um find um with a higher throughput approach then you can assume it to those with high resolution uh right rather than just randomly sampling and hoping you will find one of those cells in your in your image. I don't know if that uh answers your question."
2021_05_21_ABI_S7,Lingyan Shi,761.0,"So if the the image stack, the hyperspectral image stack have for example uh 512 multiplied by 512 pixels and each pixel have its own spectrum information covered. And that allow us to do computational algorithm to do clustering, clustering out the same similar spectrum groups of the pixels. So if group one have this same Raman spectrum, then these pixels will be assigned to uh for example red color, one color. And group two, we we cluster out again and we assign different second color. Uh then there's no limitation as long as we can group out uh a group of of spectrum profile, we can assign a color for that specific group of molecule. So the the in the end, each pixel, there is a dominating molecule signal. Dominating molecule signal is um the the the final assigned color."
2021_05_20_ABI_S2,Brad Smith,641.0,"Um, obviously some people are very passionate and very expert about this, but but this is also an opportunity for somebody who maybe hasn't who's thought about this area but really hasn't thought how they could get into it and suddenly maybe there is a way that they can get into the game. If they first of all just we know what the question is. Um, you know, where are the technology gaps or and uh, you know, obviously the big one that immediately comes up is we have a clinical set of questions and a pre-clinical set of questions."
2021_05_20_ABI_S2,Fanny Chapelin,763.0,"Yeah, that's one of the big issues in MRI. You can see subsets of cells, but you can't get to the single cell level."
2021_05_20_ABI_S2,Mark Sellmyer,1030.0,"Fluorescence, yeah, it's a fluorescent mark on the cell surface of of neighboring cells that have walked by."
2021_05_20_ABI_S2,Mark Sellmyer,1150.0,Yeah.
2021_05_20_ABI_S2,Mimi Sammarco,1152.0,"The emit um I don't know if you guys are familiar with it, but it's it's amazing. It's uh basically you just flash freeze a mouse. Um you'd have to have some sort of signal in it. It'll do I mean you can you basically you turn an entire mouse into 20 micrometer sections. And so what it'll do is it's this giant knife that comes across and shaves off these cryo sections of this mouse. And then it'll it'll image and then reconstruct the entire whatever you imaged into a three-dimensional it's like an Ivis but with way, way better resolution than an Ivis. So"
2021_05_20_ABI_S2,Brian Pogue,1197.0,Yeah.
2021_05_20_ABI_S2,Mimi Sammarco,1198.0,So
2021_05_20_ABI_S2,Mark Sellmyer,1210.0,Yeah.
2021_05_20_ABI_S2,Mark Sellmyer,1231.0,"Oh, that's"
2021_05_20_ABI_S2,Brian Pogue,797.0,"Um, I don't know, why don't we just start at the top of my screen like Fanny, any have you any experience with single cell imaging?"
2021_05_20_ABI_S2,Ping Wang,1172.0,Of course you can test with the the I mean test the blood glucose tell okay if these cells function but some cells probably they are not like um I mean fully functional but they still alive so probably that's a window for you to do some like rescue treatment.
2021_05_20_ABI_S2,Brian Pogue,1188.0,So.
2021_05_20_ABI_S2,Allison Dennis,1049.0,It's in the Google folder too.
2021_05_20_ABI_S2,Brian Pogue,1053.0,"Yeah, you can share your screen and then we can all sort of talk through it I guess."
2021_05_20_ABI_S2,Crystal Rogers,604.0,"Oh, I didn't see the spreadsheet."
2021_05_20_ABI_S2,Crystal Rogers,675.0,"Well, that that's relevant too, but no, I actually meant um well, yeah, I guess that's relevant acquisition time, but also the amount of time that it takes between when you give the epitope or the treatment or the marker and the time that you're then going to image it whether or not that gets diluted or lost or attacked. So there's two different time issues."
2021_05_20_ABI_S2,Brad Smith,861.0,Okay.
2021_05_20_ABI_S2,Brad Smith,663.0,"The problem with metabolic probes is that the cells have to be metabolically active. So you know, in the bacteria, once you get biofilms and the things calm down, then then really they're not taking up much stuff and so they get harder metabolic probes struggle that way then."
2021_05_20_ABI_S2,Mark Sellmyer,727.0,"I think they're going after, you know, cell specific markers that are on the surface using things like immuno pet probes where you've got an antibody that's specific for that."
2021_05_20_ABI_S2,Brad Smith,679.0,"Shwet, do you want to be the reporter?"
2021_05_20_ABI_S2,Brad Smith,693.0,You have to fill in slide 27.
2021_05_21_ABI_S10,David Van Valen,705.0,Uh imaging done in such a way that the images can be converted into some numerical um format where the numbers actually have meaning. Um that's probably probably closest I could I could I could give you.
2021_05_21_ABI_S10,Arnold Hayer,740.0,"Maybe maybe I can say contrasting to to qualitative imaging where you just look at morphology, shapes and you know, describe them in in in a in a non non numerical form, quantitative imaging would would be to to convert features or intensities into into numbers so that you can make them make those observations or the you what you detect comparable between experiments between cells and conditions."
2021_05_21_ABI_S10,Maryellen Giger UChicago,778.0,I
2021_05_21_ABI_S10,Maryellen Giger UChicago,1125.0,Uh.
2021_05_21_ABI_S10,David Van Valen,762.0,Yeah.
2021_05_21_ABI_S10,Qian Liu,1143.0,So I want to make sure the uh the purpose of the scoring.
