burst_index,idea_id,timestamp,speaker,transcript,role,is_proposer,is_expansion
0,Idea_35,705.0,Kezia Manlove,This is a world where we would get to collar livestock?,other,False,False
0,Idea_35,710.0,Andrew Feig,Usually.,other,False,False
0,Idea_35,713.0,Avery Strait,official IDs through a microchip and a reader and track our system.,expander,False,False
0,Idea_35,717.0,Kezia Manlove,"But but that's like herd to herd, right? It's not like within.",other,False,False
0,Idea_35,722.0,Kezia Manlove,Right? Are they are you tracking tracking movement within a ranch?,other,False,False
0,Idea_35,727.0,Avery Strait,"Um, we can track you mean like if they have a big piece of land and like dairies, they'll have like multiple, multiple pens. And so they're in their up close pen, they're getting ready to calf out, they're going to be over here. Once they calf out, they're going to the calf is going to go into this pen and the animal is going to go into that pen. At very well regulated dairies, yes, they do have that information, um, and they do track it, but if they don't keep solid records, which is sometimes hard to find, um, you can't trace it within the farm.",expander,False,True
0,Idea_35,759.0,Lauren Charles,"Yeah, that was the.",other,False,False
0,Idea_35,760.0,Lauren Charles,"Oh, go ahead.",other,False,False
0,Idea_35,763.0,Avery Strait,"Oh, no, it just leads to like we have to, you know, it could have been in this pen of animals that since we can't definitively say that say who was nose to nose, well, okay, we have to go test 12,000 dairy cow.",expander,False,True
0,Idea_35,780.0,Kezia Manlove,So are are.,other,False,False
0,Idea_35,780.0,Avery Strait,"Sorry, can you say that again?",expander,False,False
0,Idea_35,782.0,Kezia Manlove,"Yeah, are mixing dynamics on like on farms or like within a dairy within a particular um within a within a particular form of livestock well well documented, well understood.",other,False,False
0,Idea_35,797.0,Avery Strait,"I think in general, you can because there's so many different mechanical vectors, biological vectors, I mean, biosecurity, it's hard to say that you can definitively say this group of animals was not potentially exposed to this disease because we have people tracking through with their boots, people going from pen to pen, people reusing needles, people um, you know, that kind of stuff. Buckets, anything that's shared.",expander,False,False
0,Idea_35,827.0,Kezia Manlove,I think I meant something more like like do we know like say you've got 30 cow calf pairs on a ranch. Do we know what their contact patterns are if they're just out grazing?,other,False,False
0,Idea_36,847.0,Lauren Charles,"Right. So I I'm going to I'm going to jump in because this was part of my PhD research, right? That wireless sensor network um is it was non GPS based, super, super cheap. Um, and it basically recorded the temperature, a whole bunch of sort of other parameters and it also each cattle talked to each other and said, hi, I'm cattle number whatever, it's this time, I'm within this distance for this long. Um, and the whole point of that work was to get to that understanding. Um, yeah. So it is it's definitely possible and um, could be really, really cheap. It could be maybe, you know, if it's needed, maybe that's something we propose um, I have a lot of things written up on it. It hasn't really gone any farther um, because my research has gone in different directions, but it's all there if there's interest.",other,True,False
0,Idea_36,928.0,Avery Strait,"And I think we don't like look specifically at their interaction within the pen, we're just assuming if they're in the same pen, they've all interacted.",expander,False,True
0,Idea_36,939.0,Lauren Charles,Right.,other,False,False
0,Idea_36,939.0,Lauren Charles,But I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,939.0,Lauren Charles,I.,other,False,False
0,Idea_36,567.0,Mike Wimberly,"can use to uh, you know, to extend some of these monitoring ideas over broader areas. I think the other one that was brought up was the idea of looking at change. The fact that well, maybe from a disease emergence standpoint, it's being able to detect where we're seeing a, you know, some type of a disturbance or a perturbation that's leading to a, you know, a shift in these contact patterns that uh, you know, could, you know, could provide the impetus for spillover events.",other,False,False
0,Idea_36,609.0,Mike Wimberly,"So I I mean I'm just kind of so I I guess I I hear kind of the extremes but maybe not so much about the middle and making the connections between them. And I'm kind of curious is it you know, maybe that's because that middle, you know, that middle part and the connections is uh the hardest part. But I I'm curious if anyone has any thoughts or insights on kind of bridging that gap and making the connection between local knowledge and research to uh, you know, to informing broad uh practical broader scale uh surveillance uh strategies.",other,False,False
0,Idea_36,662.0,Mark Wilber,"I don't think this quite answers that question. Um that's a really good question. Um I I think one of the challenges with that is sort of how you partition your scales. So if you kind of imagine it where you have, you know, a bunch of like like nodes on the landscape. Maybe they're farms um or ponds or something that's very discrete where you can say, well, we have something happening within these within this farm. Um but then we might not necessarily know what's happening within that farm or maybe we don't care all that much about finding the details what's happening within that farm. But understanding the connectivity between those nodes is something that would be slightly more feasible. Um both from obviously from a farm standpoint that's very feasible because you know what cows moving from farm A to farm B. But then also in wildlife if you if you have a population that's structured like that more of a kind of standard meta population. Um you can use, you know, potentially genetic tools where you only need to sample a few individuals to understand something about connectivity between those nodes. But that begins I think to break down when you don't have that like nice partitioning, which in a lot of wildlife systems you don't. So then I'm then I think that scale becomes harder to bridge. But I think there's some cases where you could bridge that scale by sort of saying, well, I don't care too much what's happening within the node, maybe things are generally well mixed, but I can use targeted surveillance to figure out what's happening kind of between nodes.",hybrid,False,True
0,Idea_36,751.0,Lauren Charles,So I guess.,other,False,False
0,Idea_36,752.0,Mike Wimberly,Go ahead.,other,False,False
0,Idea_36,753.0,Lauren Charles,Go ahead.,other,False,False
0,Idea_36,754.0,Mike Wimberly,I I I would go for it.,other,False,False
0,Idea_36,757.0,Lauren Charles,"I was just um going to say, so like thinking about disease forecasting, which is, you know, kind of one of the areas that I I'm focusing on now. Basically, um, you know, when thinking about the different types of models, whether it's a statistical model or a mechanistic model or a um, you know, machine learning model, they all have their strengths, right? And so I don't think necessarily that we need to um, you know, come up with one solution, how do you deal with the the middle man. there's a potential of, you know, looking at the smaller scale and that feeding into something that's looking at the higher scale. Um, just for example, um, you know, the things that I'm working on, the machine learning models are able to determine when a disease may appear in a location first, but it doesn't really tell you anything about how it's going to move and things like that. And so then you apply, you know, some type of say mechanistic model that can um help you better understand those patterns there.",other,False,False
0,Idea_36,828.0,Guillaume Bastille-Rousseau,model you're talking about species are like virus specific or is that like could it be do you think it's feasible to have that multi species?,other,False,False
0,Idea_36,860.0,Lauren Charles,Um so what kind of species? The pathogen species or the sorry.,other,False,False
0,Idea_36,872.0,Guillaume Bastille-Rousseau,Yeah.,other,False,False
0,Idea_37,567.0,Mark Wilber,kind of macroecological or larger scale relationships to generalize anything we see in finer scale movement trajectories. Might have just been a bunch of BS but,hybrid,True,False
0,Idea_37,582.0,Guillaume Bastille-Rousseau,"Yeah, well I don't have a good answer for you, Mark.",other,False,False
0,Idea_37,588.0,Mark Wilber,That's fair. That's fair. Sorry to put you on the spot.,hybrid,False,False
0,Idea_37,590.0,Daniel Becker,"I mean there's there's some stuff for birds, right? They're either using like eBird data or using just the distributions of where the wintering and the breeding grounds are that we can extrapolate, you know, this species on average migrates this many kilometers and that's linked to some aspect of like life history. So you may be using some of those kind of data streams are useful for some kinds of pathogens and some kinds of hosts, but you know, for others are probably really limited in what kind of macro scale data exists.",expander,False,True
0,Idea_37,624.0,Lauren Charles,"Kind of off topic. Does anybody use Movebank or put their data in it, their movement data?",other,False,False
