person_name,conference,year,session_id,segment,session_duration_sec,p_speaking_duration_sec,p_turns,ann_knowledge_sharing_score,ann_evaluation_practices_score,ann_idea_management_score,ann_coordination_and_decision_practices_score,ann_information_seeking_score,ann_relational_climate_score,ann_none_score,ann_participation_dynamics_score,ann_integration_practices_score
Ronit Freeman,2021CMC,2021.0,S1,middle,3685.0,14.0,1,,,2.0,,2.0,,,,
Anna Sokac,2021CMC,2021.0,S1,first,3685.0,20.0,1,2.0,,,,,1.0,,,
Joshua Weinstein,2021CMC,2021.0,S1,first,3685.0,47.0,3,2.0,,,,2.0,0.0,,,
Judith Su,2021CMC,2021.0,S1,middle,3685.0,35.0,1,,1.0,2.0,,,2.0,,,
Richard Wiener,2021CMC,2021.0,S1,last,3685.0,7.0,2,2.0,,,1.0,,,,1.0,
Michelle Farkas,2021CMC,2021.0,S1,last,3685.0,272.0,23,6.0,1.0,8.0,7.0,10.0,7.0,0.0,1.0,2.0
Lydia Kisley,2021CMC,2021.0,S1,first,3685.0,26.0,1,2.0,,,,,,,,
PAUL SELVIN,2021CMC,2021.0,S1,last,3685.0,30.0,6,,,,2.0,2.0,0.0,,1.0,
Ronit Freeman,2021CMC,2021.0,S1,first,3685.0,165.0,3,6.0,,4.0,,2.0,1.0,,,
Jim Mitchell,2021CMC,2021.0,S1,first,3685.0,18.0,1,2.0,,,,,1.0,,,
Alexis Komor,2021CMC,2021.0,S1,last,3685.0,97.0,5,1.0,,3.0,2.0,2.0,0.0,,,2.0
Judith Su,2021CMC,2021.0,S1,first,3685.0,18.0,1,2.0,,,,,2.0,,,
Gang-yu Liu,2021CMC,2021.0,S1,last,3685.0,403.0,21,6.0,3.0,5.0,11.0,4.0,16.0,,9.0,3.0
Multiple Speakers,2021CMC,2021.0,S1,last,3685.0,1.0,1,,,,,,0.0,,,
Michelle Farkas,2021CMC,2021.0,S1,middle,3685.0,70.0,1,1.0,,1.0,,,1.0,,,
PAUL SELVIN,2021CMC,2021.0,S1,middle,3685.0,62.0,3,,,,3.0,2.0,,,4.0,
Alison Ondrus,2021CMC,2021.0,S1,last,3685.0,91.0,9,7.0,2.0,5.0,1.0,2.0,2.0,,,
Soragni,2021CMC,2021.0,S10,first,3704.0,13.0,2,2.0,,,,1.0,1.0,,1.0,
Grace Stokes,2021CMC,2021.0,S10,first,3704.0,22.0,3,2.0,,,3.0,,,,,
Anna Sokac,2021CMC,2021.0,S10,last,3704.0,135.0,2,2.0,,3.0,,,,,,
Caitlin Davis,2021CMC,2021.0,S10,last,3704.0,101.0,5,4.0,1.0,2.0,,4.0,1.0,,,
Gary Greenburg,2021CMC,2021.0,S10,first,3704.0,5.0,1,1.0,,,,,,,,
Erika Matunis,2021CMC,2021.0,S10,last,3704.0,142.0,14,10.0,5.0,4.0,4.0,,2.0,0.0,2.0,2.0
Andrew Feig,2021CMC,2021.0,S10,last,3704.0,28.0,1,2.0,,,,,,,,2.0
Martin Gruebele,2021CMC,2021.0,S10,middle,3704.0,257.0,12,19.0,4.0,8.0,,2.0,2.0,0.0,,
Lydia Kisley,2021CMC,2021.0,S10,last,3704.0,63.0,2,2.0,2.0,2.0,,,,,,1.0
Nathan DeYonker,2021CMC,2021.0,S10,last,3704.0,159.0,5,4.0,,3.0,,4.0,2.0,,1.0,
Allie Obermeyer,2021CMC,2021.0,S10,last,3704.0,83.0,3,3.0,2.0,4.0,,1.0,,0.0,,
Elizabeth Read,2021CMC,2021.0,S10,last,3704.0,55.0,2,,2.0,2.0,1.0,3.0,,,1.0,
Alison Ondrus,2021CMC,2021.0,S10,first,3704.0,149.0,4,3.0,5.0,4.0,,,1.0,,,
Anna Sokac,2021CMC,2021.0,S10,middle,3704.0,93.0,3,2.0,2.0,4.0,,,1.0,,1.0,
Martin Gruebele,2021CMC,2021.0,S10,first,3704.0,192.0,9,13.0,4.0,5.0,,,4.0,,,
Caitlin Davis,2021CMC,2021.0,S10,middle,3704.0,78.0,4,5.0,,4.0,,,,0.0,,
Erika Matunis,2021CMC,2021.0,S10,middle,3704.0,169.0,14,10.0,4.0,2.0,3.0,4.0,6.0,,6.0,1.0
Stephen Fried,2021CMC,2021.0,S10,last,3704.0,100.0,9,6.0,3.0,4.0,,2.0,2.0,,,
Lydia Kisley,2021CMC,2021.0,S10,middle,3704.0,67.0,3,2.0,,2.0,,,,0.0,1.0,2.0
Nathan DeYonker,2021CMC,2021.0,S10,middle,3704.0,203.0,3,4.0,,4.0,,2.0,,0.0,,
Allie Obermeyer,2021CMC,2021.0,S10,middle,3704.0,29.0,1,2.0,,2.0,,,1.0,,,
Anna Sokac,2021CMC,2021.0,S10,first,3704.0,71.0,2,2.0,,2.0,,2.0,,,,
Caitlin Davis,2021CMC,2021.0,S10,first,3704.0,11.0,1,2.0,,,,,,,,
Soragni,2021CMC,2021.0,S10,last,3704.0,156.0,7,9.0,5.0,4.0,,4.0,0.0,,,
Erika Matunis,2021CMC,2021.0,S10,first,3704.0,386.0,33,10.0,6.0,3.0,18.0,15.0,17.0,,22.0,1.0
Grace Stokes,2021CMC,2021.0,S10,last,3704.0,15.0,2,,,,,2.0,,0.0,,
Lydia Kisley,2021CMC,2021.0,S10,first,3704.0,45.0,2,4.0,,2.0,,,,,,
Allie Obermeyer,2021CMC,2021.0,S10,first,3704.0,8.0,1,2.0,,,,,,,,
Andrew Feig,2021CMC,2021.0,S10,first,3704.0,69.0,2,4.0,2.0,,,,,,,
Nathan DeYonker,2021CMC,2021.0,S10,first,3704.0,52.0,2,4.0,,,,,1.0,,,
Elizabeth Read,2021CMC,2021.0,S10,first,3704.0,73.0,8,6.0,2.0,,5.0,,2.0,,1.0,
Stephen Fried,2021CMC,2021.0,S10,middle,3704.0,140.0,7,8.0,,7.0,,,2.0,,,1.0
Sandy Schmid,2021CMC,2021.0,S10,first,3704.0,16.0,1,2.0,,,,,2.0,,,
Grace Stokes,2021CMC,2021.0,S10,middle,3704.0,84.0,2,2.0,1.0,4.0,,,,,1.0,
Soragni,2021CMC,2021.0,S10,middle,3704.0,29.0,1,,,2.0,,2.0,,,1.0,
Alison Ondrus,2021CMC,2021.0,S10,last,3704.0,143.0,1,,2.0,2.0,,,,,,
Stephen Fried,2021CMC,2021.0,S10,first,3704.0,130.0,4,6.0,1.0,4.0,,,2.0,,,
Martin Gruebele,2021CMC,2021.0,S10,last,3704.0,133.0,4,6.0,4.0,4.0,1.0,,1.0,,,
Gulcin Pekkurnaz,2021CMC,2021.0,S11,first,4124.0,100.0,7,7.0,,2.0,1.0,6.0,2.0,,,
Davide Donadio,2021CMC,2021.0,S11,middle,4124.0,44.0,1,2.0,,2.0,,1.0,,,,
Stefano Di Talia,2021CMC,2021.0,S11,first,4124.0,61.0,2,2.0,,2.0,,2.0,1.0,,,1.0
Joshua Weinstein,2021CMC,2021.0,S11,last,4124.0,99.0,3,3.0,,2.0,,,0.0,,,
Wenjing Wang,2021CMC,2021.0,S11,middle,4124.0,125.0,4,6.0,,1.0,,2.0,1.0,,,1.0
Davide Donadio,2021CMC,2021.0,S11,first,4124.0,55.0,4,4.0,,2.0,,,1.0,0.0,,
Judith Su,2021CMC,2021.0,S11,last,4124.0,99.0,6,6.0,,4.0,,2.0,2.0,,,
Cheemeng Tan,2021CMC,2021.0,S11,last,4124.0,20.0,1,,,,,,,,,2.0
Wenjing Wang,2021CMC,2021.0,S11,first,4124.0,77.0,3,2.0,,1.0,2.0,2.0,,,,
Joshua Weinstein,2021CMC,2021.0,S11,middle,4124.0,141.0,2,2.0,,2.0,,4.0,,,,
Yan Yu,2021CMC,2021.0,S11,last,4124.0,141.0,3,4.0,2.0,2.0,,,,,,
Rigoberto Hernandez,2021CMC,2021.0,S11,last,4124.0,524.0,19,13.0,,13.0,4.0,16.0,3.0,,16.0,1.0
Taras Pogorelov,2021CMC,2021.0,S11,middle,4124.0,74.0,2,3.0,,2.0,,,,,,
Kathryn Haas,2021CMC,2021.0,S11,middle,4124.0,103.0,2,2.0,2.0,4.0,,4.0,,,,
Joshua Weinstein,2021CMC,2021.0,S11,first,4124.0,13.0,1,,,,,,1.0,,,
Judith Su,2021CMC,2021.0,S11,middle,4124.0,37.0,2,2.0,,1.0,,,,0.0,,
Gulcin Pekkurnaz,2021CMC,2021.0,S11,last,4124.0,276.0,6,6.0,2.0,8.0,,8.0,,,1.0,1.0
Taras Pogorelov,2021CMC,2021.0,S11,first,4124.0,24.0,2,,,,1.0,2.0,2.0,,,
Stefano Di Talia,2021CMC,2021.0,S11,last,4124.0,198.0,6,10.0,2.0,6.0,,,1.0,,,1.0
Silvia Ronco,2021CMC,2021.0,S11,last,4124.0,26.0,2,,,,3.0,1.0,,,,
Rigoberto Hernandez,2021CMC,2021.0,S11,middle,4124.0,306.0,20,2.0,5.0,9.0,7.0,19.0,6.0,,14.0,2.0
Yan Yu,2021CMC,2021.0,S11,middle,4124.0,116.0,2,3.0,,2.0,,,,,,
Judith Su,2021CMC,2021.0,S11,first,4124.0,31.0,3,2.0,,2.0,1.0,,1.0,,,
Kathryn Haas,2021CMC,2021.0,S11,first,4124.0,18.0,2,1.0,,,,,2.0,,,
Davide Donadio,2021CMC,2021.0,S11,last,4124.0,112.0,10,5.0,4.0,1.0,,4.0,2.0,,,
Yan Yu,2021CMC,2021.0,S11,first,4124.0,88.0,8,6.0,2.0,2.0,,3.0,3.0,,,
Rigoberto Hernandez,2021CMC,2021.0,S11,first,4124.0,657.0,34,9.0,,6.0,26.0,2.0,28.0,,21.0,
Wenjing Wang,2021CMC,2021.0,S11,last,4124.0,157.0,11,7.0,4.0,4.0,3.0,,2.0,,2.0,4.0
Gulcin Pekkurnaz,2021CMC,2021.0,S11,middle,4124.0,77.0,2,2.0,2.0,4.0,,2.0,,,,
Sandra Laney,2021CMC,2021.0,S11,first,4124.0,11.0,1,1.0,,,,,1.0,,,
Stefano Di Talia,2021CMC,2021.0,S11,middle,4124.0,314.0,8,16.0,3.0,8.0,,,,,,
Kathy F. Liu,2021CMC,2021.0,S12,first,3016.0,58.0,1,2.0,,,,,,,,
Neil Kelleher,2021CMC,2021.0,S12,middle,3016.0,183.0,5,8.0,2.0,2.0,,,,0.0,,2.0
Laura Sanchez,2021CMC,2021.0,S12,last,3016.0,235.0,16,12.0,2.0,2.0,8.0,3.0,2.0,0.0,2.0,
Lars Plate,2021CMC,2021.0,S12,last,3016.0,259.0,13,14.0,4.0,11.0,4.0,6.0,1.0,0.0,,2.0
Neil Kelleher,2021CMC,2021.0,S12,first,3016.0,183.0,3,3.0,,2.0,1.0,1.0,1.0,,2.0,
Tania Lupoli,2021CMC,2021.0,S12,middle,3016.0,67.0,1,2.0,2.0,2.0,,,,,,
Rongsheng (Ross) Wang,2021CMC,2021.0,S12,middle,3016.0,60.0,3,4.0,2.0,,,,,0.0,,
S. Stephen Yi,2021CMC,2021.0,S12,last,3016.0,34.0,1,2.0,,2.0,,,2.0,,,
Laura Sanchez,2021CMC,2021.0,S12,middle,3016.0,194.0,6,8.0,2.0,5.0,,,,,1.0,
Lars Plate,2021CMC,2021.0,S12,middle,3016.0,100.0,2,4.0,,,,2.0,,,,2.0
Kathy F. Liu,2021CMC,2021.0,S12,last,3016.0,38.0,1,,2.0,2.0,,2.0,,,,
PAUL SELVIN,2021CMC,2021.0,S12,last,3016.0,163.0,9,4.0,,1.0,7.0,5.0,2.0,,0.0,1.0
Lars Plate,2021CMC,2021.0,S12,first,3016.0,86.0,1,2.0,,,,,1.0,,,
S. Stephen Yi,2021CMC,2021.0,S12,middle,3016.0,54.0,2,2.0,1.0,,,,1.0,,,1.0
Alexis Komor,2021CMC,2021.0,S12,last,3016.0,103.0,9,8.0,1.0,6.0,,3.0,2.0,,1.0,
Neil Kelleher,2021CMC,2021.0,S12,last,3016.0,362.0,10,14.0,4.0,7.0,1.0,2.0,1.0,,,2.0
S. Stephen Yi,2021CMC,2021.0,S12,first,3016.0,72.0,1,2.0,2.0,,,,,,,
Tania Lupoli,2021CMC,2021.0,S12,last,3016.0,255.0,17,18.0,6.0,11.0,,5.0,2.0,0.0,,
PAUL SELVIN,2021CMC,2021.0,S12,middle,3016.0,232.0,5,4.0,,2.0,1.0,6.0,0.0,,2.0,
Rongsheng (Ross) Wang,2021CMC,2021.0,S12,last,3016.0,174.0,15,12.0,3.0,5.0,,10.0,4.0,,,1.0
Alexis Komor,2021CMC,2021.0,S12,middle,3016.0,104.0,5,5.0,,4.0,,2.0,0.0,,,1.0
Markita Landry [low confidence],2021CMC,2021.0,S13,first,3611.0,28.0,1,2.0,,,,,,,,
Neel Shah,2021CMC,2021.0,S13,last,3611.0,43.0,3,,1.0,,,4.0,2.0,,,
Michelle Farkas,2021CMC,2021.0,S13,first,3611.0,94.0,3,6.0,,,,,,,,2.0
Cathy Murphy,2021CMC,2021.0,S13,last,3611.0,219.0,18,8.0,2.0,8.0,10.0,10.0,6.0,,2.0,1.0
Abhishek Singharoy,2021CMC,2021.0,S13,middle,3611.0,247.0,10,8.0,6.0,6.0,2.0,1.0,2.0,,,
Ronit Freeman,2021CMC,2021.0,S13,last,3611.0,250.0,10,13.0,4.0,8.0,1.0,,2.0,,,1.0
Markita Landry,2021CMC,2021.0,S13,middle,3611.0,116.0,1,2.0,,2.0,,,,,,2.0
Rommie Amaro,2021CMC,2021.0,S13,middle,3611.0,29.0,3,3.0,,,2.0,,1.0,,,1.0
Abhishek Singharoy,2021CMC,2021.0,S13,first,3611.0,47.0,5,3.0,,,3.0,,1.0,,,
Jan Spille,2021CMC,2021.0,S13,last,3611.0,198.0,5,9.0,2.0,2.0,,,1.0,,,
Cheemeng Tan,2021CMC,2021.0,S13,last,3611.0,4.0,1,1.0,,,,,,,,
Neel Shah,2021CMC,2021.0,S13,middle,3611.0,166.0,6,2.0,,4.0,,6.0,2.0,0.0,,2.0
Cathy Murphy,2021CMC,2021.0,S13,middle,3611.0,169.0,11,8.0,3.0,9.0,4.0,5.0,1.0,,2.0,2.0
Lu Wang,2021CMC,2021.0,S13,first,3611.0,54.0,1,2.0,,,,,,,,
Rommie Amaro,2021CMC,2021.0,S13,first,3611.0,40.0,9,2.0,,,4.0,4.0,4.0,0.0,,
Maria (Masha) Kamenetska,2021CMC,2021.0,S13,last,3611.0,59.0,6,7.0,,6.0,,,4.0,,,
Seth Childers,2021CMC,2021.0,S13,last,3611.0,13.0,4,2.0,,,2.0,,1.0,,,
Ronit Freeman,2021CMC,2021.0,S13,middle,3611.0,63.0,3,4.0,,4.0,,,,,,3.0
Neel Shah,2021CMC,2021.0,S13,first,3611.0,114.0,3,6.0,,,1.0,,1.0,,,
Cathy Murphy,2021CMC,2021.0,S13,first,3611.0,346.0,28,6.0,1.0,4.0,25.0,8.0,17.0,,17.0,
Michelle Farkas,2021CMC,2021.0,S13,last,3611.0,134.0,4,7.0,3.0,3.0,-1.0,2.0,,,,
Ronit Freeman,2021CMC,2021.0,S13,first,3611.0,49.0,5,4.0,1.0,,,2.0,2.0,,,
Silvia Ronco,2021CMC,2021.0,S13,last,3611.0,33.0,2,,,,3.0,1.0,,,,
Jan Spille,2021CMC,2021.0,S13,middle,3611.0,202.0,7,6.0,2.0,6.0,,4.0,2.0,0.0,,
Maria (Masha) Kamenetska,2021CMC,2021.0,S13,middle,3611.0,9.0,1,2.0,,,,,,,,
Seth Childers,2021CMC,2021.0,S13,middle,3611.0,39.0,3,6.0,,4.0,2.0,,1.0,,,
Jan Spille,2021CMC,2021.0,S13,first,3611.0,65.0,3,4.0,,,,2.0,1.0,,,
Abhishek Singharoy,2021CMC,2021.0,S13,last,3611.0,418.0,17,15.0,5.0,9.0,8.0,1.0,7.0,,1.0,1.0
Michelle Farkas,2021CMC,2021.0,S13,middle,3611.0,79.0,1,2.0,,2.0,,,,,,
Markita Landry,2021CMC,2021.0,S13,last,3611.0,18.0,1,2.0,,1.0,,,2.0,,,
Maria (Masha) Kamenetska,2021CMC,2021.0,S13,first,3611.0,144.0,6,3.0,2.0,2.0,,8.0,2.0,,,
Seth Childers,2021CMC,2021.0,S13,first,3611.0,33.0,3,2.0,,,3.0,1.0,,,,
Lu Wang,2021CMC,2021.0,S13,last,3611.0,51.0,8,1.0,1.0,,,8.0,4.0,,,
Rommie Amaro,2021CMC,2021.0,S13,last,3611.0,38.0,3,4.0,,2.0,1.0,,4.0,,,
Neel Shah,2021CMC,2021.0,S14,last,4203.0,114.0,5,6.0,,7.0,,2.0,1.0,,,2.0
Michelle Farkas,2021CMC,2021.0,S14,first,4203.0,91.0,4,6.0,,3.0,,,2.0,,,2.0
Cathy Murphy,2021CMC,2021.0,S14,last,4203.0,225.0,29,11.0,4.0,4.0,11.0,11.0,3.0,0.0,5.0,0.0
Abhishek Singharoy,2021CMC,2021.0,S14,middle,4203.0,405.0,13,12.0,1.0,10.0,6.0,1.0,4.0,0.0,1.0,
Ronit Freeman,2021CMC,2021.0,S14,last,4203.0,159.0,10,12.0,4.0,10.0,,4.0,4.0,,,
Markita Landry,2021CMC,2021.0,S14,middle,4203.0,115.0,1,2.0,,2.0,,,1.0,,,
Lu Wang,2021CMC,2021.0,S14,middle,4203.0,56.0,5,3.0,2.0,,,8.0,,,,
Rommie Amaro,2021CMC,2021.0,S14,middle,4203.0,19.0,3,6.0,,,2.0,,,,,
Abhishek Singharoy,2021CMC,2021.0,S14,first,4203.0,131.0,4,4.0,1.0,2.0,1.0,1.0,1.0,,,
Markita Landry,2021CMC,2021.0,S14,first,4203.0,27.0,1,2.0,,,,,,,,
Jan Spille,2021CMC,2021.0,S14,last,4203.0,89.0,3,6.0,4.0,,,,1.0,,,
Neel Shah,2021CMC,2021.0,S14,middle,4203.0,122.0,6,2.0,,2.0,,8.0,1.0,,,2.0
Cathy Murphy,2021CMC,2021.0,S14,middle,4203.0,186.0,15,8.0,6.0,5.0,5.0,3.0,4.0,0.0,1.0,2.0
Lu Wang,2021CMC,2021.0,S14,first,4203.0,54.0,1,2.0,,1.0,,,0.0,,,
Rommie Amaro,2021CMC,2021.0,S14,first,4203.0,41.0,11,3.0,,,6.0,3.0,5.0,,,
Maria (Masha) Kamenetska,2021CMC,2021.0,S14,last,4203.0,56.0,6,7.0,,7.0,,,2.0,0.0,,
Seth Childers,2021CMC,2021.0,S14,last,4203.0,73.0,10,3.0,,3.0,4.0,,2.0,0.0,,3.0
Ronit Freeman,2021CMC,2021.0,S14,middle,4203.0,80.0,5,4.0,1.0,5.0,,,0.0,0.0,,
Neel Shah,2021CMC,2021.0,S14,first,4203.0,192.0,6,7.0,,4.0,,2.0,,,,3.0
Cathy Murphy,2021CMC,2021.0,S14,first,4203.0,359.0,30,6.0,2.0,3.0,25.0,5.0,16.0,0.0,16.0,2.0
Michelle Farkas,2021CMC,2021.0,S14,last,4203.0,102.0,4,2.0,1.0,4.0,,2.0,1.0,0.0,,
Ronit Freeman,2021CMC,2021.0,S14,first,4203.0,144.0,7,7.0,2.0,4.0,,2.0,1.0,,,
Jan Spille,2021CMC,2021.0,S14,middle,4203.0,218.0,7,8.0,4.0,7.0,,1.0,2.0,,,
Seth Childers,2021CMC,2021.0,S14,middle,4203.0,41.0,3,4.0,,4.0,1.0,,1.0,,,
Jan Spille,2021CMC,2021.0,S14,first,4203.0,107.0,4,4.0,,2.0,,4.0,1.0,,,
Abhishek Singharoy,2021CMC,2021.0,S14,last,4203.0,612.0,38,20.0,2.0,17.0,14.0,5.0,7.0,0.0,2.0,8.0
Michelle Farkas,2021CMC,2021.0,S14,middle,4203.0,112.0,2,4.0,2.0,2.0,,,,,,
Markita Landry,2021CMC,2021.0,S14,last,4203.0,17.0,1,2.0,,2.0,,,2.0,,,
Maria (Masha) Kamenetska,2021CMC,2021.0,S14,first,4203.0,154.0,8,3.0,,4.0,0.0,12.0,1.0,,,
Seth Childers,2021CMC,2021.0,S14,first,4203.0,34.0,3,2.0,,,2.0,,,,,
Lu Wang,2021CMC,2021.0,S14,last,4203.0,4.0,4,,,,,,2.0,,,
Rommie Amaro,2021CMC,2021.0,S14,last,4203.0,64.0,9,7.0,,1.0,1.0,3.0,6.0,,1.0,
Kathy F. Liu,2021CMC,2021.0,S2,first,3141.0,99.0,1,2.0,,,,,1.0,,,
Matthias Heyden,2021CMC,2021.0,S2,last,3141.0,38.0,6,5.0,,3.0,,1.0,4.0,,,
Dmitri Kosenkov,2021CMC,2021.0,S2,first,3141.0,42.0,1,2.0,,,,,1.0,,,
Richard Wiener,2021CMC,2021.0,S2,first,3141.0,5.0,2,,,,1.0,,1.0,,,
Davide Donadio,2021CMC,2021.0,S2,middle,3141.0,25.0,3,4.0,2.0,0.0,,,,,,
Stefano Di Talia,2021CMC,2021.0,S2,first,3141.0,49.0,1,2.0,,,,,1.0,,,
Cathy Murphy,2021CMC,2021.0,S2,last,3141.0,253.0,30,12.0,5.0,10.0,10.0,13.0,8.0,0.0,4.0,5.0
Andrew Feig,2021CMC,2021.0,S2,last,3141.0,16.0,1,2.0,,,,,,,,
Lars Plate,2021CMC,2021.0,S2,last,3141.0,175.0,9,8.0,4.0,3.0,,4.0,1.0,0.0,,
Davide Donadio,2021CMC,2021.0,S2,first,3141.0,53.0,4,4.0,,,1.0,1.0,,,,
Allie Obermeyer,2021CMC,2021.0,S2,last,3141.0,314.0,15,15.0,,12.0,1.0,4.0,5.0,,,
Matthias Heyden,2021CMC,2021.0,S2,middle,3141.0,53.0,5,2.0,2.0,,,2.0,3.0,,3.0,
Cathy Murphy,2021CMC,2021.0,S2,middle,3141.0,22.0,5,,,,,3.0,2.0,,1.0,
Maria (Masha) Kamenetska,2021CMC,2021.0,S2,last,3141.0,97.0,9,7.0,2.0,12.0,,8.0,2.0,,,
Stephen Fried,2021CMC,2021.0,S2,last,3141.0,261.0,24,16.0,9.0,13.0,2.0,9.0,3.0,0.0,3.0,
Matthias Heyden,2021CMC,2021.0,S2,first,3141.0,42.0,1,2.0,,,,,1.0,,,
Lars Plate,2021CMC,2021.0,S2,middle,3141.0,17.0,1,1.0,,,,2.0,,,,
Allie Obermeyer,2021CMC,2021.0,S2,middle,3141.0,143.0,6,7.0,,6.0,,2.0,1.0,0.0,,
Kathy F. Liu,2021CMC,2021.0,S2,last,3141.0,346.0,11,16.0,2.0,5.0,1.0,,4.0,0.0,,
Cathy Murphy,2021CMC,2021.0,S2,first,3141.0,237.0,15,2.0,,,12.0,2.0,14.0,0.0,12.0,
Allie Obermeyer,2021CMC,2021.0,S2,first,3141.0,74.0,1,2.0,,,,,,,,
Lars Plate,2021CMC,2021.0,S2,first,3141.0,86.0,1,2.0,,,,2.0,1.0,,,
Stefano Di Talia,2021CMC,2021.0,S2,last,3141.0,118.0,2,4.0,2.0,2.0,,,,,,
Maria (Masha) Kamenetska,2021CMC,2021.0,S2,middle,3141.0,91.0,4,5.0,,2.0,,4.0,0.0,0.0,,1.0
Stephen Fried,2021CMC,2021.0,S2,middle,3141.0,118.0,4,7.0,4.0,4.0,,,,,,
Davide Donadio,2021CMC,2021.0,S2,last,3141.0,170.0,11,4.0,,3.0,2.0,7.0,0.0,,2.0,0.0
Maria (Masha) Kamenetska,2021CMC,2021.0,S2,first,3141.0,77.0,2,2.0,,2.0,,,1.0,,,1.0
Stephen Fried,2021CMC,2021.0,S2,first,3141.0,87.0,3,6.0,,,2.0,,1.0,,,
Stefano Di Talia,2021CMC,2021.0,S2,middle,3141.0,33.0,2,4.0,2.0,,,,,,,
Lulu Cambronne,2021CMC,2021.0,S3,middle,2693.0,321.0,9,10.0,,9.0,,2.0,2.0,0.0,1.0,
Alexander Green,2021CMC,2021.0,S3,first,2693.0,9.0,1,2.0,,,,,,,,
Soragni,2021CMC,2021.0,S3,first,2693.0,9.0,1,2.0,,,,,,,,
Neil Kelleher,2021CMC,2021.0,S3,middle,2693.0,215.0,9,10.0,2.0,3.0,,4.0,6.0,0.0,2.0,1.0
Caitlin Davis,2021CMC,2021.0,S3,last,2693.0,125.0,6,10.0,,2.0,,1.0,,,,
G.W. Gant Luxton,2021CMC,2021.0,S3,last,2693.0,58.0,4,2.0,,2.0,,,2.0,0.0,,
Wenjing Wang,2021CMC,2021.0,S3,middle,2693.0,56.0,2,1.0,,,,4.0,1.0,,,
Lulu Cambronne,2021CMC,2021.0,S3,first,2693.0,13.0,2,2.0,,,,2.0,,,,
Erika Matunis,2021CMC,2021.0,S3,last,2693.0,150.0,23,8.0,2.0,6.0,5.0,15.0,6.0,,3.0,4.0
Neil Kelleher,2021CMC,2021.0,S3,first,2693.0,131.0,11,9.0,,2.0,1.0,4.0,4.0,,2.0,
Tania Lupoli,2021CMC,2021.0,S3,first,2693.0,13.0,4,5.0,,,1.0,,1.0,,,
Wenjing Wang,2021CMC,2021.0,S3,first,2693.0,10.0,1,2.0,,,,,,,,
G.W. Gant Luxton,2021CMC,2021.0,S3,middle,2693.0,32.0,1,2.0,,1.0,,,1.0,,,
Rongsheng (Ross) Wang,2021CMC,2021.0,S3,first,2693.0,22.0,1,2.0,,,,,1.0,,,
Erika Matunis,2021CMC,2021.0,S3,middle,2693.0,85.0,5,4.0,3.0,1.0,1.0,5.0,1.0,,2.0,
G.W. Gant Luxton,2021CMC,2021.0,S3,first,2693.0,97.0,5,5.0,,2.0,1.0,,3.0,,,
Caitlin Davis,2021CMC,2021.0,S3,first,2693.0,12.0,3,2.0,,,,3.0,,,,
Soragni,2021CMC,2021.0,S3,last,2693.0,5.0,1,1.0,,,,,,,1.0,
Erika Matunis,2021CMC,2021.0,S3,first,2693.0,402.0,25,6.0,,1.0,26.0,2.0,21.0,,16.0,1.0
Alice Soragni,2021CMC,2021.0,S3,last,2693.0,222.0,13,18.0,2.0,4.0,,,3.0,,,
Taras Pogorelov,2021CMC,2021.0,S3,first,2693.0,24.0,2,4.0,,,1.0,,1.0,,,
Lulu Cambronne,2021CMC,2021.0,S3,last,2693.0,104.0,5,4.0,2.0,4.0,,2.0,2.0,,,
Haoran Zhang,2021CMC,2021.0,S3,first,2693.0,11.0,3,4.0,,,,,0.0,,,
Neil Kelleher,2021CMC,2021.0,S3,last,2693.0,196.0,13,4.0,1.0,2.0,1.0,8.0,7.0,,3.0,2.0
Daren Ginete,2021CMC,2021.0,S3,first,2693.0,24.0,1,2.0,,,,,2.0,,,
Tania Lupoli,2021CMC,2021.0,S3,last,2693.0,75.0,6,4.0,1.0,5.0,,2.0,,0.0,,
Wenjing Wang,2021CMC,2021.0,S3,last,2693.0,132.0,4,5.0,2.0,2.0,,2.0,4.0,,,
Rongsheng (Ross) Wang,2021CMC,2021.0,S3,last,2693.0,140.0,8,10.0,2.0,3.0,,3.0,2.0,,1.0,
Grace Stokes,2021CMC,2021.0,S4,first,3482.0,52.0,2,4.0,,,,2.0,,,,
Holly Goodson,2021CMC,2021.0,S4,first,3482.0,172.0,17,5.0,2.0,,9.0,5.0,12.0,,11.0,
Gulcin Pekkurnaz,2021CMC,2021.0,S4,first,3482.0,51.0,2,2.0,,,,2.0,1.0,,,
Brian Zid,2021CMC,2021.0,S4,middle,3482.0,121.0,2,4.0,2.0,2.0,,2.0,,,,
Jan Spille,2021CMC,2021.0,S4,last,3482.0,436.0,22,13.0,5.0,4.0,9.0,11.0,6.0,0.0,2.0,4.0
Cheemeng Tan,2021CMC,2021.0,S4,last,3482.0,186.0,5,3.0,2.0,6.0,,8.0,,,,
Brian Zid,2021CMC,2021.0,S4,first,3482.0,83.0,3,2.0,,,,6.0,,,,
S. Stephen Yi,2021CMC,2021.0,S4,last,3482.0,214.0,5,8.0,1.0,6.0,,2.0,2.0,0.0,,2.0
Yan Yu,2021CMC,2021.0,S4,last,3482.0,143.0,6,8.0,2.0,2.0,,2.0,2.0,,,
Seth Childers,2021CMC,2021.0,S4,last,3482.0,169.0,6,10.0,2.0,8.0,,2.0,,,,
