speaker,transcript,global_timestamp_sec,time_s,burst_id,in_valid_burst,timestamp,idea_id,is_expansion,is_proposer
Uzay Emir,"And you do get the information and you might find some corresponding things non invasive imaging modality coming from MRI, path contrast or whatever you do think. And then you do get since it is already open for histological analysis, you can take the pathology and do do DNA sequencing and do do so this dimension reduction is coming from that because there will be a massive amount of data is coming. So then one of our colleagues during that discussion suggested that to tailor the optical imaging to certain things and then this enzyme enzyme specific uh optical imaging or it can be tailored. I'm not an optical person, so I'm not an expert, so I really don't want to make uneducated uh assumptions, but that is how that uh tailored approach come up. Am I right Blueberg? So am I missing or",930.0,930.0,20,True,930.0,20,True,False
Richard Wiener,"One one person can do it and one person can do both, I think. Yeah, and you can take the notes, you don't have to put the notes into the PowerPoint yet, you can take those, share it with people, they can add and then can condense them into the PowerPoint so that there's one slide.",930.0,930.3333333333334,20,True,930.3333333333334,20,True,False
Edwin Kite,Um and uh in the solar system uh early Mars all aspects uh climate modeling uh geological data analysis that kind of thing.,935.0,935.0,21,True,935.0,21,False,False
Kevin Cash,"So rather than measuring a wide suite of things, we measure oxygen and say, well, that's a good proxy for what's going on and use that to look at spatial and temporal dynamics.",935.0,935.5,21,True,935.5,21,False,False
Sapun Parekh,Go ahead.,937.0,937.0,21,True,937.0,21,False,False
Robert Bryan Jr,"But what bothers me is that in these pathological states, there tends to be a leaky gut barrier.",938.0,938.0,21,True,938.0,21,False,False
Domenico (Nick) Galati,I mean.,938.0,938.5,21,True,938.5,21,False,False
Laura Barge,"There people talk about this for Enceladus because they found those organics in the plume and, you know, there's I know a debate in astronomy, which I'm not as familiar with, so maybe some of you know, but is Enceladus 4 billion years old like the rest of the stuff or is it young and formed with Saturn's rings? And if if you could imagine it were younger then is it a prebiotic world now? And so that's really interesting to me and the organics in the plume are all things that we've made in the lab prebiotically, but they're also things that life makes. So",939.0,939.0,21,True,939.0,21,True,False
Lauren Charles,I.,939.0,939.5,21,True,939.5,21,False,False
Jenny Maloney,So just in the note taking I just want so the point I mean the point that maybe the big point here being like in terms of surveillance thinking about what are the kinds of surveillance we might most be might be the most important um sort of animals or um environmental samples to be focused on is that kind of where you were going with,940.0,940.0,21,True,940.0,21,False,False
Amanda Stockton,Okay.,941.0,941.25,21,True,941.25,21,False,False
Carolyn Bayer,"I shouldn't say scale, but what what mechanism you're interested in imaging, right?",941.0,941.75,21,True,941.75,21,False,False
Mini Das,Oh I I can type uh in that.,949.0,949.0,22,True,949.0,22,False,False
Maryellen Giger,Right.,951.0,951.0,22,True,951.0,22,False,False
A Ali Yanik,Ha.,951.0,951.5,22,True,951.5,22,False,False
Mei Shen,What is the right model?,952.0,952.0,22,True,952.0,22,False,False
Stavroula Hatzios,Thank you.,952.0,952.5,22,True,952.5,22,False,False
Jeff Squier,I don't know how long if you be human heavy water.,953.0,953.0,22,True,953.0,22,False,False
Will Ludington,So I I totally agree and the serotonin is the one I always like try to track it down but again it's not my field so I would really be curious to know if there is solid evidence for that.,954.0,954.0,22,True,954.0,22,False,False
Joyoni Dey,"Thank you. Um yeah, so I am associate professor at LSU. I've been here for like I think this is my seventh year. Um so the yeah, I work on like like uh unfortunately not in a like uh at a much higher resolution like a I mean clinical resolution. So I work on um mammography. So I one of the things that um I'm working on is uh building a face contrast X-ray system for uh you know, finding the microcalcification clusters um quite early even before the tumor is developed. And so um so uh we hope that um the three like I uh have that innovation phase image and the um the uh what's it the the scatter image small angle scatter it's a coherent scatter scattering process. So um so uh so basically uh interferometry and um uh so and then I also work on neutron interferometry. So uh neutrons have a lot better penetration through bone and um so the so or metals, you know, so basically the interfaces are much clearer and it can be also have it can also be operated at very high resolutions. So I have a collaboration with NIST um to work on that. So I'm building a new um MPG like a modulated phase grating system which will hopefully give them the you know, scatter lens from 10 nanometers to like orders of magnitude. So you know, like the uh you know, the correlation lens. So that's hopefully what we can achieve. So one of the ways that maybe I can we can potentially talk about is if the nano like basically small small angle scattering images of the nano nano materials or something something similar. Um and I also have worked on spec, you know, single photon emission tomography. So but that has a tracer as you know radiation radio tracers and um so I don't know if that's so relevant for the label free.",954.0,954.3333333333334,22,True,954.3333333333334,22,True,False
Liming Li,"For example, for earth is is special for earth the the difference temperature difference between surface and the top of atmosphere just a couple of 10 degrees, 20 maybe 30 degrees, not very huge. But if you check uh Venus, if you check Titan, the temperature difference is huge. So that's mean even you're current I mean actually I'm not the expert of exoplanet. I I'm not sure which method they are using to determine the temperature of exoplanets. But by my point even for the planets in our solar system, even for the planets and moons in our solar system, we don't have determine very well the surface temperature. You know, because so uh of course we have some in situ measurements for the mass surface temperature, but if you check the global, I mean global scale temperature, that's other problem. So that's mean what's the radiation budget on the top, what's the radiation transfer inside of atmosphere, then what's the precisely what's the temperature on the surface. I I mean and global scale. That's actually even for Mars, we don't have very good very good knowledge for that. Of course the for the same thing for the Venus, for the Titan, you know for maybe for yeah. So I mean if we if we can figure out one one way to better determine the surface temperature of exoplanets. That I mean it will help help us to find life help us to find liquid water and life and so on. So that's my my idea, you know I'm trying something for the planets in our solar system, not for exoplanets, but I think maybe it's worth of trying for exoplanets.",954.0,954.6666666666666,22,True,954.6666666666666,22,True,False
Aniruddha Ray,"Um, or or even a few micron resolution.",956.0,956.0,22,True,956.0,22,False,False
Shannon Mackenzie | JHU APL,Great.,956.0,956.25,22,True,956.25,22,False,False
Ulugbek Kamilov,"And somebody check on the slide, is it only me who sees it or?",956.0,956.5,22,True,956.5,22,False,False
Wei Min,Exactly.,956.0,956.75,22,True,956.75,22,False,False
Daniel Huber,"Yeah. Yeah, not not close enough to mess with the orbits, yeah.",958.0,958.0,22,True,958.0,22,False,False
Matt Bogyo,Cool.,958.0,958.5,22,True,958.5,22,False,False
Timothy Sampson,"I'll piggy back on that because I also while I'm I'm pretty biased that I do think we'll be able to find some things with the microbiome being able to modulate outcomes, I fully agree with this chicken and the egg issue whereby the disease itself is likely undoubtedly causing changes in the gut that is then potentiating some change to the microbiome composition. And so changing the microbiome composition almost no matter how we're going to do it is likely going to have those top down signals that are still detrimental and still selecting potentially for this this pathogenic environment within the gut. So we we have to come at it potentially from from both angles.",959.0,959.0,22,True,959.0,22,True,False
Joyce Jose,"in along with pull down studies and mass spectrometry. These are very useful. So Joyce, you you mean if you use specific inhibitors for GTPases, you actually see blockage of the virus replication or",960.0,960.0,22,True,960.0,22,False,False
Brian Pogue-DARTMOUTH,Mhm.,960.0,960.5,22,True,960.5,22,False,False
Seu Sim,Yeah.,961.0,961.0,22,True,961.0,22,False,False
Guillaume Bastille-Rousseau,I'll,961.0,961.3333333333334,22,True,961.3333333333334,22,False,False
Candace Fleischer,"it's it's naturally integrated into every MRI whether you use it or not. You you kind of have to pay extra for it when you're buying your system. So if you didn't do that you won't have it. But um even non-academic sites are using spectroscopy for tumors. Um so I wouldn't say it's routine, but I would say for so for example for fatty liver disease it is routine because that's a really great way to quickly sample fat distribution.",961.0,961.6666666666666,22,True,961.6666666666666,22,True,False
Jenny Maloney,So.,962.0,962.0,22,True,962.0,22,False,False
Sara Zimmer,"Okay, so",962.0,962.5,22,True,962.5,22,False,False
Stefan Wilhelm,But scattering can also be.,971.0,971.0,23,True,971.0,23,False,False
Jarrad Horowitz,Kai is the Kai you're muted. Uh you're the reporter.,971.0,971.2,23,True,971.2,23,False,False
Michael D Cullinan,"Yeah, I I know those guy actually Vegas person but we didn't we never touched it so I didn't want to get involved too much too too deep into it. But yeah, there's a lot to unpack there.",971.0,971.4,23,True,971.4,23,False,False
Amanda Stockton,Okay.,971.0,971.6,23,True,971.6,23,False,False
Katharine White,Yeah.,971.0,971.8,23,True,971.8,23,False,False
David Van Valen,"Exactly, right?",983.0,983.0,24,True,983.0,24,False,False
Efrem Lim,"In a alternate approach, it is that people who are not infected are as equally informative as people who are infected. And in which case there's some sort of system that then you report, hey, I'm not infected and that tells you, okay, in this cluster, there is low or no infection and then you sort of then fill in the gaps. So a negative data is actually helpful in in filling up this problem of infection and disease rather than the contact tracing approach which is solely based on information of who's positive. And I that's the kind of thing that makes me feel think that when you have a end problem of like a lot of species are being infected with different pathogens rather than sequencing every single one, you know, something like that some reverse approach may be more effective.",983.0,983.3333333333334,24,True,983.3333333333334,24,False,False
Robert Bryant Jr,"But what bothers me is that in these pathological states, there tends to be a leaky gut barrier. And I don't.",983.0,983.6666666666666,24,True,983.6666666666666,24,False,False
Jeff Douglas Winkler,75 minutes.,984.0,984.0,24,True,984.0,24,False,False
Aaron Engelhart,Go ahead.,985.0,985.0,24,True,985.0,24,False,False
Barbara Smith,"And so we uh we develop um integrated systems for like pipels uh so for endometrial cancer for instance that um right now they go in blind and um an OBGYN will take out cells um in in throughout the uterus, but it's just a vacuum system that they'll place in and they'll um release a vacuum and then that tube will be removed manually. And so we've integrated like an optical and acoustic system into that so that they can have visual guidance and eyes where they're currently going in blind. And so um how we um re I I would say um reposition the light as we go at a 90 degree angle, we'll we'll place an optical fiber in with um with some kind of redirection. And so we can get um both optics and acoustics coming from the surrounding area so we can look for different different things both endogenous, so like um that hemoglobin and and different kinds of areas where there's increased vasculature um and acoustic information as well and they're also doing transactional ultrasounds. So they're doing acoustic information anyways. Um so we've we've integrated tools into research and clinical.",1006.0,1006.0,25,True,1006.0,25,True,False
Brad Smith,Right.,1007.0,1007.0,25,True,1007.0,25,False,False
Emily Balskus,Oh.,1009.0,1009.0,25,True,1009.0,25,False,False
Liliana Salvador,"Yeah, I think that that is a very good point because sometimes um so before I used to work with animal movement data, but now I only work with um with pretty much like density data. And and I don't really other than my my really real interest for animal movement, I don't really need much like very detailed information about animal movement. I just need to know actually if I have a a huge density of these populations in an area or not. So I think you're you're you're bringing a very good point that um maybe our efforts um which which because colors are expensive, you know, tracking detailed animal movement is very expensive and maybe I don't know. are they really necessary from a disease point of view?",1010.0,1010.0,25,True,1010.0,25,True,False
Ziming Yang,"Yeah, I agree. I think uh, you know, even on earth, you know, we have uh, you know, a variety of organisms, microorganisms that can live under those extreme environments, right? Like from very acidic to very basic pH and and also you know like the boiling point of water. So they can survive under those extreme conditions. Uh but the question I think, you know, will be uh so we only know those exist like on earth, but maybe like in outer, you know, exoplanets. So if there's life, they can also get adapted, right? So adapting to the to those specific environments, right? So they can evolve to maybe uh even like robust organisms, they can survive even more extreme environments. So that's something we don't know yet. You know, we only have earth as example, but we don't know if this is the case, you know, those are the limits for these organisms to live, right? In outer, you know, space. So yeah.",1010.0,1010.5,25,True,1010.5,25,True,False
Mark Sellmyer,"Fluorescence, yeah, it's a fluorescent mark on the cell surface of of neighboring cells that have walked by.",1030.0,1030.0,26,True,1030.0,26,False,False
Paola Boggiatto,"Oh, I I agree with what you're saying Pilar and I think it's what Sarah you were trying to say is yeah, you can have an immune profile for a viral infection, but that doesn't tell you, doesn't really tell you whether that animal's going to be able to clear or not, especially when you're talking about innate immune responses, right? So okay, there is a response, but then overall what happens afterwards, does that animal clear it or not? So I think having that functional phenotype that you can tie it back to, I think is would, you know, would be important.",1030.0,1030.5,26,True,1030.5,26,False,False
Jenny Maloney,"I mean, to me, is this a question about what makes something host specific and what allows for a parasite to be zoonotic? Is it is that the goal of the this question or is this something else?",1031.0,1031.0,26,True,1031.0,26,False,False
Molly Bright,"Um, so that's that's my domain would be the brain, that's unfortunately what I can focus on. But there are so many drugs that I think sit into this category and if you think of all of the mood disorders and anything to do with mental health, anything to do with long-term degeneration of neural function uh and and dementia.",1031.0,1031.5,26,True,1031.5,26,True,False
Laura Schaefer,one,1032.0,1032.0,26,True,1032.0,26,False,False
Allison Dennis,It's in the Google folder too.,1049.0,1049.0,27,True,1049.0,27,False,False
Katherine de Kleer,"You know, like Meredith, every telescope I can get my hands on optical, infrared, millimeter and radio um or ground based, space based, whatever. Um and I am particularly interested in the the the atmospheres, surfaces and geological activity of moons and um asteroids in the solar system and relevant to this the topic of this session.",1050.0,1050.0,27,True,1050.0,27,False,False
Joel Bango Kote,"I think that's actually uh, well maybe we can phrase it in a slightly different way. Um, so so you know, um folks talked about the looking at different levels of the gut microbiome, there are there are changes. But I think even, you know, at a higher level sort of um, when you have so much noise uh in in the human gut microbiome. So if you look at individual and individual change uh over time, that using that same person but at different time points as as sort of the um, the the comparators that that can give you some idea if you can correlate that with clinical outcome whether that's the onset of a disease or other intermediate phenotypes such as changes in the metabolome in the blood, etc. So that give you some sort of temporal having that temporal component uh give you some sort of uh, you know, not just association but maybe give you some sort of causal effect if you will. Um,",1050.0,1050.25,27,True,1050.25,27,True,False
Brad Smith,Well that's quite impressive two to three centimeters that uh that's um.,1050.0,1050.5,27,True,1050.5,27,False,False
Joyoni Dey,"Yeah. X-ray scatter, I know that they have some in the clinic like prime by, you know, Siemens. They have already for mammography at least even for the projection and assume they have to assume something about that equation, so they assume like a water mu, like average attenuation to for the correction of the scatter.",1050.0,1050.75,27,True,1050.75,27,False,False
Mini Das,"Uh so this came up while we were talking about neutron imaging and somebody said yeah, heavy water could.",1051.0,1051.0,27,True,1051.0,27,False,False
Danae Schulz,Thank you.,1051.0,1051.5,27,True,1051.5,27,False,False
Carolyn Bertozzi,Those questions are just to assist you with the discussion.,1052.0,1052.0,27,True,1052.0,27,False,False
Sixian You | MIT,I can hear you.,1052.0,1052.3333333333333,27,True,1052.3333333333333,27,False,False
Aniruddha Ray,Okay.,1069.0,1069.0,28,True,1069.0,28,False,False
Maayan Levy,"I think that's a super intriguing perspective. Sorry, go ahead. Um, no, I just think that the use of germ free mice is is probably um a key to this because you can you can induce disease in germ free mice and then colonize the the mice at different time points after induction of disease or before and see if it has if it plays any role with the, you know, the the regular microbiome and the modulated one.",1069.0,1069.5,28,True,1069.5,28,True,False
Aaron Engelhart,"10 minutes, okay.",1072.0,1072.5,28,True,1072.5,28,False,False
Katharine White,"And just to oh sorry, just to follow on that, I think one of the other important things is that for a lot of for a lot of this, we don't really know in disease whether the interactions, the partners are changing,",1076.0,1076.5,29,True,1076.5,29,False,False
Sara Zimmer,"Um what I am hearing a lot of is a lot of um a talk about selection and it's coming from the lens of looking at genetics genetics and and genomics. Um which is what we have right now, which was what we can use. Um but the fact is I'm I'm just wondering if in fact um we are losing some information about the inherent the inherent um fitness flexibility of organisms by um really not taking any laboratory understanding of what those things mean um into consideration. So what I'm wondering is if it's possible to develop um some sort of I I guess um uh some some sort of modeling based on some tests that we might be able to do in the laboratory about how flexible organisms are in terms of their metabolism, how flexible organisms are in terms of their ability to withstand various things that a system could throw at them in terms of immune response and.",1078.0,1078.0,29,True,1078.0,29,False,False
Gregory Fournier,"As as far as we understand, the reason why it accumulates on earth and we get this battery where we have all this buried reduced carbon and this very oxidized atmosphere is because is because there's a means for efficient burial of organic carbon over large geological time scales.",1079.0,1079.0,29,True,1079.0,29,True,False
Amanda Stockton,They're done in the radio.,1087.0,1087.0,30,True,1087.0,30,False,False
Tori Hoehler,"Yeah, go ahead.",1088.0,1088.0,30,True,1088.0,30,False,False
Ferdinand Schweser,"And then you could use the MRI and look for the same pattern on a spatial scale and then basically predict from that again the pathology throughout the brain or see where you have a similar pattern in the brain. So you go basically across scales and combine really the methods um because if for example if you would do microscopic technique of whatever neuron firing or something, you could image only a certain a very small percentage of the brain and you can only relate you can only correlate MRI say uh with the microscopy technique at that special location.",1088.0,1088.3333333333333,30,True,1088.3333333333333,30,True,False
A Ali Yanik,"Uh one particular thing uh is to look at the waste water, right? Uh you can you can do check uh viral load, community viral load. Uh and then maybe if something is actually looking you know, suspicious, maybe that region can be investigated in more detail. Uh the other thing is that my wife is a veterinarian, um and I I talk these issues quite often with her. We never let our pets outside. Uh we are very sensitive about it. They get into bed with us so uh we better watch that. But uh, you know, uh she I mean",1088.0,1088.6666666666667,30,True,1088.6666666666667,30,False,False
Girgis Obaid | UT Dallas,"Sorry, go ahead.",1089.0,1089.0,30,True,1089.0,30,False,False
Robert Bryan Jr,"So uh no, but given that everything is leaky in a germ free mouse, um I I just think it's going to be all over the place. That's my guess. We know the blood brain barrier is disrupted.",1089.0,1089.5,30,True,1089.5,30,False,False
Adela Oliva Chavez,"Uh so I'm interested in molecular mechanisms that make them be capable of making that jump. Uh so acquiring genes, uh changing receptors, etc. So all those molecular mechanisms that allow pathogens to make that jump into a new host.",1091.0,1091.0,30,True,1091.0,30,False,False
Joyoni Dey,"So they don't have that much scatter. But my system to preserve the dose, I'm not using that um analyzer. So I will now have to correct for scatter and the scatter is in the the zeroth harmonic, the in the attenuation image, not so much in the uh small angle scatter or the, you know, or the phase image.",1091.0,1091.3333333333333,30,True,1091.3333333333333,30,False,False
Ping Wang,"Uh so um in terms of diabetes um there's a there's a very big problem for us like for the endogenous beta cell imaging, beta cell mass imaging. That's a very big problem and people trying to solve this problem for 20 years still not successful. Um because of limited uh special resolution and also the sensitivity we use. We have been tried with the MRI mostly and some people tried pet. So that's why people trying to uh combine the pet MRI uh to complement each other to increase the uh sensitivity and the special resolution. Um in creating um like receptor imaging also it's a big big part for the metabolic imaging. Um example for that is the GLP1 glucagon like peptide one. Um that's also related to the beta cell imaging.",1091.0,1091.6666666666667,30,True,1091.6666666666667,30,True,False
Wei Min,So right here do we already have a good idea now? It sounds like we have use we can use a neutron scattering to couple with heavy water for biology imaging?,1161.0,1161.0,31,True,1161.0,31,False,False
Danae Schulz,Yes.,1161.0,1161.5,31,True,1161.5,31,False,False
Luke Mortensen,"muscle dynamics, um looking at mitochondria, organelles like that. And also focusing on uh therapeutic stem cells. So for both of those like muscle bone applications, um trying to design MSC therapies and bio manufacture those.",1163.0,1163.0,31,True,1163.0,31,False,False
Ping Wang,Of course you can test with the the I mean test the blood glucose tell okay if these cells function but some cells probably they are not like um I mean fully functional but they still alive so probably that's a window for you to do some like rescue treatment.,1172.0,1172.0,32,True,1172.0,32,False,False
Sixian You,"on scattering property, right? So if we know the signal is there, can we use ultrasound to confine the signal there, to modulate the signal and then to get the signal back. So I think that could be very interesting and uh I need to learn more about uh Barbara's research on electrodes as wave guide uh sounds really fascinating.",1173.0,1173.0,32,True,1173.0,32,False,False
Thomas Mansell,Good.,1175.0,1175.0,32,True,1175.0,32,False,False
Edward Schwieterman,"Uh yes and and and you may actually drive hydrogen escape. So I think, you know, if you photolyze the methane and and escape the hydrogen and then you you also have an oxidizing flux to, you know, so I think I think you definitely need to consider that and that has to do with the, you know, the kinetics versus the thermodynamics and the and and and thinking about the evolution, the time scale uh of the system and I I add kind of the flux.",1181.0,1181.0,32,True,1181.0,32,False,False
Brian Pogue,So.,1188.0,1188.0,32,True,1188.0,32,False,False
Daniel Huber,"So it is it's it's metal poor and enhanced in in alpha elements. So it is um yeah, I think we're estimated in.",1190.0,1190.0,32,True,1190.0,32,False,False
Melanie Garami,Okay.,1192.0,1192.0,32,True,1192.0,32,False,False
Brian Pogue,Yeah.,1197.0,1197.0,32,True,1197.0,32,False,False
Mimi Sammarco,So,1198.0,1198.0,32,True,1198.0,32,False,False
Joseph Levy,But but it's not a semantics question. I mean it's it's sort of an elegant experiment you've proposed.,1200.0,1200.0,32,True,1200.0,32,False,False
Steve Jett,By asking a question about one type of data and pulling relevant information from other types of data like deep tissue.,1209.0,1209.0,32,True,1209.0,32,False,False
Mark Sellmyer,Yeah.,1210.0,1210.0,32,True,1210.0,32,False,False
