conference,session,speaker,timestamp,speaking_duration,nods_others,smile_self,smile_other,distracted_others,hand_gesture,interruption,overlap,screenshare,annotations,transcript,has_new_idea,has_explanation,has_decision,global_session,clip_number,min_clip_number,clip_offset,start_minute_raw,start_minute_adjusted,start_sec,end_sec,clip_offset_sec,start_sec_adjusted,end_sec_adjusted,is_deep_overlap
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,04:15-04:18,3.0,0,0.0,0.0,0,,No,False,Yes,"{'expand on existing idea': 'Jenny is about to expand on the topic of remote sensing, which she has already introduced as one of the main discussion points.'}",Then under remote sensing,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,4.25,24.25,255.0,258.0,1200.0,1455.0,1458.0,False
2021MZT,2021_09_30_MZT_S4,Laurene Tetard,04:19-04:40,21.0,0,0.0,0.0,0,,Yes,False,Yes,"[{'expand on existing idea': 'Laurene is expanding on the previous point about universality by emphasizing the importance of considering the material being tested (airborne, blood, etc.), building on the discussion of universality and feasibility of monitoring in different animals.'}]","Well, I think if if under the the previous bullet if we wanted to finish that one under the high degree of universe one big point was uh to think about the host I mean the the the material to be tested whether it's airborne or in blood in all these different media.",False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,4.316666666666666,24.316666666666666,259.0,280.0,1200.0,1459.0,1480.0,False
2021MZT,2021_09_30_MZT_S4,Paola Boggiatto,04:40-04:40,0.0,0,0.0,0.0,0,,No,False,Yes,"{'express agreement': ""Paola Boggiatto expresses agreement with Laurene Tetard's point about considering the material to be tested (airborne, blood, etc.) for universality.""}",Mm.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,4.666666666666667,24.666666666666668,280.0,280.0,1200.0,1480.0,1480.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,04:46-04:55,9.0,0,0.0,0.0,0,,No,False,Yes,"[{'expand on existing idea': ""This utterance builds upon the previously mentioned idea of different materials to be tested, specifically adding 'air' and 'water' to the list.""}, {'express agreement': 'Jenny Maloney says ""All right"" to express agreement with the previous statement.'}]",air water. All right.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,4.766666666666667,24.766666666666666,286.0,295.0,1200.0,1486.0,1495.0,False
2021MZT,2021_09_30_MZT_S4,Claudia Herrera,05:00-05:07,7.0,0,0.0,0.0,0,Pointing,No,False,Yes,"{'expand on existing idea': 'Claudia is expanding on the previous discussion about the materials to be tested (air, water) by suggesting a broader category of ""biological samples.""'}",I would say uh biological samples. So that way we can,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.0,25.0,300.0,307.0,1200.0,1500.0,1507.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,05:07-05:10,3.0,0,0.0,0.0,0,,No,False,Yes,"{'explain or define term or concept': ""Jenny is clarifying the distinction between 'biological' and 'environmental' samples, which is relevant to the discussion of different materials to be tested.""}",biological versus environmental.,False,True,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.116666666666666,25.116666666666667,307.0,310.0,1200.0,1507.0,1510.0,False
2021MZT,2021_09_30_MZT_S4,Claudia Herrera,05:10-05:14,4.0,0,100.0,0.0,0,,No,False,Yes,"[{'express agreement': ""Claudia agrees with Jenny's previous statement about biological versus environmental samples.""}]",Oh game. Right.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.166666666666667,25.166666666666668,310.0,314.0,1200.0,1510.0,1514.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,05:15-05:17,2.0,0,0.0,0.0,0,,No,False,Yes,"{'ask clarifying question': 'Jenny is asking for confirmation that everyone understands the intended meaning, following a discussion about biological versus environmental samples.'}","But we know what we mean, right?",False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.25,25.25,315.0,317.0,1200.0,1515.0,1517.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,05:17-05:18,1.0,0,0.0,0.0,0,,No,False,Yes,[{'None': 'This utterance does not contain any information.'}],So.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.283333333333333,25.28333333333333,317.0,318.0,1200.0,1517.0,1518.0,False
2021MZT,2021_09_30_MZT_S4,Laurene Tetard,05:18-05:18,0.0,0,0.0,0.0,0,,No,False,Yes,"{'express agreement': 'The speaker is expressing agreement with the previous statement, which was ""But we know what we mean, right?"".'}",Mm.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.3,25.3,318.0,318.0,1200.0,1518.0,1518.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,05:18-05:20,2.0,0,0.0,0.0,0,,No,False,Yes,{'acknowledge contribution': 'Jenny acknowledges the contributions of others in the discussion.'},Thank you.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.3,25.3,318.0,320.0,1200.0,1518.0,1520.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,05:20-06:03,43.0,0,0.0,0.0,0,,No,False,Yes,"[{'present new idea': 'Jenny introduces the idea of considering what makes sense in terms of sentinel animals and the possibility of basing sensing on less specific methods that can integrate with more specific platforms like next-gen sequencing, which is a novel concept in the discussion.'}]","So under under remote sensing, I have um three sort of sub sub points, one being that we need to we would need to think about what makes sense in terms of sentinel animals. Um or the idea the idea that maybe um sensing should be based on something that's less specific that can feed into a more specific platform such as next gen sequencing.",True,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.333333333333333,25.333333333333332,320.0,363.0,1200.0,1520.0,1563.0,False
2021MZT,2021_09_30_MZT_S4,Laurene Tetard,06:03-06:03,0.0,0,0.0,0.0,0,,No,False,Yes,"[{'acknowledge contribution': ""Laurene is acknowledging Jenny's summarization of the discussion points, without necessarily agreeing or expanding on them.""}]",Oh.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,6.05,26.05,363.0,363.0,1200.0,1563.0,1563.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,06:03-06:03,0.0,0,0.0,0.0,0,,No,False,Yes,"[{'express agreement': ""Jenny is agreeing with Laurene's previous statement about the need to consider the material being tested (airborne, blood, etc.) for universality.""}]",Right.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,6.05,26.05,363.0,363.0,1200.0,1563.0,1563.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,06:03-06:04,1.0,0,0.0,0.0,0,,No,False,Yes,[{'None': 'None'}],So.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,6.05,26.05,363.0,364.0,1200.0,1563.0,1564.0,False
2021MZT,2021_09_30_MZT_S4,Laurene Tetard,06:04-07:14,70.0,0,0.0,0.0,0,,No,False,Yes,"{'expand on existing idea': 'Laurene builds upon the discussion of remote sensing and sentinel animals by suggesting a screening process to identify unknowns, which is a general way to approach the problem of detecting emerging pathogens discussed earlier.'}",So maybe a screening to or or multifunctional screening to identify unknowns or something like that would be a general way of putting it to screen.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,6.066666666666666,26.066666666666666,364.0,434.0,1200.0,1564.0,1634.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,07:14-07:15,1.0,0,0.0,0.0,0,,No,False,Yes,"[{'express agreement': ""Jenny says 'Yeah' in response to Laurene's suggestion to screen for unknowns, indicating agreement with the idea.""}]",Yeah.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,7.233333333333333,27.233333333333334,434.0,435.0,1200.0,1634.0,1635.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,07:15-07:15,0.0,0,0.0,0.0,0,,No,False,Yes,"[{'express agreement': ""Jenny agrees with Laurene's suggestion to use multifunctional screening to identify unknowns, building on the discussion about remote sensing and sentinel animals.""}]","True, true.",False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,7.25,27.25,435.0,435.0,1200.0,1635.0,1635.0,False
2021MZT,2021_09_30_MZT_S4,Curt Horvath,07:15-07:15,0.0,0,0.0,0.0,0,,No,False,Yes,{'express agreement': 'Curt Horvath expresses agreement with the previous statement by Laurene Tetard.'},Mm.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,7.25,27.25,435.0,435.0,1200.0,1635.0,1635.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,07:15-07:31,16.0,0,0.0,0.0,0,,No,False,Yes,"[{'ask clarifying question': 'Jenny is asking if her summary of the discussion about screening for unknown pathogens is accurate, seeking confirmation from the group.'}]","So if I knew and unknown pathogens, potential pathogens. Does that kind of work where you were?",False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,7.25,27.25,435.0,451.0,1200.0,1635.0,1651.0,False
2021MZT,2021_09_30_MZT_S4,Laurene Tetard,07:32-07:40,8.0,0,0.0,0.0,0,,No,False,Yes,"{'expand on existing idea': ""Laurene is expanding on Jenny's point about remote sensing, adding that both known and unknown pathogens are important considerations, building on the previous discussion about sentinel animals and less specific sensing methods."", 'express agreement': ""Laurene explicitly agrees with Jenny's point about the importance of known and unknown pathogens for remote sensing.""}",Yeah. That would the known ones and also the unknown ones are important for remote sensing.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,7.533333333333333,27.53333333333333,452.0,460.0,1200.0,1652.0,1660.0,False
2021MZT,2021_09_30_MZT_S4,Curt Horvath,07:46-07:47,1.0,0,0.0,0.0,0,,No,False,Yes,"[{'expand on existing idea': ""Curt's utterance builds upon the previous discussion about screening for known and unknown pathogens, suggesting that this screening falls under the broader category of surveillance.""}]",Maybe that's under surveillance.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,7.766666666666667,27.766666666666666,466.0,467.0,1200.0,1666.0,1667.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,07:47-07:47,0.0,0,0.0,0.0,0,,No,False,Yes,"[{'acknowledge contribution': ""Jenny acknowledges Curt's suggestion to move the point about known and unknown pathogens under the 'surveillance' category, but she is not necessarily agreeing or disagreeing with it.""}]",Under surveillance.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,7.783333333333333,27.78333333333333,467.0,467.0,1200.0,1667.0,1667.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,07:47-08:15,28.0,0,0.0,0.0,0,,No,False,Yes,"{'expand on existing idea': 'The speaker is expanding on the topic of surveillance, which was already introduced as a main point in the discussion.', 'express enthusiasm': 'The speaker expresses that the idea of a genome bank is interesting and a good idea, showing enthusiasm for the concept.'}",Um also under surveillance I I thought the idea of of um of a genome bank is an interesting I mean that it's a it's a good idea. Um it's certainly a very big picture um,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,7.783333333333333,27.78333333333333,467.0,495.0,1200.0,1667.0,1695.0,False
2021MZT,2021_09_30_MZT_S4,Curt Horvath,08:15-08:15,0.0,0,0.0,0.0,0,,No,False,Yes,"{'confirm decision': 'Curt Horvath explicitly agrees with a prior decision, finalizing it.'}",It works for me.,False,False,True,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,8.25,28.25,495.0,495.0,1200.0,1695.0,1695.0,False
2021MZT,2021_09_30_MZT_S4,Laurene Tetard,08:15-08:16,1.0,0,0.0,0.0,0,,No,False,Yes,"[{'express agreement': ""Laurene agrees with a prior statement, indicated by Jenny asking if something 'works' and Laurene responding with 'Yeah, if you that's okay.'""}]","Yeah, if you that's okay.",False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,8.25,28.25,495.0,496.0,1200.0,1695.0,1696.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,08:16-09:14,58.0,0,0.0,0.0,0,,No,False,Yes,"[{'expand on existing idea': 'Jenny is expanding on the idea of a genome bank, which was previously mentioned, and considering its application to wildlife populations.'}, {'ask clarifying question': 'Jenny is asking if the idea of a genome bank bridges a gap or connects to a previous point, seeking confirmation or clarification on the connection.'}]",Um so to translate for use in wildlife populations too. Does that sort of bridge the or no? A genome bank. So a genome bank,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,8.266666666666667,28.266666666666666,496.0,554.0,1200.0,1696.0,1754.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,00:00-00:35,35.0,0,0.0,0.0,0,,No,False,Yes,"[{'expand on existing idea': 'This sentence expands on the previously mentioned idea of a genome bank by specifying that it should contain information about what is currently present in a population, which can then be used to detect emerging pathogens.'}]",of what of what is present in a population now that can be used um for detection of emerging pathogens.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,0.0,20.0,0.0,35.0,1200.0,1200.0,1235.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,00:38-01:27,49.0,0,0.0,0.0,0,,No,False,Yes,"{'expand on existing idea': 'This utterance builds upon the previous discussion about surveillance, adding the idea of stepwise monitoring and host-based sensors to flag for testing, expanding on the concept of surveillance strategies.', 'present new idea': 'The idea of monitoring in a stepwise fashion, using host-based sensors to flag for further testing, is presented as a novel approach to surveillance.'}",And then um another key point that we that we discussed under surveillance was the idea that um monitoring could be done in a sort of stepwise fashion. Um or perhaps you're looking um and again I think this kind of um led to this idea of host based sensors um with the idea that that from that you would uh use that to flag for for testing.,True,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,0.6333333333333333,20.633333333333333,38.0,87.0,1200.0,1238.0,1287.0,False
2021MZT,2021_09_30_MZT_S4,Curt Horvath,01:28-01:35,7.0,1,0.0,0.0,0,,No,False,Yes,"{'explain or define term or concept': ""Curt is clarifying the concept of using host-based sensors as a 'triage mechanism,' which means using them to get early information that can be followed up on with further testing, building on the prior discussion about host-based sensors and their potential for early detection.""}",You see that as uh like a triage mechanism to get early information that could be followed up on.,False,True,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,1.4666666666666668,21.46666666666667,88.0,95.0,1200.0,1288.0,1295.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,01:36-01:38,2.0,0,0.0,0.0,0,,No,False,Yes,"[{'acknowledge contribution': ""Jenny acknowledges Curt's summarization of the stepwise monitoring approach as a triage mechanism, but does not agree or expand on it.""}]",Right. Um.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,1.6,21.6,96.0,98.0,1200.0,1296.0,1298.0,False
2021MZT,2021_09_30_MZT_S4,Laurene Tetard,01:42-01:55,13.0,0,0.0,0.0,0,,No,False,Yes,"{'expand on existing idea': 'Laurene is building upon the discussion of remote sensing and surveillance, suggesting that remote sensing technology could be used for triage or screening, which is an expansion of the current discussion about surveillance strategies.', 'propose decision': 'Laurene proposes that remote sensing technology could be used for triage or screening, suggesting a concrete action for the group to consider in their surveillance strategy.'}",Yeah. Maybe we can say that the the the technology in remote sensing could um then helping to doing this triage or screening or something like that.,False,False,True,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,1.7,21.7,102.0,115.0,1200.0,1302.0,1315.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,01:56-01:56,0.0,0,0.0,0.0,0,,No,False,Yes,"[{'express agreement': ""Jenny is agreeing with Laurene's previous statement about the technology in remote sensing helping with triage or screening.""}]",Mhm.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,1.9333333333333333,21.933333333333334,116.0,116.0,1200.0,1316.0,1316.0,False
2021MZT,2021_09_30_MZT_S4,Paola Boggiatto,02:02-02:17,15.0,0,0.0,0.0,0,Open Palms,No,False,Yes,"{'expand on existing idea': 'Paola builds on the previous discussion about remote sensing and surveillance by suggesting combining remote sensing, machine learning, and AI, expanding on the idea of how to approach the problem.'}","Yeah, and I think you can probably combine sort of remote sensing machine learning AI as a, I kind of, I don't know, I kind of see all those things sort of working together perhaps.",False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,2.033333333333333,22.03333333333333,122.0,137.0,1200.0,1322.0,1337.0,False
2021MZT,2021_09_30_MZT_S4,Laurene Tetard,02:18-02:21,3.0,0,0.0,0.0,0,,No,False,Yes,"{'express enthusiasm': 'The speaker expresses excitement about the potential widespread application of machine learning, indicating enthusiasm for its future role.'}",It seems like machine learning will go everywhere even if.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,2.3,22.3,138.0,141.0,1200.0,1338.0,1341.0,False
2021MZT,2021_09_30_MZT_S4,Paola Boggiatto,02:21-02:23,2.0,0,0.0,0.0,0,,No,False,Yes,"[{'express agreement': ""Paola agrees with Laurene's statement that machine learning will go everywhere.""}]","Yeah, that's true. Yeah.",False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,2.35,22.35,141.0,143.0,1200.0,1341.0,1343.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,02:25-02:28,3.0,0,0.0,0.0,0,,No,False,Yes,"[{'acknowledge contribution': 'Jenny is acknowledging a point made by someone else, without necessarily agreeing or expanding on it, as a response to the ongoing discussion about machine learning.'}]",That's kind of why I left it out as its own because I yeah.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,2.4166666666666665,22.416666666666668,145.0,148.0,1200.0,1345.0,1348.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,02:28-02:28,0.0,0,0.0,0.0,0,,No,False,Yes,[{'express agreement': 'The speaker is expressing agreement with the previous statement made by another participant.'}],Mhm.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,2.466666666666667,22.46666666666667,148.0,148.0,1200.0,1348.0,1348.0,False
2021MZT,2021_09_30_MZT_S4,Curt Horvath,02:30-02:45,15.0,0,0.0,0.0,0,,No,False,Yes,"{'expand on existing idea': 'This utterance builds upon the previous discussion about the need to address the big data issue, adding the specific challenge of creating a process for uniformly collecting data from various sites to analyze trends and emergence.', 'present new idea': ""The utterance introduces the idea of creating a standardized process for data collection across different sites globally to analyze trends and emergence, which hasn't been explicitly stated before.""}","I think the challenge there would be to create to create a process by which data is uniformly collected and you know, not only from your site but sites around the world uh to be analyzed for for trends and emergence.",True,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,2.5,22.5,150.0,165.0,1200.0,1350.0,1365.0,False
2021MZT,2021_09_30_MZT_S4,Paola Boggiatto,02:46-03:21,35.0,0,0.0,0.0,0,Open Palms,No,False,Yes,"[{'expand on existing idea': 'Paola is expanding on the discussion about data collection and analysis, suggesting that the need for new infrastructure is a key point, building on the previous discussion about the challenges of big data and the need for uniform data collection.'}, {'propose decision': ""Paola proposes that the discussion about data collection and analysis should fall under the umbrella of 'new infrastructure', suggesting a concrete choice for the group to consider.""}]","So could that fall under new infrastructure, right? I mean this is all going to be, I mean all of that could fall under this idea of infrastructure that we don't have, right? We don't have data, you know, these large data collection banks that may be available for various organisms, right? We don't, you know, if we're talking about remote sensing, we probably don't have the infrastructure even within a barn space to do that yet, right? So I think infrastructure as a whole is going to be one important thing depending on which technology technology we choose to utilize.",False,False,True,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,2.7666666666666666,22.766666666666666,166.0,201.0,1200.0,1366.0,1401.0,False
2021MZT,2021_09_30_MZT_S4,Curt Horvath,03:22-03:34,12.0,0,0.0,0.0,0,,No,False,Yes,"{'acknowledge contribution': ""Curt acknowledges Paula's thought by saying it was a great thought."", 'express agreement': 'Curt agrees with Paula\'s thought by saying ""Yeah, I think that that\'s a great uh thought Paula.""'}","Yeah, I think that that's a great uh thought Paula. I was just thinking like what if what if uh COVID, you know, uh transmitted into pigs, Iowa would have had a real disaster.",False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,3.3666666666666667,23.366666666666667,202.0,214.0,1200.0,1402.0,1414.0,False
2021MZT,2021_09_30_MZT_S4,Paola Boggiatto,03:35-03:38,3.0,0,0.0,0.0,0,,No,False,Yes,"[{'express humor': ""Paola laughs in response to Curt's comment about COVID transmitting to pigs, indicating she found the hypothetical situation humorous, even though she acknowledges the seriousness of the topic.""}]","I laugh but that's not funny. Yes, yes.",False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,3.5833333333333335,23.583333333333332,215.0,218.0,1200.0,1415.0,1418.0,False
2021MZT,2021_09_30_MZT_S4,Curt Horvath,03:39-04:02,23.0,0,0.0,0.0,0,,No,False,Yes,"[{'express agreement': ""Curt agrees with Paola's statement about the potential disaster if COVID had transmitted into pigs, indicating agreement with the importance of the topic."", 'propose decision': 'Curt proposes that they should invest in building the necessary infrastructure now to prevent a larger disaster later, suggesting a concrete action for the group to consider.', 'provide supporting evidence': 'Curt supports his proposal by referencing the lack of infrastructure during the SARS outbreak and the subsequent COVID-19 pandemic, using this as evidence to strengthen his argument for proactive investment.'}]","Oh exactly. It's not but you know, it's not virus, right? But uh uh this this is an important thing to build this infrastructure because it's exactly what happened with, you know, we didn't build it for SARS and so when COV2 came around, we did not have that infrastructure. So let's not wait until a disaster strikes but pay a little now to prevent paying a lot later.",False,False,True,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,3.65,23.65,219.0,242.0,1200.0,1419.0,1442.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,04:03-04:04,1.0,0,0.0,0.0,0,,No,False,Yes,"{'express agreement': ""Jenny agrees with Curt's point about the importance of building infrastructure to prevent future disasters, which was prompted by Paola's comment about new infrastructure.""}",Right.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,4.05,24.05,243.0,244.0,1200.0,1443.0,1444.0,False
2021MZT,2021_09_30_MZT_S4,Laurene Tetard,04:08-04:10,2.0,0,0.0,0.0,0,,No,False,Yes,"{'express humor': ""Laurene is making a lighthearted comment, possibly sensing Jenny's effort in summarizing the discussion and managing the shared screen, and is expressing humor.""}",Jenny are we driving you crazy?,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,4.133333333333334,24.133333333333333,248.0,250.0,1200.0,1448.0,1450.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,04:11-04:30,19.0,0,0.0,0.0,0,,No,False,Yes,"[{'express agreement': 'Jenny explicitly expresses agreement with Laurene by saying ""No, not at all.""', 'express enthusiasm': 'Jenny expresses enthusiasm by saying ""I love it.""', 'propose decision': 'Jenny proposes a direction for the discussion, suggesting they consider how to deploy detection systems and what infrastructure is needed to make them effective, building on the previous discussion about infrastructure.'}]","No, not at all. I love it. I was just thinking maybe we could just make like how do how do we deploy these detection systems and you know what infrastructure needs will there be to make to make that effective.",False,False,True,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,4.183333333333334,24.183333333333334,251.0,270.0,1200.0,1451.0,1470.0,False
2021MZT,2021_09_30_MZT_S4,Laurene Tetard,04:31-04:31,0.0,0,0.0,0.0,0,,No,False,Yes,"{'express agreement': ""Laurene agrees with Jenny's previous statement, indicating alignment and understanding.""}",Yeah.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,4.516666666666667,24.516666666666666,271.0,271.0,1200.0,1471.0,1471.0,False
2021MZT,2021_09_30_MZT_S4,Yanling Chang,04:31-04:37,6.0,0,0.0,0.0,0,,No,False,Yes,{'expand on existing idea': 'Chang is building on the previous discussion about infrastructure needs for detection systems by suggesting the inclusion of human resources as a key component.'},"Yeah, or maybe also include the human resources.",False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,4.516666666666667,24.516666666666666,271.0,277.0,1200.0,1471.0,1477.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,04:38-04:40,2.0,0,0.0,0.0,0,,No,False,Yes,"{'acknowledge contribution': ""Jenny acknowledges Chang's point about including human resources, indicating recognition of Chang's input.""}","Yeah, I think that's a great point.",False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,4.633333333333333,24.633333333333333,278.0,280.0,1200.0,1478.0,1480.0,False
2021MZT,2021_09_30_MZT_S4,Paola Boggiatto,04:40-04:55,15.0,0,0.0,0.0,0,Open Palms,No,False,Yes,"[{'expand on existing idea': 'Paola is expanding on the idea of infrastructure, which was brought up in the previous utterance, by specifying that it includes the people who will deploy the systems, collect the data, and analyze the data.'}]","I think this this quote unquote idea of infrastructure is going to be everything, right? It's going to be who are going to be the people out there deploying these systems, who's going to be collecting the data, who's going to be analyzing the data. I think just.",False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,4.666666666666667,24.666666666666668,280.0,295.0,1200.0,1480.0,1495.0,False
2021MZT,2021_09_30_MZT_S4,Curt Horvath,04:57-05:01,4.0,0,0.0,0.0,0,,No,False,Yes,"{'ask clarifying question': 'The utterance is a question about the financial aspect of the infrastructure, which is a clarifying question about the practical implementation of the discussed ideas.'}",Yeah and who's going to pay for it.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,4.95,24.95,297.0,301.0,1200.0,1497.0,1501.0,False
2021MZT,2021_09_30_MZT_S4,Paola Boggiatto,05:01-05:01,0.0,0,0.0,0.0,0,,No,False,Yes,"{'ask clarifying question': 'This utterance is a question about the financial aspect of the project, specifically inquiring about the funding source, which is a clarifying question about the practical implementation of the discussed ideas.'}",Who's going to pay for it.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.016666666666667,25.016666666666666,301.0,301.0,1200.0,1501.0,1501.0,False
2021MZT,2021_09_30_MZT_S4,Curt Horvath,05:03-05:11,8.0,0,0.0,0.0,0,,No,False,Yes,"{'present new idea': {'Explanation': 'Curt suggests that the cost of the infrastructure in the meat industry will ultimately be passed on to the consumers, introducing a new consideration regarding the economic impact of the proposed systems.'}}","Well it's in the if it's in the meat industry, it's going to the consumers, right? So.",True,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.05,25.05,303.0,311.0,1200.0,1503.0,1511.0,False
2021MZT,2021_09_30_MZT_S4,Curt Horvath,05:11-05:12,1.0,0,0.0,0.0,0,,No,False,Yes,"{'express agreement': ""Curt agrees with Paola's point that infrastructure is going to be everything, including who will pay for it, and he adds that if it's in the meat industry, the consumers will pay, which they will resist.""}",And they will resist.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.183333333333334,25.183333333333334,311.0,312.0,1200.0,1511.0,1512.0,False
2021MZT,2021_09_30_MZT_S4,Jenny Maloney,05:14-05:22,8.0,0,0.0,0.0,0,,No,False,Yes,"[{'ask clarifying question': 'Jenny is asking what infrastructure and human resources are needed to make the detection systems effective, seeking to clarify the requirements for deploying these systems.'}]",So to so uh what infrastructure/human resources will we need to to like to to make this like.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.233333333333333,25.233333333333334,314.0,322.0,1200.0,1514.0,1522.0,False
2021MZT,2021_09_30_MZT_S4,Laurene Tetard,05:22-05:31,9.0,0,0.0,0.0,0,,No,False,Yes,"[{'ask clarifying question': 'Laurene is asking for confirmation or clarification on whether the discussion is about implementing new technologies, which is prompted by the previous discussion about infrastructure and human resources needed for effective detection systems.'}]",To implement all these uh new technologies or that's what.,False,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.366666666666666,25.366666666666667,322.0,331.0,1200.0,1522.0,1531.0,False
2021MZT,2021_09_30_MZT_S4,Prashant Singh,05:31-05:31,0.0,0,0.0,0.0,0,,No,False,Yes,"[{'present new idea': ""Prashant is suggesting 'screening' as a new idea, likely in the context of the discussion about disease detection systems and infrastructure needs.""}]",Screening.,True,False,False,2021MZT_2021_09_30_MZT,4.0,2.0,20.0,5.516666666666667,25.516666666666666,331.0,331.0,1200.0,1531.0,1531.0,False
