conference,session,m_cut,center_time_sec,window_start_sec,window_end_sec,window_start_mmss,window_end_mmss,duration_sec,num_participants,speaker_top_counts,signals,keywords,summary
2021_06_10_SLU_S1,2021_06_10_SLU_S1,2,720.5463038180342,700.5463038180342,740.5463038180342,11:41,12:21,40.0,8,"Niki Parenteau×13, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1","rx_decision=5, rx_assign=8, rx_summarize=0, decision_any=12","the, and, that, you, like, are, can, but","In a ~40s window (11:41–12:21), 8 speakers converged (m≥2). Turns by speaker: Niki Parenteau×13, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1. Signals: rx_decision=5, rx_assign=8, rx_summarize=0, decision_any=12. Salient keywords: the, and, that, you, like, are, can, but. Sample lines: Niki Parenteau: “And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas.” (-1.7s) | Solange Duhamel: “So I think thinking of both the microbes, their processes but also their environments, everything is tied together which is also a difficulty beca..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,3,720.5463038180342,700.5463038180342,740.5463038180342,11:41,12:21,40.0,8,"Niki Parenteau×13, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1","rx_decision=5, rx_assign=8, rx_summarize=0, decision_any=12","the, and, that, you, like, are, can, but","In a ~40s window (11:41–12:21), 8 speakers converged (m≥3). Turns by speaker: Niki Parenteau×13, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1. Signals: rx_decision=5, rx_assign=8, rx_summarize=0, decision_any=12. Salient keywords: the, and, that, you, like, are, can, but. Sample lines: Niki Parenteau: “And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas.” (-1.7s) | Solange Duhamel: “So I think thinking of both the microbes, their processes but also their environments, everything is tied together which is also a difficulty beca..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,4,720.5463038180342,700.5463038180342,740.5463038180342,11:41,12:21,40.0,8,"Niki Parenteau×13, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1","rx_decision=5, rx_assign=8, rx_summarize=0, decision_any=12","the, and, that, you, like, are, can, but","In a ~40s window (11:41–12:21), 8 speakers converged (m≥4). Turns by speaker: Niki Parenteau×13, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1. Signals: rx_decision=5, rx_assign=8, rx_summarize=0, decision_any=12. Salient keywords: the, and, that, you, like, are, can, but. Sample lines: Niki Parenteau: “And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas.” (-1.7s) | Solange Duhamel: “So I think thinking of both the microbes, their processes but also their environments, everything is tied together which is also a difficulty beca..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,5,720.5463038180342,700.5463038180342,740.5463038180342,11:41,12:21,40.0,8,"Niki Parenteau×13, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1","rx_decision=5, rx_assign=8, rx_summarize=0, decision_any=12","the, and, that, you, like, are, can, but","In a ~40s window (11:41–12:21), 8 speakers converged (m≥5). Turns by speaker: Niki Parenteau×13, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1. Signals: rx_decision=5, rx_assign=8, rx_summarize=0, decision_any=12. Salient keywords: the, and, that, you, like, are, can, but. Sample lines: Niki Parenteau: “And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas.” (-1.7s) | Solange Duhamel: “So I think thinking of both the microbes, their processes but also their environments, everything is tied together which is also a difficulty beca..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,6,720.5463038180342,700.5463038180342,740.5463038180342,11:41,12:21,40.0,8,"Niki Parenteau×13, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1","rx_decision=5, rx_assign=8, rx_summarize=0, decision_any=12","the, and, that, you, like, are, can, but","In a ~40s window (11:41–12:21), 8 speakers converged (m≥6). Turns by speaker: Niki Parenteau×13, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1. Signals: rx_decision=5, rx_assign=8, rx_summarize=0, decision_any=12. Salient keywords: the, and, that, you, like, are, can, but. Sample lines: Niki Parenteau: “And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas.” (-1.7s) | Solange Duhamel: “So I think thinking of both the microbes, their processes but also their environments, everything is tied together which is also a difficulty beca..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,7,720.5463038180342,700.5463038180342,740.5463038180342,11:41,12:21,40.0,8,"Niki Parenteau×13, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1","rx_decision=5, rx_assign=8, rx_summarize=0, decision_any=12","the, and, that, you, like, are, can, but","In a ~40s window (11:41–12:21), 8 speakers converged (m≥7). Turns by speaker: Niki Parenteau×13, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1. Signals: rx_decision=5, rx_assign=8, rx_summarize=0, decision_any=12. Salient keywords: the, and, that, you, like, are, can, but. Sample lines: Niki Parenteau: “And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas.” (-1.7s) | Solange Duhamel: “So I think thinking of both the microbes, their processes but also their environments, everything is tied together which is also a difficulty beca..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,2,720.9941860465117,700.9941860465117,740.9941860465117,11:41,12:21,40.0,8,"Niki Parenteau×12, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1","rx_decision=4, rx_assign=8, rx_summarize=0, decision_any=11","the, and, that, you, like, are, can, have","In a ~40s window (11:41–12:21), 8 speakers converged (m≥2). Turns by speaker: Niki Parenteau×12, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1. Signals: rx_decision=4, rx_assign=8, rx_summarize=0, decision_any=11. Salient keywords: the, and, that, you, like, are, can, have. Sample lines: Niki Parenteau: “And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas.” (-2.1s) | Solange Duhamel: “So I think thinking of both the microbes, their processes but also their environments, everything is tied together which is also a difficulty bec..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,3,720.9941860465117,700.9941860465117,740.9941860465117,11:41,12:21,40.0,8,"Niki Parenteau×12, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1","rx_decision=4, rx_assign=8, rx_summarize=0, decision_any=11","the, and, that, you, like, are, can, have","In a ~40s window (11:41–12:21), 8 speakers converged (m≥3). Turns by speaker: Niki Parenteau×12, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1. Signals: rx_decision=4, rx_assign=8, rx_summarize=0, decision_any=11. Salient keywords: the, and, that, you, like, are, can, have. Sample lines: Niki Parenteau: “And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas.” (-2.1s) | Solange Duhamel: “So I think thinking of both the microbes, their processes but also their environments, everything is tied together which is also a difficulty bec..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,4,720.9941860465117,700.9941860465117,740.9941860465117,11:41,12:21,40.0,8,"Niki Parenteau×12, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1","rx_decision=4, rx_assign=8, rx_summarize=0, decision_any=11","the, and, that, you, like, are, can, have","In a ~40s window (11:41–12:21), 8 speakers converged (m≥4). Turns by speaker: Niki Parenteau×12, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1. Signals: rx_decision=4, rx_assign=8, rx_summarize=0, decision_any=11. Salient keywords: the, and, that, you, like, are, can, have. Sample lines: Niki Parenteau: “And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas.” (-2.1s) | Solange Duhamel: “So I think thinking of both the microbes, their processes but also their environments, everything is tied together which is also a difficulty bec..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,5,720.9941860465117,700.9941860465117,740.9941860465117,11:41,12:21,40.0,8,"Niki Parenteau×12, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1","rx_decision=4, rx_assign=8, rx_summarize=0, decision_any=11","the, and, that, you, like, are, can, have","In a ~40s window (11:41–12:21), 8 speakers converged (m≥5). Turns by speaker: Niki Parenteau×12, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1. Signals: rx_decision=4, rx_assign=8, rx_summarize=0, decision_any=11. Salient keywords: the, and, that, you, like, are, can, have. Sample lines: Niki Parenteau: “And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas.” (-2.1s) | Solange Duhamel: “So I think thinking of both the microbes, their processes but also their environments, everything is tied together which is also a difficulty bec..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,6,720.9941860465117,700.9941860465117,740.9941860465117,11:41,12:21,40.0,8,"Niki Parenteau×12, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1","rx_decision=4, rx_assign=8, rx_summarize=0, decision_any=11","the, and, that, you, like, are, can, have","In a ~40s window (11:41–12:21), 8 speakers converged (m≥6). Turns by speaker: Niki Parenteau×12, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1. Signals: rx_decision=4, rx_assign=8, rx_summarize=0, decision_any=11. Salient keywords: the, and, that, you, like, are, can, have. Sample lines: Niki Parenteau: “And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas.” (-2.1s) | Solange Duhamel: “So I think thinking of both the microbes, their processes but also their environments, everything is tied together which is also a difficulty bec..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,7,720.9941860465117,700.9941860465117,740.9941860465117,11:41,12:21,40.0,8,"Niki Parenteau×12, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1","rx_decision=4, rx_assign=8, rx_summarize=0, decision_any=11","the, and, that, you, like, are, can, have","In a ~40s window (11:41–12:21), 8 speakers converged (m≥7). Turns by speaker: Niki Parenteau×12, Jeffrey Marlow×6, Jay Forsythe(he/him)×4, Smadar Naoz×4, Stilianos Louca×3, Noah Planavsky×1. Signals: rx_decision=4, rx_assign=8, rx_summarize=0, decision_any=11. Salient keywords: the, and, that, you, like, are, can, have. Sample lines: Niki Parenteau: “And um, as Richard said, we'll kind of keep it brief, but it'd be helpful to know, you know, who you are, your name, where you work and and kind of your specialty areas.” (-2.1s) | Solange Duhamel: “So I think thinking of both the microbes, their processes but also their environments, everything is tied together which is also a difficulty bec..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,2,732.9342560553633,712.9342560553633,752.9342560553633,11:53,12:33,40.0,9,"Niki Parenteau×9, Jay Forsythe(he/him)×6, Smadar Naoz×5, Noah Planavsky×5, Jeffrey Marlow×4, Stilianos Louca×4","rx_decision=3, rx_assign=8, rx_summarize=0, decision_any=10","that, and, the, you, like, are, can, know","In a ~40s window (11:53–12:33), 9 speakers converged (m≥2). Turns by speaker: Niki Parenteau×9, Jay Forsythe(he/him)×6, Smadar Naoz×5, Noah Planavsky×5, Jeffrey Marlow×4, Stilianos Louca×4. Signals: rx_decision=3, rx_assign=8, rx_summarize=0, decision_any=10. Salient keywords: that, and, the, you, like, are, can, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,3,732.9342560553633,712.9342560553633,752.9342560553633,11:53,12:33,40.0,9,"Niki Parenteau×9, Jay Forsythe(he/him)×6, Smadar Naoz×5, Noah Planavsky×5, Jeffrey Marlow×4, Stilianos Louca×4","rx_decision=3, rx_assign=8, rx_summarize=0, decision_any=10","that, and, the, you, like, are, can, know","In a ~40s window (11:53–12:33), 9 speakers converged (m≥3). Turns by speaker: Niki Parenteau×9, Jay Forsythe(he/him)×6, Smadar Naoz×5, Noah Planavsky×5, Jeffrey Marlow×4, Stilianos Louca×4. Signals: rx_decision=3, rx_assign=8, rx_summarize=0, decision_any=10. Salient keywords: that, and, the, you, like, are, can, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,4,732.9342560553633,712.9342560553633,752.9342560553633,11:53,12:33,40.0,9,"Niki Parenteau×9, Jay Forsythe(he/him)×6, Smadar Naoz×5, Noah Planavsky×5, Jeffrey Marlow×4, Stilianos Louca×4","rx_decision=3, rx_assign=8, rx_summarize=0, decision_any=10","that, and, the, you, like, are, can, know","In a ~40s window (11:53–12:33), 9 speakers converged (m≥4). Turns by speaker: Niki Parenteau×9, Jay Forsythe(he/him)×6, Smadar Naoz×5, Noah Planavsky×5, Jeffrey Marlow×4, Stilianos Louca×4. Signals: rx_decision=3, rx_assign=8, rx_summarize=0, decision_any=10. Salient keywords: that, and, the, you, like, are, can, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,5,732.9342560553633,712.9342560553633,752.9342560553633,11:53,12:33,40.0,9,"Niki Parenteau×9, Jay Forsythe(he/him)×6, Smadar Naoz×5, Noah Planavsky×5, Jeffrey Marlow×4, Stilianos Louca×4","rx_decision=3, rx_assign=8, rx_summarize=0, decision_any=10","that, and, the, you, like, are, can, know","In a ~40s window (11:53–12:33), 9 speakers converged (m≥5). Turns by speaker: Niki Parenteau×9, Jay Forsythe(he/him)×6, Smadar Naoz×5, Noah Planavsky×5, Jeffrey Marlow×4, Stilianos Louca×4. Signals: rx_decision=3, rx_assign=8, rx_summarize=0, decision_any=10. Salient keywords: that, and, the, you, like, are, can, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,6,732.9342560553633,712.9342560553633,752.9342560553633,11:53,12:33,40.0,9,"Niki Parenteau×9, Jay Forsythe(he/him)×6, Smadar Naoz×5, Noah Planavsky×5, Jeffrey Marlow×4, Stilianos Louca×4","rx_decision=3, rx_assign=8, rx_summarize=0, decision_any=10","that, and, the, you, like, are, can, know","In a ~40s window (11:53–12:33), 9 speakers converged (m≥6). Turns by speaker: Niki Parenteau×9, Jay Forsythe(he/him)×6, Smadar Naoz×5, Noah Planavsky×5, Jeffrey Marlow×4, Stilianos Louca×4. Signals: rx_decision=3, rx_assign=8, rx_summarize=0, decision_any=10. Salient keywords: that, and, the, you, like, are, can, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,7,732.9342560553633,712.9342560553633,752.9342560553633,11:53,12:33,40.0,9,"Niki Parenteau×9, Jay Forsythe(he/him)×6, Smadar Naoz×5, Noah Planavsky×5, Jeffrey Marlow×4, Stilianos Louca×4","rx_decision=3, rx_assign=8, rx_summarize=0, decision_any=10","that, and, the, you, like, are, can, know","In a ~40s window (11:53–12:33), 9 speakers converged (m≥7). Turns by speaker: Niki Parenteau×9, Jay Forsythe(he/him)×6, Smadar Naoz×5, Noah Planavsky×5, Jeffrey Marlow×4, Stilianos Louca×4. Signals: rx_decision=3, rx_assign=8, rx_summarize=0, decision_any=10. Salient keywords: that, and, the, you, like, are, can, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,2,736.0484429065743,716.0484429065743,756.0484429065743,11:56,12:36,40.0,9,"Niki Parenteau×8, Jay Forsythe(he/him)×6, Noah Planavsky×6, Jeffrey Marlow×5, Smadar Naoz×4, Stilianos Louca×4","rx_decision=2, rx_assign=8, rx_summarize=0, decision_any=9","that, and, the, you, like, are, can, know","In a ~40s window (11:56–12:36), 9 speakers converged (m≥2). Turns by speaker: Niki Parenteau×8, Jay Forsythe(he/him)×6, Noah Planavsky×6, Jeffrey Marlow×5, Smadar Naoz×4, Stilianos Louca×4. Signals: rx_decision=2, rx_assign=8, rx_summarize=0, decision_any=9. Salient keywords: that, and, the, you, like, are, can, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,3,736.0484429065743,716.0484429065743,756.0484429065743,11:56,12:36,40.0,9,"Niki Parenteau×8, Jay Forsythe(he/him)×6, Noah Planavsky×6, Jeffrey Marlow×5, Smadar Naoz×4, Stilianos Louca×4","rx_decision=2, rx_assign=8, rx_summarize=0, decision_any=9","that, and, the, you, like, are, can, know","In a ~40s window (11:56–12:36), 9 speakers converged (m≥3). Turns by speaker: Niki Parenteau×8, Jay Forsythe(he/him)×6, Noah Planavsky×6, Jeffrey Marlow×5, Smadar Naoz×4, Stilianos Louca×4. Signals: rx_decision=2, rx_assign=8, rx_summarize=0, decision_any=9. Salient keywords: that, and, the, you, like, are, can, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,4,736.0484429065743,716.0484429065743,756.0484429065743,11:56,12:36,40.0,9,"Niki Parenteau×8, Jay Forsythe(he/him)×6, Noah Planavsky×6, Jeffrey Marlow×5, Smadar Naoz×4, Stilianos Louca×4","rx_decision=2, rx_assign=8, rx_summarize=0, decision_any=9","that, and, the, you, like, are, can, know","In a ~40s window (11:56–12:36), 9 speakers converged (m≥4). Turns by speaker: Niki Parenteau×8, Jay Forsythe(he/him)×6, Noah Planavsky×6, Jeffrey Marlow×5, Smadar Naoz×4, Stilianos Louca×4. Signals: rx_decision=2, rx_assign=8, rx_summarize=0, decision_any=9. Salient keywords: that, and, the, you, like, are, can, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,5,736.0484429065743,716.0484429065743,756.0484429065743,11:56,12:36,40.0,9,"Niki Parenteau×8, Jay Forsythe(he/him)×6, Noah Planavsky×6, Jeffrey Marlow×5, Smadar Naoz×4, Stilianos Louca×4","rx_decision=2, rx_assign=8, rx_summarize=0, decision_any=9","that, and, the, you, like, are, can, know","In a ~40s window (11:56–12:36), 9 speakers converged (m≥5). Turns by speaker: Niki Parenteau×8, Jay Forsythe(he/him)×6, Noah Planavsky×6, Jeffrey Marlow×5, Smadar Naoz×4, Stilianos Louca×4. Signals: rx_decision=2, rx_assign=8, rx_summarize=0, decision_any=9. Salient keywords: that, and, the, you, like, are, can, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,6,736.0484429065743,716.0484429065743,756.0484429065743,11:56,12:36,40.0,9,"Niki Parenteau×8, Jay Forsythe(he/him)×6, Noah Planavsky×6, Jeffrey Marlow×5, Smadar Naoz×4, Stilianos Louca×4","rx_decision=2, rx_assign=8, rx_summarize=0, decision_any=9","that, and, the, you, like, are, can, know","In a ~40s window (11:56–12:36), 9 speakers converged (m≥6). Turns by speaker: Niki Parenteau×8, Jay Forsythe(he/him)×6, Noah Planavsky×6, Jeffrey Marlow×5, Smadar Naoz×4, Stilianos Louca×4. Signals: rx_decision=2, rx_assign=8, rx_summarize=0, decision_any=9. Salient keywords: that, and, the, you, like, are, can, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,7,736.0484429065743,716.0484429065743,756.0484429065743,11:56,12:36,40.0,9,"Niki Parenteau×8, Jay Forsythe(he/him)×6, Noah Planavsky×6, Jeffrey Marlow×5, Smadar Naoz×4, Stilianos Louca×4","rx_decision=2, rx_assign=8, rx_summarize=0, decision_any=9","that, and, the, you, like, are, can, know","In a ~40s window (11:56–12:36), 9 speakers converged (m≥7). Turns by speaker: Niki Parenteau×8, Jay Forsythe(he/him)×6, Noah Planavsky×6, Jeffrey Marlow×5, Smadar Naoz×4, Stilianos Louca×4. Signals: rx_decision=2, rx_assign=8, rx_summarize=0, decision_any=9. Salient keywords: that, and, the, you, like, are, can, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers to..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,2,737.3846153846154,717.3846153846154,757.3846153846154,11:57,12:37,40.0,9,"Niki Parenteau×9, Noah Planavsky×6, Smadar Naoz×5, Jay Forsythe(he/him)×5, Jeffrey Marlow×4, Stilianos Louca×4","rx_decision=2, rx_assign=9, rx_summarize=0, decision_any=10","that, and, the, you, can, like, are, know","In a ~40s window (11:57–12:37), 9 speakers converged (m≥2). Turns by speaker: Niki Parenteau×9, Noah Planavsky×6, Smadar Naoz×5, Jay Forsythe(he/him)×5, Jeffrey Marlow×4, Stilianos Louca×4. Signals: rx_decision=2, rx_assign=9, rx_summarize=0, decision_any=10. Salient keywords: that, and, the, you, can, like, are, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,3,737.3846153846154,717.3846153846154,757.3846153846154,11:57,12:37,40.0,9,"Niki Parenteau×9, Noah Planavsky×6, Smadar Naoz×5, Jay Forsythe(he/him)×5, Jeffrey Marlow×4, Stilianos Louca×4","rx_decision=2, rx_assign=9, rx_summarize=0, decision_any=10","that, and, the, you, can, like, are, know","In a ~40s window (11:57–12:37), 9 speakers converged (m≥3). Turns by speaker: Niki Parenteau×9, Noah Planavsky×6, Smadar Naoz×5, Jay Forsythe(he/him)×5, Jeffrey Marlow×4, Stilianos Louca×4. Signals: rx_decision=2, rx_assign=9, rx_summarize=0, decision_any=10. Salient keywords: that, and, the, you, can, like, are, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,4,737.3846153846154,717.3846153846154,757.3846153846154,11:57,12:37,40.0,9,"Niki Parenteau×9, Noah Planavsky×6, Smadar Naoz×5, Jay Forsythe(he/him)×5, Jeffrey Marlow×4, Stilianos Louca×4","rx_decision=2, rx_assign=9, rx_summarize=0, decision_any=10","that, and, the, you, can, like, are, know","In a ~40s window (11:57–12:37), 9 speakers converged (m≥4). Turns by speaker: Niki Parenteau×9, Noah Planavsky×6, Smadar Naoz×5, Jay Forsythe(he/him)×5, Jeffrey Marlow×4, Stilianos Louca×4. Signals: rx_decision=2, rx_assign=9, rx_summarize=0, decision_any=10. Salient keywords: that, and, the, you, can, like, are, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers t..."
2021_06_10_SLU_S1,2021_06_10_SLU_S1,5,737.3846153846154,717.3846153846154,757.3846153846154,11:57,12:37,40.0,9,"Niki Parenteau×9, Noah Planavsky×6, Smadar Naoz×5, Jay Forsythe(he/him)×5, Jeffrey Marlow×4, Stilianos Louca×4","rx_decision=2, rx_assign=9, rx_summarize=0, decision_any=10","that, and, the, you, can, like, are, know","In a ~40s window (11:57–12:37), 9 speakers converged (m≥5). Turns by speaker: Niki Parenteau×9, Noah Planavsky×6, Smadar Naoz×5, Jay Forsythe(he/him)×5, Jeffrey Marlow×4, Stilianos Louca×4. Signals: rx_decision=2, rx_assign=9, rx_summarize=0, decision_any=10. Salient keywords: that, and, the, you, can, like, are, know. Sample lines: Morgan Raven: “Yeah, I mean I guess I just any place you can get kerogen, you can theoretically crack it and obviously some types of molecules are going to be better for that than others and lipids are the main thing that we're thinking about here, but I mean it took them forever to even figure out uh petroleum was biogenic and they kind of needed biomarkers t..."
