id,t,t_start,t_end,speaker,text
158,2652.5,2652.0,2653.0,Luke Mortensen,You mean millimeters or.
159,2655.5,2655.0,2656.0,Brad Smith,"Well, she said centimeters."
160,2663.0,2660.0,2666.0,Carolyn Bayer,"Okay, let's let's try millimeters first. Or or half a centimeter. How about half a centimeter?"
161,2672.0,2668.0,2676.0,Brad Smith,"Well, does anybody want to just explain that in layman's terms wave front technology to the rest of the group."
162,2679.5,2678.0,2681.0,Sixian You,So wave front image uh engineering.
163,2684.0,2681.0,2687.0,Carolyn Bayer,determining how to send light in in a way that it scatters deeper in tissue.
164,2694.75,2688.0,2701.5,Brad Smith,One thing that I I've I've definitely heard some talks where people just image what they call the the early photons. So the ones that are the the least the least the least scattered.
165,2708.25,2701.5,2715.0,Brad Smith,So you only collect the first 5% of the signal on the assumption that it got there first was the least scattered and so it's going to have the best resolution and you toss out 95% of the the rest of it. I don't know if that's a feasible technology.
166,2718.5,2715.0,2722.0,Sixian You,"Yeah, a lot of the technologies that to reject scatter light, they call this ballistic photons, which only go back and forth without other uh rerouting."
167,2731.5,2730.0,2733.0,Brad Smith,"I presume that always has a huge sensitivity problem, yeah."
168,2736.0,2734.0,2738.0,Sixian You,Exactly because the ballistic photons decay exponentially with depth.
169,2748.5,2743.0,2754.0,Brad Smith,"Um, maybe we should um, either we can go to the Google document um, to start starting our bullet points since Andrew set out now the chopper."
170,2761.0,2756.0,2766.0,Aniruddha Ray,"Sure, I can start to summarize and we can conclude this discussion. One point, are we, are we on slide 55 or should we be on 54?"
171,2774.5,2767.0,2782.0,Brad Smith,"Yeah, we're 54, 3.4, deep tissue imaging. Oh, so we've gone and put our names in the wrong one, have we? So should someone want to cut and paste that?"
172,2784.5,2783.0,2786.0,Andrew Feig,"You're actually you're in room three, not room four. So you're 3.3."
173,2792.0,2788.0,2796.0,Brad Smith,"Okay, now we're pirates. that's quite interesting that we've gone in and we should do ransomware and we'll occupy their slide until they pay us some money or something."
174,2797.5,2797.0,2798.0,Aniruddha Ray,So actually someone else hijacked our room.
175,2803.5,2799.0,2808.0,Barbara Smith,"Someone's occupied ours. You're not going to get rich that way, Brad. It's probably the people we've occupied."
176,2810.0,2809.0,2811.0,Aniruddha Ray,I guess we can do 3.4 then.
177,2818.333333333333,2816.0,2820.6666666666665,Brad Smith,"Well, we'll just become 3.4B or something like this. So what you're on slide, which one?"
178,2824.0,2823.0,2825.0,Aniruddha Ray,"Um, I'm doing 54."
179,2839.0,2826.0,2852.0,Brad Smith,"Yeah, all right. So if people want to focus on slide 54, we start building up our bullet points."
180,2858.5,2852.0,2865.0,Brad Smith,"If uh, further advances in genetic reporters is going to be coupled with uh hardware developments."
181,2866.5,2866.0,2867.0,Aniruddha Ray,"Yeah, light sheet microscopy, right?"
182,2869.5,2868.0,2871.0,Brad Smith,"So yeah, especially light sheet microscopy."
183,2879.5,2872.0,2887.0,Aniruddha Ray,"Um, and the issues were uh, we need brighter and um, brighter pro."
184,2892.5,2887.0,2898.0,Brad Smith,"Also bio responsive. I mean some of them would be voltage um gated or voltage responsive, but one could imagine other types of responsive systems."
185,2911.0,2899.0,2923.0,Aniruddha Ray,"And so example is voltage sensitive. Um, and so with voltage sensitive, um, they there is also I think you mentioned that there was also a problem that most of the dies have a inverted sensitivity."
186,2929.0,2923.0,2935.0,Aniruddha Ray,"Uh, not dies, but most of the probes they have inverted sensitivity where the fluorescence decreases when the voltage increases, right?"
187,2943.5,2936.0,2951.0,Yevgenia Kozorovitskiy,"Yeah, and also they they're just very dim. So brighter probes kind of captures that, but there's additional engineering to do. Uh, and then also I guess occupying more parts of uh excitation emission spectrum."
188,2966.5,2955.0,2978.0,Brad Smith,"Maybe a second bullet point is uh photoacoustic imaging saves the day. Uh, can photoacoustic image save the day? I I don't know. maybe shouldn't use that phrase, but it's photoacoustic imaging has promise, I don't know, has has promise and challenges. I don't know um. What are the challenges, Carolyn?"
189,2988.5,2979.0,2998.0,Carolyn Bayer,"Well, spatial resolution, right? So we're obviously not in the same domain as far as spatial resolution. So um, and then when you start thinking about how to improve spatial resolution, then sensitivity becomes a problem, you know, as you're imaging smaller and smaller objects."
190,3002.5,3001.0,3004.0,Aniruddha Ray,"Right and and depth is, sorry, go ahead."
191,3006.5,3005.0,3008.0,Carolyn Bayer,I would I would love to figure out how to how to bridge that though.
192,3020.0,3009.0,3031.0,Aniruddha Ray,"And and depth is also a problem. the deeper you go, the poorer the resolution becomes. Um, for example with photoacoustic microscopy, it's possible to get down to few tens of uh micron resolution. Um, or or even a few micron resolution. Okay, so there was some problem with this."
193,3032.5,3032.0,3033.0,Brad Smith,"You just saved it for you, did it?"
194,3038.5,3038.0,3039.0,Aniruddha Ray,It just got reset.
195,3056.0,3053.0,3059.0,Carolyn Bayer,"Yeah, we kept having this problem in the other meetings and they ended up just putting copy and pasting it over."
196,3073.5,3066.0,3081.0,Brad Smith,"There's history. Um, is anyone smart enough to know where the history of this? If you want to reget that text."
197,3108.5,3104.0,3113.0,Yevgenia Kozorovitskiy,"I'm I'm looking at history, but I don't actually see the right version. That has stuff in it."
198,3116.5,3115.0,3118.0,Brad Smith,I'm just a bit worried this is going to happen again here shortly. We're going to lose it again. It's um.
199,3140.6,3135.0,3146.2,Luke Mortensen,Maybe it'd seem more like the like wavefront or you know the challenges of achieving wavefront reconstruction to get wide field super resolution check techniques. I think that's going to be tough to overcome because they're very sensitive.
200,3154.6,3146.2,3163.0,Luke Mortensen,"Sam or something is like a true wide field sim is going to be highly sensitive to tissue aberrations and scattering. Okay, well that's plenty of bullet points. I don't think we need"
201,3173.0,3163.0,3183.0,Brad Smith,"to increase the number. If anybody has any comment of it increasing the quality of those statements, go ahead. Um otherwise we got a couple of minutes so Barbara if you want to I don't know if anybody had any more of those wave guide questions for you."
202,3184.0,3183.0,3185.0,Barbara Smith,"Yeah, I'd be glad I'd be glad to navigate."
203,3191.0,3188.0,3194.0,Brad Smith,You call it an electrode. I'm a little confused as an outsider. Why do you use the word electrode? That implies to me electrochemistry.
204,3209.076923076923,3195.0,3223.153846153846,Barbara Smith,"Yeah, so we do it's electrophysiology. So um the micropipette electrode um was developed I think it's around the 1960s and um they record neuronal activity. It's a high resolution recording of typically single neurons um and their activity level um with the with the um basically I won't go into detail."
205,3232.538461538462,3223.153846153846,3241.923076923077,Barbara Smith,Um so the electrode is placed into the brain and um it's typically done either um blind or um using optical microscopy approaches from from external sources. So uh a microscope on the outside.
206,3246.6153846153848,3241.923076923077,3251.3076923076924,Barbara Smith,"And and so what ends up happening is if you have um if you work with this blind, you would use like probably a DIC microscope and um you can do this in vivo and the electrode is placed in and uh positive pressure is is pushed into the electrode as it's moved through the brain tissue so that that electrode doesn't get clogged."
207,3256.0,3251.3076923076924,3260.6923076923076,Barbara Smith,"The tip of the electrode is about um one to three microns in diameter and that electrode is is moved little very very very slowly into the brain um and there's no way to target selective cells of interest using the blind approach, but you can get deeper, right?"
208,3274.7692307692305,3260.6923076923076,3288.846153846154,Barbara Smith,"So um the only way the most basic way that they know that they've hit a cell of interest is by creating a connection between that electrode and that cell. So they place it from a positive pressure and then we make a negative pressure from that. We create a bleb, so it sucks up part of that membrane of the cell."
209,3293.5384615384614,3288.846153846154,3298.230769230769,Barbara Smith,Um we um increase the pressure and it opens up the cell membrane so that there's a direct connection between that electrode and the fluids within the electrode and the cell um solution.
210,3302.923076923077,3298.230769230769,3307.6153846153848,Barbara Smith,"And and what ends up happening is the um it ends up being able to record that cell, but you don't know what cell you're hitting until you start recording it."
211,3317.0,3307.6153846153848,3326.3846153846152,Barbara Smith,"And if you've started recording the wrong cell, you have to remove that micropipette electrode um throw it out, place a new one in and then enter into the brain one more time. And so uh it's kind of a hunt and peck process."
212,3335.7692307692305,3326.3846153846152,3345.153846153846,Barbara Smith,"You can get deeper and people can record very well uh neuroscientists have been recording like that for for decades. Um but lately with two photon microscopy, you can get down to about a millimeter and you can genetically alter or place in different kinds of dyes and and selectively target neurons up to a millimeter."
213,3359.2307692307695,3345.153846153846,3373.3076923076924,Barbara Smith,"But past the millimeter from the cortical surface, um there are minimal ways to do it. So you can suction out a portion of the brain. Um that's one way to do it and then the animal is still alive and you can move down um and you can do within a millimeter of whatever area you've sectioned."
214,3387.3846153846152,3373.3076923076924,3401.4615384615386,Barbara Smith,"Um or if you're coming from the top, you can see cells about within a millimeter of of where that surface is. If you're exceptional if you're doing three photon or multi photon, you can get maybe two millimeters. Um it's a little bit rough."
215,3406.153846153846,3401.4615384615386,3410.846153846154,Barbara Smith,Um but the way that we're doing this is oh oh is we're integrating light and sound into that micropipette electrode so you don't need a microscope on the outside to guide that cell.
216,3420.2307692307695,3410.846153846154,3429.6153846153848,Barbara Smith,"And so um we can get uh stains and genetic um uh genetic contrast throughout the brain and now we can we can tap into cells um of interest at at depths beyond one millimeter as deep as that. So we're combining um blind and an imaging guided approach by doing this, but without the microscope on the outside."
217,3434.3076923076924,3429.6153846153848,3439.0,Barbara Smith,Hope that made sense.
218,3448.5,3439.0,3458.0,Brad Smith,"Yeah, no it's incredibly. The timer started going. Yes, it is very hard to talk with a clock in front of you, isn't it? It's a thing. It's a Well, thank you very much to everybody. It's uh these sessions are always a little draining when everyone's staring at each other and trying to overcome that flight or fight."
219,3513.5,3512.0,3515.0,Silvia Ronco,"Okay, are we all here now?"
