id,t,t_start,t_end,speaker,text
236,2126.0,2123.0,2129.0,Brad Smith,"But see, you you talked about a fiber idea as well, but I I sort of assume yours is at a more microscopic scale."
237,2132.0,2129.0,2135.0,Brad Smith,Is that what you're envisioning?
238,2140.166666666667,2135.0,2145.3333333333335,Sixian You,"Yes, so I was thinking about uh the just like a microendoscopy."
239,2150.5,2145.3333333333335,2155.6666666666665,Sixian You,So use uh fiber as the wave guide to transmit the images in.
240,2160.833333333333,2155.6666666666665,2166.0,Sixian You,There are challenges about it is that uh how to preserve the images on the way in and on the way out.
241,2169.125,2166.0,2172.25,Sixian You,And so how to use ultrasound to push this deeper.
242,2175.375,2172.25,2178.5,Sixian You,Um photoacoustic is a perfect genius example of doing this.
243,2181.625,2178.5,2184.75,Sixian You,Uh another way to think about this um I have been really interested in this is how can we use the contrast from optical imaging.
244,2187.875,2184.75,2191.0,Sixian You,"We have fluorescence, we have phase contrast from optics."
245,2193.875,2191.0,2196.75,Sixian You,"sound the unscattering property, right?"
246,2199.625,2196.75,2202.5,Sixian You,"So if we know the signal is there, can we use ultrasound to confine the signal there, to modulate the signal, and then to get the signal back."
247,2205.375,2202.5,2208.25,Sixian You,So I think that could be very interesting and I need to learn more about Barbara's research on electrodes as wave guide.
248,2211.125,2208.25,2214.0,Sixian You,"Uh, it sounds really fascinating."
249,2215.75,2214.0,2217.5,Barbara Smith,"Oh, I'd be delighted."
250,2219.25,2217.5,2221.0,Barbara Smith,"Yeah, that's we are a little geeked out by it."
251,2224.5,2222.0,2227.0,Barbara Smith,"Yeah, it seems like there's a lot of a lot of connections throughout throughout."
252,2228.833333333333,2227.0,2230.6666666666665,Yevgenia Kozorovitskiy,I would also Barbara love to talk to you more about that.
253,2232.5,2230.6666666666665,2234.3333333333335,Yevgenia Kozorovitskiy,We do some micro LED based wireless uh tech for sensing and control.
254,2236.166666666667,2234.3333333333335,2238.0,Yevgenia Kozorovitskiy,"Uh, so I would I would love to learn more about your wave guide."
255,2238.9,2238.0,2239.8,Barbara Smith,Sounds sounds great.
256,2242.5,2241.6,2243.4,Barbara Smith,Should we have should we talk now?
257,2244.3,2243.4,2245.2,Barbara Smith,We talk later.
258,2246.1,2245.2,2247.0,Barbara Smith,So maybe we'll keep on we'll keep on.
259,2251.5,2247.0,2256.0,Brad Smith,"Yeah, let's put a pin in that and if we find we have a bit of uh a bit of a lag, we'll come back to that."
260,2260.5,2256.0,2265.0,Brad Smith,I I want to help Jazz out a little bit because she's the only one in the whole conference I think doing plants and it seemed to me that plants have got like something around the outside so sticking an electrode into a plant might be the way to go.
261,2269.5,2265.0,2274.0,Brad Smith,"Is has that ever been thought about or uh what what's the problem that we could help you with, Jazz?"
262,2277.9444444444443,2275.0,2280.8888888888887,Alexandra Dickinson,"I mean, I was thinking that would be really cool and I don't think it's been done to my knowledge."
263,2283.833333333333,2280.8888888888887,2286.777777777778,Alexandra Dickinson,"Um, so I think that would be something pretty exciting to try."
264,2289.722222222222,2286.777777777778,2292.6666666666665,Alexandra Dickinson,"I mean, I was just thinking, you know, as everybody was talking, um, something like you can think of plants are as super regenerators, right?"
265,2295.6111111111113,2292.6666666666665,2298.5555555555557,Alexandra Dickinson,"Like a a bamboo plant for instance, if you ever have bamboo in your yard and you're trying to get rid of it, it's not going to happen."
266,2301.5,2298.5555555555557,2304.4444444444443,Alexandra Dickinson,Like that plan is going to grow back.
267,2307.3888888888887,2304.4444444444443,2310.3333333333335,Alexandra Dickinson,"You can chop it down, you can cut off the roots, it will grow back."
268,2313.277777777778,2310.3333333333335,2316.222222222222,Alexandra Dickinson,So it would be really cool to to look at a tissue like that that's really thick.
269,2319.166666666667,2316.222222222222,2322.1111111111113,Alexandra Dickinson,"Um, if you could get, you know, a centimeter or two into that tissue and and look at the, you know, the regeneration processes."
270,2325.0555555555557,2322.1111111111113,2328.0,Alexandra Dickinson,I think that would be really cool application of of this kind of technology that uh has not been to my knowledge done at all before.
271,2337.5,2329.0,2346.0,Brad Smith,"Yes, I've wondered there's people often want to have optical sensors sometimes for like pollution in the soil or the water and that, but I sometimes wonder if plants because they draw stuff up could be an interesting way to report back current environmental conditions."
272,2351.0,2347.0,2355.0,Alexandra Dickinson,"Yeah, and plants, I mean, one way people use plants is is like for phytoremediation."
273,2359.0,2355.0,2363.0,Alexandra Dickinson,"So plants suck up the toxins and then degrade them is the idea and then release, you know, the the graded bits into the atmosphere so it's safe."
274,2365.166666666667,2363.0,2367.3333333333335,Brad Smith,That's quite interesting.
275,2369.5,2367.3333333333335,2371.6666666666665,Brad Smith,"Well, just to move us one of the other points that we we had here in our in our talk sheet was this um adaptive imaging, this this scope or integrated."
276,2373.833333333333,2371.6666666666665,2376.0,Brad Smith,You So um let me try to read it out I suppose.
277,2380.75,2376.0,2385.5,Brad Smith,"What integrative techniques allow wide field screening of tissue to identify a region of interest which can be subsequently imaged at very high magnifications, perhaps super resolution."
278,2390.25,2385.5,2395.0,Brad Smith,"So in some sense that's been talked about maybe in other sessions, but um."
279,2404.0,2395.0,2413.0,Brad Smith,I don't know exactly how you would do that.
280,2422.0,2413.0,2431.0,Brad Smith,You would um anybody anybody got any ideas on how you would I.
281,2438.75,2431.0,2446.5,Luke Mortensen,"I was talking with uh Anaruda and Jazz yesterday about something kind of related to this, you know, if you have some sort of like some carrier or something, you can have multi component um where they're like, you know, permanently colocalized um reporters where you can, you know, perhaps use your photoacoustic imaging to be able to identify a location of interest and then have some kind of fluorescent tag associated with it as well."
282,2454.25,2446.5,2462.0,Luke Mortensen,"maybe even one that, you know, could allow you to do single molecule or whatever, you know, whatever else."
283,2462.5,2462.0,2463.0,Luke Mortensen,going to do.
284,2464.0,2463.0,2465.0,Luke Mortensen,"Um, that seems like it could be like a cool way to that."
285,2468.5,2465.0,2472.0,Luke Mortensen,"I mean, I just I can't think of very many or any any examples of that, but, you know, it's not my area of expertise, so."
286,2484.0,2481.0,2487.0,Brad Smith,"I mean, I understand that problem in sort of in a clinical circumstance that you see a large piece of tissue and then you go in and then you try to do it almost cellular level microscopy."
287,2489.0,2487.0,2491.0,Brad Smith,Adding then deep tissue on top of that seems a really difficult problem.
288,2498.0,2495.0,2501.0,Brad Smith,Maybe we we'll we'll put a pin in that one as well.
289,2505.0,2502.0,2508.0,Carolyn Bayer,"Just just to throw an idea out there not to talk about photoacoustics again, but people have tried to take temporal characteristics, right?"
290,2510.25,2508.0,2512.5,Carolyn Bayer,"Where you have something that's blinking, um, and use that to improve resolution, right?"
291,2514.75,2512.5,2517.0,Carolyn Bayer,So you can.
292,2519.75,2517.0,2522.5,Carolyn Bayer,"If your photoacoustic reporter is blinking, then you know, you can use a video and you can parse out the specific location of that thing."
293,2529.5,2528.0,2531.0,Brad Smith,"Yes, I suppose there is lifetime imaging."
294,2534.75,2531.0,2538.5,Brad Smith,Does anybody here work in lifetime imaging?
295,2542.25,2538.5,2546.0,Brad Smith,I mean is that is that a technology that would work at a deeper tissue as well?
296,2552.0,2547.0,2557.0,Aniruddha Ray,I worked on um using photoacoustics to determine the lifetime of dies for oxygen sensing.
297,2559.25,2557.0,2561.5,Aniruddha Ray,Inside tissues.
298,2563.75,2561.5,2566.0,Aniruddha Ray,"Um, but that was what I did was uh was more of a sensing than imaging."
299,2568.25,2566.0,2570.5,Aniruddha Ray,But it's definitely possible.
300,2572.75,2570.5,2575.0,Aniruddha Ray,But then again with photoacoustics your resolution is not as good as optical purely optical methods.
301,2582.666666666667,2578.0,2587.3333333333335,Sixian You,measurement is uh is an interesting approach to tackle deep tissue imaging because uh most fluorescence imaging are intensity dependent.
302,2592.0,2587.3333333333335,2596.6666666666665,Sixian You,"So if you go deeper, it's actually not absolute, but lifetime is kind of absolute."
303,2601.333333333333,2596.6666666666665,2606.0,Sixian You,"So as long as you have enough photons, uh lifetime could be a robust way to go go forward, especially for some metabolic ratio metric imaging."
304,2610.5,2609.0,2612.0,Brad Smith,Let's um I mean I think.
305,2616.25,2612.0,2620.5,Brad Smith,We we could return back to this wave guide.
306,2624.75,2620.5,2629.0,Brad Smith,"We've got 15 minutes, so we we may have to go to our bullet points, but I was anybody had any points that they wrote down or thought about that that they'd like to move this discussion in a to raise now or we can go back to Barbara's wave guide technology which was getting a lot of interest here."
307,2631.0,2629.0,2633.0,Carolyn Bayer,Wavefront is also interesting.
308,2634.5,2633.0,2636.0,Barbara Smith,There's a couple of people that do wave front shaping in here.
309,2638.5,2636.0,2641.0,Carolyn Bayer,"Yeah, that's what I was about to say."
310,2643.5,2641.0,2646.0,Carolyn Bayer,That's what I always ask when I meet people who do wave front shaping.
311,2647.0,2646.0,2648.0,Carolyn Bayer,How do we get.
312,2649.5,2648.0,2651.0,Carolyn Bayer,to five to six centimeters with your technique.
313,2651.5,2651.0,2652.0,Carolyn Bayer,Can we?
314,2652.5,2652.0,2653.0,Luke Mortensen,You mean millimeters or.
315,2655.5,2655.0,2656.0,Brad Smith,"Well, she said centimeters."
316,2661.0,2660.0,2662.0,Carolyn Bayer,"Okay, let's let's try millimeters first."
317,2663.0,2662.0,2664.0,Carolyn Bayer,Or or half a centimeter.
318,2665.0,2664.0,2666.0,Carolyn Bayer,How about half a centimeter?
319,2672.0,2668.0,2676.0,Brad Smith,"Well, does anybody want to just explain that in layman's terms wave front technology to the rest of the group."
320,2679.5,2678.0,2681.0,Sixian You,So wave front image uh engineering.
321,2684.0,2681.0,2687.0,Carolyn Bayer,determining how to send light in in a way that it scatters deeper in tissue.
322,2691.375,2688.0,2694.75,Brad Smith,One thing that I I've I've definitely heard some talks where people just image what they call the the early photons.
323,2698.125,2694.75,2701.5,Brad Smith,So the ones that are the the least the least the least scattered.
324,2704.875,2701.5,2708.25,Brad Smith,So you only collect the first 5% of the signal on the assumption that it got there first was the least scattered and so it's going to have the best resolution and you toss out 95% of the the rest of it.
325,2711.625,2708.25,2715.0,Brad Smith,I don't know if that's a feasible technology.
326,2718.5,2715.0,2722.0,Sixian You,"Yeah, a lot of the technologies that to reject scatter light, they call this ballistic photons, which only go back and forth without other uh rerouting."
327,2731.5,2730.0,2733.0,Brad Smith,"I presume that always has a huge sensitivity problem, yeah."
328,2736.0,2734.0,2738.0,Sixian You,Exactly because the ballistic photons decay exponentially with depth.
329,2748.5,2743.0,2754.0,Brad Smith,"Um, maybe we should um, either we can go to the Google document um, to start starting our bullet points since Andrew set out now the chopper."
330,2758.0,2756.0,2760.0,Aniruddha Ray,"Sure, I can start to summarize and we can conclude this discussion."
331,2764.0,2762.0,2766.0,Aniruddha Ray,"One point, are we, are we on slide 55 or should we be on 54?"
332,2770.5,2767.0,2774.0,Brad Smith,"Yeah, we're 54, 3.4, deep tissue imaging."
333,2776.0,2775.0,2777.0,Brad Smith,"Oh, so we've gone and put our names in the wrong one, have we?"
334,2781.0,2780.0,2782.0,Brad Smith,So should someone want to cut and paste that?
335,2783.75,2783.0,2784.5,Andrew Feig,"You're actually you're in room three, not room four."
336,2785.25,2784.5,2786.0,Andrew Feig,So you're 3.3.
337,2790.0,2788.0,2792.0,Brad Smith,"Okay, now we're pirates."
338,2794.0,2792.0,2796.0,Brad Smith,that's quite interesting that we've gone in and we should do ransomware and we'll occupy their slide until they pay us some money or something.
339,2797.5,2797.0,2798.0,Aniruddha Ray,So actually someone else hijacked our room.
340,2800.0,2799.0,2801.0,Barbara Smith,Someone's occupied ours.
341,2802.0,2801.0,2803.0,Barbara Smith,"You're not going to get rich that way, Brad."
342,2807.0,2806.0,2808.0,Barbara Smith,It's probably the people we've occupied.
343,2810.0,2809.0,2811.0,Aniruddha Ray,I guess we can do 3.4 then.
344,2817.166666666667,2816.0,2818.3333333333335,Brad Smith,"Well, we'll just become 3.4B or something like this."
345,2819.5,2818.3333333333335,2820.6666666666665,Brad Smith,"So what you're on slide, which one?"
346,2824.0,2823.0,2825.0,Aniruddha Ray,"Um, I'm doing 54."
347,2832.5,2826.0,2839.0,Brad Smith,"Yeah, all right."
348,2845.5,2839.0,2852.0,Brad Smith,"So if people want to focus on slide 54, we start building up our bullet points."
349,2858.5,2852.0,2865.0,Brad Smith,"If uh, further advances in genetic reporters is going to be coupled with uh hardware developments."
350,2866.5,2866.0,2867.0,Aniruddha Ray,"Yeah, light sheet microscopy, right?"
351,2869.5,2868.0,2871.0,Brad Smith,"So yeah, especially light sheet microscopy."
352,2879.5,2872.0,2887.0,Aniruddha Ray,"Um, and the issues were uh, we need brighter and um, brighter pro."
353,2889.75,2887.0,2892.5,Brad Smith,Also bio responsive.
354,2895.25,2892.5,2898.0,Brad Smith,"I mean some of them would be voltage um gated or voltage responsive, but one could imagine other types of responsive systems."
355,2905.0,2899.0,2911.0,Aniruddha Ray,And so example is voltage sensitive.
356,2917.0,2911.0,2923.0,Aniruddha Ray,"Um, and so with voltage sensitive, um, they there is also I think you mentioned that there was also a problem that most of the dies have a inverted sensitivity."
357,2929.0,2923.0,2935.0,Aniruddha Ray,"Uh, not dies, but most of the probes they have inverted sensitivity where the fluorescence decreases when the voltage increases, right?"
358,2938.5,2936.0,2941.0,Yevgenia Kozorovitskiy,"Yeah, and also they they're just very dim."
359,2943.5,2941.0,2946.0,Yevgenia Kozorovitskiy,"So brighter probes kind of captures that, but there's additional engineering to do."
360,2948.5,2946.0,2951.0,Yevgenia Kozorovitskiy,"Uh, and then also I guess occupying more parts of uh excitation emission spectrum."
361,2958.0,2955.0,2961.0,Brad Smith,Maybe a second bullet point is uh photoacoustic imaging saves the day.
362,2965.5,2964.0,2967.0,Brad Smith,"Uh, can photoacoustic image save the day?"
363,2968.5,2967.0,2970.0,Brad Smith,I I don't know.
364,2971.5,2970.0,2973.0,Brad Smith,"maybe shouldn't use that phrase, but it's photoacoustic imaging has promise, I don't know, has has promise and challenges."
365,2974.5,2973.0,2976.0,Brad Smith,I don't know um.
366,2977.5,2977.0,2978.0,Brad Smith,"What are the challenges, Carolyn?"
367,2982.166666666667,2979.0,2985.3333333333335,Carolyn Bayer,"Well, spatial resolution, right?"
368,2988.5,2985.3333333333335,2991.6666666666665,Carolyn Bayer,So we're obviously not in the same domain as far as spatial resolution.
369,2994.833333333333,2991.6666666666665,2998.0,Carolyn Bayer,"So um, and then when you start thinking about how to improve spatial resolution, then sensitivity becomes a problem, you know, as you're imaging smaller and smaller objects."
370,3002.5,3001.0,3004.0,Aniruddha Ray,"Right and and depth is, sorry, go ahead."
371,3006.5,3005.0,3008.0,Carolyn Bayer,I would I would love to figure out how to how to bridge that though.
372,3010.5,3009.0,3012.0,Aniruddha Ray,And and depth is also a problem.
373,3013.5,3012.0,3015.0,Aniruddha Ray,"the deeper you go, the poorer the resolution becomes."
374,3018.5,3015.0,3022.0,Aniruddha Ray,"Um, for example with photoacoustic microscopy, it's possible to get down to few tens of uh micron resolution."
375,3023.0,3022.0,3024.0,Aniruddha Ray,"Um, or or even a few micron resolution."
376,3029.5,3028.0,3031.0,Aniruddha Ray,"Okay, so there was some problem with this."
377,3032.5,3032.0,3033.0,Brad Smith,"You just saved it for you, did it?"
378,3038.5,3038.0,3039.0,Aniruddha Ray,It just got reset.
379,3056.0,3053.0,3059.0,Carolyn Bayer,"Yeah, we kept having this problem in the other meetings and they ended up just putting copy and pasting it over."
380,3068.5,3066.0,3071.0,Brad Smith,There's history.
381,3073.5,3071.0,3076.0,Brad Smith,"Um, is anyone smart enough to know where the history of this?"
382,3078.5,3076.0,3081.0,Brad Smith,If you want to reget that text.
383,3106.0,3104.0,3108.0,Yevgenia Kozorovitskiy,"I'm I'm looking at history, but I don't actually see the right version."
384,3112.0,3111.0,3113.0,Yevgenia Kozorovitskiy,That has stuff in it.
385,3115.5,3115.0,3116.0,Brad Smith,I'm just a bit worried this is going to happen again here shortly.
386,3116.5,3116.0,3117.0,Brad Smith,We're going to lose it again.
387,3117.5,3117.0,3118.0,Brad Smith,It's um.
388,3137.8,3135.0,3140.6,Luke Mortensen,Maybe it'd seem more like the like wavefront or you know the challenges of achieving wavefront reconstruction to get wide field super resolution check techniques.
389,3143.3999999999996,3140.6,3146.2,Luke Mortensen,I think that's going to be tough to overcome because they're very sensitive.
390,3149.0,3146.2,3151.8,Luke Mortensen,Sam or something is like a true wide field sim is going to be highly sensitive to tissue aberrations and scattering.
391,3154.6000000000004,3151.8,3157.4,Luke Mortensen,"Okay, well that's plenty of bullet points."
392,3160.2,3157.4,3163.0,Luke Mortensen,I don't think we need
393,3166.333333333333,3163.0,3169.6666666666665,Brad Smith,to increase the number.
394,3173.0,3169.6666666666665,3176.3333333333335,Brad Smith,"If anybody has any comment of it increasing the quality of those statements, go ahead."
395,3179.666666666667,3176.3333333333335,3183.0,Brad Smith,Um otherwise we got a couple of minutes so Barbara if you want to I don't know if anybody had any more of those wave guide questions for you.
396,3184.0,3183.0,3185.0,Barbara Smith,"Yeah, I'd be glad I'd be glad to navigate."
397,3188.75,3188.0,3189.5,Brad Smith,You call it an electrode.
398,3190.25,3189.5,3191.0,Brad Smith,I'm a little confused as an outsider.
399,3191.75,3191.0,3192.5,Brad Smith,Why do you use the word electrode?
400,3193.25,3192.5,3194.0,Brad Smith,That implies to me electrochemistry.
401,3199.6923076923076,3195.0,3204.3846153846152,Barbara Smith,"Yeah, so we do it's electrophysiology."
402,3209.076923076923,3204.3846153846152,3213.769230769231,Barbara Smith,So um the micropipette electrode um was developed I think it's around the 1960s and um they record neuronal activity.
403,3218.4615384615386,3213.769230769231,3223.153846153846,Barbara Smith,It's a high resolution recording of typically single neurons um and their activity level um with the with the um basically I won't go into detail.
404,3227.846153846154,3223.153846153846,3232.5384615384614,Barbara Smith,Um so the electrode is placed into the brain and um it's typically done either um blind or um using optical microscopy approaches from from external sources.
405,3237.2307692307695,3232.5384615384614,3241.923076923077,Barbara Smith,So uh a microscope on the outside.
406,3246.6153846153848,3241.923076923077,3251.3076923076924,Barbara Smith,"And and so what ends up happening is if you have um if you work with this blind, you would use like probably a DIC microscope and um you can do this in vivo and the electrode is placed in and uh positive pressure is is pushed into the electrode as it's moved through the brain tissue so that that electrode doesn't get clogged."
407,3256.0,3251.3076923076924,3260.6923076923076,Barbara Smith,"The tip of the electrode is about um one to three microns in diameter and that electrode is is moved little very very very slowly into the brain um and there's no way to target selective cells of interest using the blind approach, but you can get deeper, right?"
408,3265.3846153846152,3260.6923076923076,3270.076923076923,Barbara Smith,So um the only way the most basic way that they know that they've hit a cell of interest is by creating a connection between that electrode and that cell.
409,3274.7692307692305,3270.076923076923,3279.4615384615386,Barbara Smith,So they place it from a positive pressure and then we make a negative pressure from that.
410,3284.153846153846,3279.4615384615386,3288.846153846154,Barbara Smith,"We create a bleb, so it sucks up part of that membrane of the cell."
411,3293.5384615384614,3288.846153846154,3298.230769230769,Barbara Smith,Um we um increase the pressure and it opens up the cell membrane so that there's a direct connection between that electrode and the fluids within the electrode and the cell um solution.
412,3302.923076923077,3298.230769230769,3307.6153846153848,Barbara Smith,"And and what ends up happening is the um it ends up being able to record that cell, but you don't know what cell you're hitting until you start recording it."
413,3312.3076923076924,3307.6153846153848,3317.0,Barbara Smith,"And if you've started recording the wrong cell, you have to remove that micropipette electrode um throw it out, place a new one in and then enter into the brain one more time."
414,3321.6923076923076,3317.0,3326.3846153846152,Barbara Smith,And so uh it's kind of a hunt and peck process.
415,3331.076923076923,3326.3846153846152,3335.769230769231,Barbara Smith,You can get deeper and people can record very well uh neuroscientists have been recording like that for for decades.
416,3340.4615384615386,3335.769230769231,3345.153846153846,Barbara Smith,"Um but lately with two photon microscopy, you can get down to about a millimeter and you can genetically alter or place in different kinds of dyes and and selectively target neurons up to a millimeter."
417,3349.846153846154,3345.153846153846,3354.5384615384614,Barbara Smith,"But past the millimeter from the cortical surface, um there are minimal ways to do it."
418,3359.2307692307695,3354.5384615384614,3363.923076923077,Barbara Smith,So you can suction out a portion of the brain.
419,3368.6153846153848,3363.923076923077,3373.3076923076924,Barbara Smith,Um that's one way to do it and then the animal is still alive and you can move down um and you can do within a millimeter of whatever area you've sectioned.
420,3378.0,3373.3076923076924,3382.6923076923076,Barbara Smith,"Um or if you're coming from the top, you can see cells about within a millimeter of of where that surface is."
421,3387.3846153846152,3382.6923076923076,3392.076923076923,Barbara Smith,"If you're exceptional if you're doing three photon or multi photon, you can get maybe two millimeters."
422,3396.7692307692305,3392.076923076923,3401.4615384615386,Barbara Smith,Um it's a little bit rough.
423,3406.153846153846,3401.4615384615386,3410.846153846154,Barbara Smith,Um but the way that we're doing this is oh oh is we're integrating light and sound into that micropipette electrode so you don't need a microscope on the outside to guide that cell.
424,3415.5384615384614,3410.846153846154,3420.230769230769,Barbara Smith,And so um we can get uh stains and genetic um uh genetic contrast throughout the brain and now we can we can tap into cells um of interest at at depths beyond one millimeter as deep as that.
425,3424.923076923077,3420.230769230769,3429.6153846153848,Barbara Smith,"So we're combining um blind and an imaging guided approach by doing this, but without the microscope on the outside."
426,3434.3076923076924,3429.6153846153848,3439.0,Barbara Smith,Hope that made sense.
427,3440.583333333333,3439.0,3442.1666666666665,Brad Smith,"Yeah, no it's incredibly."
428,3443.75,3442.1666666666665,3445.3333333333335,Brad Smith,The timer started going.
429,3446.916666666667,3445.3333333333335,3448.5,Brad Smith,"Yes, it is very hard to talk with a clock in front of you, isn't it?"
430,3450.083333333333,3448.5,3451.6666666666665,Brad Smith,It's a thing.
431,3453.25,3451.6666666666665,3454.8333333333335,Brad Smith,"It's a Well, thank you very much to everybody."
432,3456.416666666667,3454.8333333333335,3458.0,Brad Smith,It's uh these sessions are always a little draining when everyone's staring at each other and trying to overcome that flight or fight.
433,3513.5,3512.0,3515.0,Silvia Ronco,"Okay, are we all here now?"
